,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Smith o18.5 Pts+Rebs,CeeJPicks,Houston Rockets,Dallas Mavericks,0.0,0.5,0,0.5,0,0.5,0,-108,1.0,1.925925925925926,0.925925925925926,J.Smith,Y,20.0
1,L.Doncic o8.5 Rebs,KyleJustBets,Dallas Mavericks,Houston Rockets,1.0,0.75,1,0.75,1,0.75,1,-145,1.0,1.6896551724137931,0.6896551724137931,L.Doncic,N,5.0
2,D.Gafford o6.5 Rebs,kylemurray03,Dallas Mavericks,Houston Rockets,1.0,0.5,0,0.5,0,0.5,0,-106,1.06,2.06,1.0,D.Gafford,N,3.0
3,K.Thompson o14.5 Pts,the_degenerates,Dallas Mavericks,Houston Rockets,1.0,0.75,1,0.75,1,0.75,1,-105,1.05,2.05,0.9999999999999998,K.Thompson,N,12.0
4,D.Gafford o6.5 Rebs,TopShelfAction,Dallas Mavericks,Houston Rockets,1.0,0.5,0,0.5,0,0.5,0,104,1.2,2.448,1.248,D.Gafford,N,3.0
5,A.Sengun o17.5 Pts,gneiffer07,Houston Rockets,Dallas Mavericks,0.0,0.25,0,0.25,0,0.25,0,-110,1.1,2.1,1.0,A.Sengun,N,17.0
6,A.Sengun o31.5 Pts+Rebs+Ast,RoyalsProps,Houston Rockets,Dallas Mavericks,0.0,0.5,0,0.5,0,0.5,0,-105,1.0,1.9523809523809523,0.9523809523809524,A.Sengun,Y,33.0
7,A.Sengun o31.5 Pts+Rebs+Ast,Mjaybrxd,Houston Rockets,Dallas Mavericks,0.0,0.5,0,0.5,0,0.5,0,-120,0.83,1.5216666666666667,0.6916666666666668,A.Sengun,Y,33.0
8,L.Doncic o8.5 Rebs,PropBetGuy,Dallas Mavericks,Houston Rockets,1.0,0.75,1,0.75,1,0.75,1,-113,1.13,2.13,1.0,L.Doncic,N,5.0
9,S.Pippen o16.5 Pts+Ast,PropBetGuy,Memphis Grizzlies,Milwaukee Bucks,1.0,0.6,1,0.6,1,0.6,1,-115,1.0,1.869565217391304,0.8695652173913042,S.Pippen,Y,17.0
10,J.Morant o11.5 Rebs+Ast,JBBets1,Memphis Grizzlies,Milwaukee Bucks,1.0,0.75,1,0.75,1,0.75,1,-138,0.72,1.241739130434783,0.5217391304347827,J.Morant,Y,24.0
11,G.Trent o2.5 3pt M,JoeDellera,Milwaukee Bucks,Memphis Grizzlies,0.0,0.0,0,0.0,0,0.0,0,160,0.2,0.52,0.32,G.Trent,N,0.0
12,G.Trent o1.5 3pt M,JoeDellera,Milwaukee Bucks,Memphis Grizzlies,0.0,1.0,1,1.0,1,1.0,1,-140,1.0,1.7142857142857144,0.7142857142857144,G.Trent,N,0.0
13,D.Lillard o28.5 Pts+Rebs,ThePropfessor_,Milwaukee Bucks,Memphis Grizzlies,0.0,0.75,1,0.75,1,0.75,1,-115,1.15,2.1499999999999995,0.9999999999999996,D.Lillard,N,6.0
14,G.Trent o11.5 Pts,TopShelfAction,Milwaukee Bucks,Memphis Grizzlies,0.0,0.0,0,0.0,0,0.0,0,-120,1.2,2.2,1.0000000000000002,G.Trent,N,9.0
15,G.Antetokounmpo o46.5 Pts+Rebs+Ast,moneybadger24_,Milwaukee Bucks,Memphis Grizzlies,0.0,0.25,0,0.25,0,0.25,0,-115,1.0,1.869565217391304,0.8695652173913042,G.Antetokounmpo,Y,52.0
16,R.Dunn o7.5 Pts,PropBetGuy,Phoenix Suns,Los Angeles Clippers,0.0,0.5,0,0.5,0,0.5,0,-120,1.0,1.8333333333333333,0.8333333333333335,R.Dunn,Y,16.0
17,J.Harden o2.5 3pt M,TopShelfAction,Los Angeles Clippers,Phoenix Suns,1.0,0.25,0,0.25,0,0.25,0,-145,0.48,0.8110344827586207,0.3310344827586207,J.Harden,Y,3.0
