,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,K.Kuzma u25.5 Pts+Rebs,Mjaybrxd,Washington Wizards,New York Knicks,0.0,0.5714285714285714,1,0.4,0,0.5714285714285714,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,K.Kuzma,Y,19.0
1,J.Embiid u24.5 Pts,GDAWG5000,Philadelphia 76ers,Miami Heat,0.0,1.0,1,1.0,1,1.0,1,100.0,0.5,1.0,0.5,J.Embiid,Y,11.0
2,J.Embiid u38.5 Pts+Rebs+Ast,allanlemdfs,Philadelphia 76ers,Miami Heat,0.0,1.0,1,1.0,1,1.0,1,-109.0,1.09,2.0900000000000003,1.0000000000000002,J.Embiid,Y,24.0
3,J.Embiid u24.5 Pts,JoeDellera,Philadelphia 76ers,Miami Heat,0.0,1.0,1,1.0,1,1.0,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Embiid,Y,11.0
4,Z.LaVine o20.5 Pts,RoyalsProps,Chicago Bulls,Detroit Pistons,0.0,0.6363636363636364,1,0.4,0,0.6,1,-120.0,1.2,2.2,1.0000000000000002,Z.LaVine,Y,25.0
5,D.Daniels o11.5 Pts,therocketplays,Atlanta Hawks,Sacramento Kings,0.0,0.6666666666666666,1,1.0,1,0.6,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,D.Daniels,Y,14.0
6,D.Daniels o19.5 Pts,therocketplays,Atlanta Hawks,Sacramento Kings,0.0,0.1666666666666666,0,0.4,0,0.2,0,750.0,0.25,2.125,1.875,D.Daniels,N,14.0
7,J.Isaac o13.5 Pts+Rebs+Ast,Markus_Markets,Orlando Magic,Phoenix Suns,0.0,0.3636363636363636,0,0.4,0,0.4,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Isaac,N,10.0
8,J.Giddey o21.5 Pts+Rebs+Ast,Rotowire Sleeper,Chicago Bulls,Detroit Pistons,0.0,0.7857142857142857,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Giddey,Y,29.0
9,T.Jones o16.5 Pts+Ast,Rotowire Prizepicks,Phoenix Suns,Orlando Magic,1.0,0.5714285714285714,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,T.Jones,Y,26.0
10,J.Embiid o34.5 Pts+Rebs,Rotowire Prizepicks,Philadelphia 76ers,Miami Heat,0.0,0.0,0,0.0,0,0.0,0,100.0,1.5,3.0,1.5,J.Embiid,N,19.0
11,J.Smith o15.5 Pts+Rebs,Rotowire Prizepicks,Chicago Bulls,Detroit Pistons,0.0,0.25,0,0.0,0,0.1,0,100.0,1.5,3.0,1.5,J.Smith,N,13.0
12,C.Cunningham o39.5 Pts+Rebs+Ast,sandyplashkes,Detroit Pistons,Chicago Bulls,1.0,0.4666666666666667,0,0.6,1,0.5,0,-116.0,1.16,2.16,0.9999999999999998,C.Cunningham,Y,42.0
13,C.Cunningham o39.5 Pts+Rebs+Ast,LinesAtLunch,Detroit Pistons,Chicago Bulls,1.0,0.4666666666666667,0,0.6,1,0.5,0,-116.0,1.16,2.16,0.9999999999999998,C.Cunningham,Y,42.0
14,D.Fox o13.5 Rebs+Ast,Mjaybrxd,Sacramento Kings,Atlanta Hawks,1.0,0.2142857142857142,0,0.4,0,0.2,0,-110.0,1.0,1.9090909090909087,0.9090909090909092,D.Fox,N,12.0
15,I.Zubac o27.5 Pts+Rebs,Rotowire Prizepicks,Los Angeles Clippers,Golden State Warriors,1.0,0.5714285714285714,1,0.4,0,0.5,0,100.0,1.5,3.0,1.5,I.Zubac,N,25.0
16,R.Barrett o5.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Indiana Pacers,1.0,0.6363636363636364,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,R.Barrett,Y,9.0
17,G.Antetokounmpo o11.5 Rebs,MJCLocks,Milwaukee Bucks,Houston Rockets,1.0,0.6666666666666666,1,0.8,1,0.7,1,-130.0,1.05,1.857692307692308,0.8076923076923077,G.Antetokounmpo,Y,13.0
18,G.Antetokounmpo o15.5 Rebs,MJCLocks,Milwaukee Bucks,Houston Rockets,1.0,0.1666666666666666,0,0.0,0,0.2,0,410.0,0.25,1.275,1.025,G.Antetokounmpo,N,13.0
