,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,G.Dick o2.5 3pt M,TopShelfAction,Toronto Raptors,Houston Rockets,1.0,0.5217391304347826,1,0.8,1,0.7,1,120.0,0.5,1.1,0.6000000000000001,G.Dick,N,2.0
1,Y.Missi o20.5 Pts+Rebs+Ast,Rotowire Sleeper,New Orleans Pelicans,Denver Nuggets,1.0,0.3214285714285714,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,Y.Missi,Y,31.0
2,Y.Missi o9.5 Rebs,Rotowire Prizepicks,New Orleans Pelicans,Denver Nuggets,1.0,0.4285714285714285,0,0.8,1,0.7,1,100.0,1.5,3.0,1.5,Y.Missi,N,9.0
3,D.Murray o13.5 Rebs+Ast,Rotowire Prizepicks,New Orleans Pelicans,Denver Nuggets,1.0,0.5833333333333334,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,D.Murray,Y,23.0
4,P.Siakam o20.5 Pts,TopShelfAction,Indiana Pacers,Sacramento Kings,0.0,0.5714285714285714,1,0.8,1,0.6,1,100.0,0.5,1.0,0.5,P.Siakam,N,19.0
5,J.Mogbo o6.5 Rebs,Rotowire Prizepicks,Toronto Raptors,Houston Rockets,1.0,0.25,0,0.6,1,0.4,0,100.0,1.5,3.0,1.5,J.Mogbo,N,3.0
6,O.Agbaji o9.5 Pts,TopShelfAction,Toronto Raptors,Houston Rockets,1.0,0.6071428571428571,1,0.6,1,0.6,1,105.0,0.5,1.025,0.5249999999999999,O.Agbaji,Y,15.0
7,M.Monk u16.5 Pts,TopShelfAction,Sacramento Kings,Indiana Pacers,1.0,0.5,0,0.6,1,0.3,0,110.0,0.5,1.05,0.55,M.Monk,Y,14.0
8,K.Olynyk o5.5 Pts,Rotowire Sleeper,Toronto Raptors,Houston Rockets,1.0,0.8,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,K.Olynyk,Y,8.0
9,H.Jones o17.5 Pts+Rebs+Ast,Rotowire Prizepicks,New Orleans Pelicans,Denver Nuggets,1.0,0.4545454545454545,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,H.Jones,Y,20.0
10,H.Jones o15.5 Pts+Rebs,Rotowire Prizepicks,New Orleans Pelicans,Denver Nuggets,1.0,0.3636363636363636,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,H.Jones,N,14.0
11,S.Barnes u27.5 Pts+Ast,JoeDellera,Toronto Raptors,Houston Rockets,1.0,0.5333333333333333,1,0.6,1,0.5,0,-125.0,1.0,1.8,0.8,S.Barnes,Y,10.0
12,J.Murray u5.5 Ast,TopShelfAction,Denver Nuggets,New Orleans Pelicans,0.0,0.3,0,0.2,0,0.2,0,140.0,0.5,1.2,0.7,J.Murray,Y,4.0
13,N.Jokic o20.5 Rebs+Ast,JoeDellera,Denver Nuggets,New Orleans Pelicans,0.0,0.6818181818181818,1,0.6,1,0.5,0,-129.0,1.0,1.7751937984496124,0.7751937984496124,N.Jokic,Y,23.0
14,D.Brooks o13.5 Pts,Rotowire Prizepicks,Houston Rockets,Toronto Raptors,0.0,0.5555555555555556,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,D.Brooks,Y,27.0
15,K.Olynyk o6.5 Pts,Rotowire Sleeper,Toronto Raptors,Houston Rockets,1.0,0.6,1,0.6,1,0.6,1,100.0,1.5,3.0,1.5,K.Olynyk,Y,8.0
16,C.McCollum u19.5 Pts,TopShelfAction,New Orleans Pelicans,Denver Nuggets,1.0,0.5,0,0.8,1,0.6,1,114.0,0.5,1.0699999999999998,0.5699999999999998,C.McCollum,N,24.0
17,D.Murray o5.5 Rebs,TopShelfAction,New Orleans Pelicans,Denver Nuggets,1.0,0.6666666666666666,1,0.8,1,0.7,1,105.0,0.5,1.025,0.5249999999999999,D.Murray,Y,8.0
18,F.VanVleet o6.5 Ast,TopShelfAction,Houston Rockets,Toronto Raptors,0.0,0.44,0,0.6,1,0.5,0,126.0,0.5,1.13,0.6299999999999999,F.VanVleet,N,5.0
19,G.Dick o20.5 Pts+Rebs+Ast,Rotowire Prizepicks,Toronto Raptors,Houston Rockets,1.0,0.5652173913043478,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,G.Dick,Y,22.0
20,O.Toppin u1.5 3pt M,TopShelfAction,Indiana Pacers,Sacramento Kings,0.0,0.5925925925925926,1,0.0,0,0.3,0,100.0,0.5,1.0,0.5,O.Toppin,Y,1.0
21,T.Haliburton u8.5 Ast,TopShelfAction,Indiana Pacers,Sacramento Kings,0.0,0.4642857142857143,0,0.4,0,0.6,1,-110.0,0.5,0.9545454545454546,0.4545454545454546,T.Haliburton,Y,8.0
22,P.Siakam o8.5 Rebs,TopShelfAction,Indiana Pacers,Sacramento Kings,0.0,0.2142857142857142,0,0.4,0,0.3,0,158.0,0.5,1.29,0.79,P.Siakam,Y,10.0
23,N.Jokic o50.5 Pts+Rebs+Ast,the_degenerates,Denver Nuggets,New Orleans Pelicans,0.0,0.6818181818181818,1,0.4,0,0.5,0,-120.0,1.2,2.2,1.0000000000000002,N.Jokic,N,50.0
24,D.Sabonis o33.5 Pts+Rebs,Rotowire Prizepicks,Sacramento Kings,Indiana Pacers,1.0,0.5555555555555556,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,D.Sabonis,Y,38.0
