,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,W.Kessler o19.5 Pts+Rebs,FirefighterBets,Utah Jazz,Los Angeles Lakers,0.0,0.7,1,0.8,1,0.8,1,-125.0,1.0,1.8,0.8,W.Kessler,Y,25.0
1,I.Collier o7.5 Ast,GDAWG5000,Utah Jazz,Los Angeles Lakers,0.0,0.3255813953488372,0,0.8,1,0.7,1,-125.0,0.63,1.134,0.5040000000000001,I.Collier,Y,10.0
2,L.James o7.5 Ast,TopShelfAction,Los Angeles Lakers,Utah Jazz,1.0,0.7391304347826086,1,1.0,1,0.9,1,100.0,1.1,2.2,1.1,L.James,Y,8.0
3,A.Reaves o15.5 Pts,JoeDellera,Los Angeles Lakers,Utah Jazz,1.0,0.6888888888888889,1,1.0,1,0.9,1,-128.0,1.0,1.78125,0.78125,A.Reaves,Y,22.0
4,I.Collier o7.5 Ast,TheBMatt,Utah Jazz,Los Angeles Lakers,0.0,0.3255813953488372,0,0.8,1,0.7,1,-125.0,1.25,2.25,1.0,I.Collier,Y,10.0
5,I.Collier o10.5 Rebs+Ast,ThePropfessor_,Utah Jazz,Los Angeles Lakers,0.0,0.3953488372093023,0,0.8,1,0.6,1,-120.0,1.2,2.2,1.0000000000000002,I.Collier,Y,14.0
6,C.Paul o3.5 Rebs,rsura_,San Antonio Spurs,Washington Wizards,0.0,0.6,1,0.6,1,0.6,1,-102.0,1.02,2.02,1.0,C.Paul,Y,5.0
7,V.Wembanyama o40.5 Pts+Rebs+Ast,LinesAtLunch,San Antonio Spurs,Washington Wizards,0.0,0.4090909090909091,0,0.4,0,0.3,0,-108.0,1.08,2.08,1.0,V.Wembanyama,Y,50.0
8,D.Vassell o15.5 Pts,FirefighterBets,San Antonio Spurs,Washington Wizards,0.0,0.5428571428571428,1,0.6,1,0.6,1,-115.0,1.0,1.869565217391304,0.8695652173913042,D.Vassell,N,7.0
9,J.Poole o5.5 Ast,TopShelfAction,Washington Wizards,San Antonio Spurs,1.0,0.4,0,0.6,1,0.6,1,140.0,1.4,3.36,1.96,J.Poole,N,4.0
10,B.Coulibaly u5.5 Rebs,TopShelfAction,Washington Wizards,San Antonio Spurs,1.0,0.5625,1,0.4,0,0.7,1,-110.0,0.9,1.7181818181818185,0.8181818181818182,B.Coulibaly,Y,3.0
11,P.Banchero o35.5 Pts+Rebs+Ast,sandyplashkes,Orlando Magic,Atlanta Hawks,1.0,0.3,0,0.0,0,0.2,0,-110.0,1.1,2.1,1.0,P.Banchero,Y,41.0
12,F.Wagner o4.5 Ast,TopShelfAction,Orlando Magic,Atlanta Hawks,1.0,0.6470588235294118,1,0.4,0,0.4,0,-105.0,0.73,1.4252380952380952,0.6952380952380952,F.Wagner,N,3.0
13,D.Daniels o4.5 Ast,TopShelfAction,Atlanta Hawks,Orlando Magic,0.0,0.3125,0,0.6,1,0.7,1,140.0,0.6,1.44,0.84,D.Daniels,N,4.0
14,D.Mitchell o28.5 Pts+Ast,FirefighterBets_duplicate,Cleveland Cavaliers,Minnesota Timberwolves,1.0,0.5102040816326531,1,0.8,1,0.7,1,-115.0,1.0,1.869565217391304,0.8695652173913042,D.Mitchell,Y,31.0
15,M.Bridges o3.5 Ast,rsura__duplicate,Charlotte Hornets,Brooklyn Nets,0.0,0.4444444444444444,0,0.4,0,0.5,0,-130.0,1.3,2.3,0.9999999999999998,M.Bridges,N,3.0
16,N.Claxton u2.5 Ast,CamIsMoney18,Brooklyn Nets,Charlotte Hornets,1.0,0.6666666666666666,1,1.0,1,0.9,1,-124.0,1.0,1.806451612903225,0.8064516129032258,N.Claxton,Y,1.0
17,A.Caruso o10.5 Pts+Rebs+Ast,MJCLocks,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.5483870967741935,1,0.4,0,0.7,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,A.Caruso,Y,19.0
18,S.Gilgeous-Alexander u32.5 Pts,LinesAtLunch,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.58,1,0.6,1,0.5,0,-128.0,1.28,2.28,1.0000000000000002,S.Gilgeous-Alexander,Y,31.0
19,S.Gilgeous-Alexander u43.5 Pts+Rebs+Ast,CamIsMoney18,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.54,1,0.6,1,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,S.Gilgeous-Alexander,Y,34.0
20,B.Hield o14.5 Pts,RoyalsProps,Golden State Warriors,Milwaukee Bucks,0.0,0.3076923076923077,0,0.2,0,0.2,0,100.0,1.0,2.0,1.0,B.Hield,Y,16.0
