,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct,Actual Value
0,J.Williams o26.5 Pts+Rebs,JoeDellera,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.5454545454545454,1,0.6,1,0.6,1,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Williams,Y,37.0
1,Y.Missi o7.5 Rebs+Ast,kylemurray03,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.6363636363636364,1,0.6,1,0.6,1,-133.0,1.33,2.33,1.0,Y.Missi,Y,12.0
2,S.Gilgeous-Alexander o28.5 Pts,kylemurray03,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.3636363636363636,0,0.4,0,0.4,0,-110.0,1.1,2.1,1.0,S.Gilgeous-Alexander,Y,29.0
3,T.Murphy o12.5 Pts,ThePropfessor_,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.0,0,0.0,0,0.0,0,-125.0,1.25,2.25,1.0,T.Murphy,Y,14.0
4,C.Thomas o22.5 Pts,sandyplashkes,Brooklyn Nets,Boston Celtics,1.0,0.5454545454545454,1,0.2,0,0.5,0,-112.0,1.12,2.12,1.0,C.Thomas,N,17.0
5,N.Queta o6.5 Rebs,kylemurray03,Boston Celtics,Brooklyn Nets,0.0,0.5454545454545454,1,0.8,1,0.6,1,-125.0,1.25,2.25,1.0,N.Queta,N,1.0
6,J.Brunson o36.5 Pts+Rebs+Ast,LinesAtLunch,New York Knicks,Chicago Bulls,1.0,0.3,0,0.4,0,0.3,0,-120.0,1.2,2.2,1.0000000000000002,J.Brunson,N,1.0
7,J.Brunson o36.5 Pts+Rebs+Ast,sandyplashkes,New York Knicks,Chicago Bulls,1.0,0.3,0,0.4,0,0.3,0,-120.0,1.2,2.2,1.0000000000000002,J.Brunson,N,1.0
8,J.Brunson o25.5 Pts,kylemurray03,New York Knicks,Chicago Bulls,1.0,0.4,0,0.4,0,0.4,0,-125.0,1.25,2.25,1.0,J.Brunson,N,24.0
9,N.Powell u21.5 Pts,LinesAtLunch,Los Angeles Clippers,Houston Rockets,0.0,0.1818181818181818,0,0.0,0,0.1,0,-116.0,1.16,2.16,0.9999999999999998,N.Powell,Y,13.0
10,N.Powell u21.5 Pts,sandyplashkes,Los Angeles Clippers,Houston Rockets,0.0,0.1818181818181818,0,0.0,0,0.1,0,-116.0,1.16,2.16,0.9999999999999998,N.Powell,Y,13.0
11,J.Poole u5.5 Ast,kylemurray03,Washington Wizards,San Antonio Spurs,0.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-125.0,1.25,2.25,1.0,J.Poole,N,6.0
12,V.Wembanyama o4.5 Stl+Blk,kylemurray03,San Antonio Spurs,Washington Wizards,1.0,0.3636363636363636,0,0.6,1,0.4,0,-110.0,1.1,2.1,1.0,V.Wembanyama,N,4.0
13,L.James o8.5 Ast,JoeDellera,Los Angeles Lakers,Memphis Grizzlies,1.0,0.5,0,0.8,1,0.5,0,-115.0,1.0,1.869565217391304,0.8695652173913042,L.James,Y,14.0
14,J.Jackson o22.5 Pts,kylemurray03,Memphis Grizzlies,Los Angeles Lakers,0.0,0.3333333333333333,0,0.4,0,0.3333333333333333,0,-118.0,1.18,2.18,0.9999999999999998,J.Jackson,Y,29.0
15,K.Huerter o11.5 Pts+Ast,MJCLocks,Sacramento Kings,Phoenix Suns,1.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,-115.0,1.15,2.1499999999999995,0.9999999999999996,K.Huerter,Y,27.0
16,D.Booker o6.5 Ast,kylemurray03,Phoenix Suns,Sacramento Kings,0.0,0.4545454545454545,0,0.6,1,0.5,0,-110.0,1.1,2.1,1.0,D.Booker,N,5.0
17,B.Mathurin o18.5 Pts,JoeDellera,Indiana Pacers,Orlando Magic,0.0,0.7,1,0.8,1,0.7,1,-110.0,1.0,1.9090909090909087,0.9090909090909092,B.Mathurin,Y,23.0
18,T.Murphy o17.5 Pts+Rebs,Rotowire Sleeper,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.0,0,0.0,0,0.0,0,100.0,1.5,3.0,1.5,T.Murphy,N,16.0
19,T.Murphy o12.5 Pts,Rotowire Sleeper,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.0,0,0.0,0,0.0,0,100.0,1.5,3.0,1.5,T.Murphy,Y,14.0
20,A.Dosunmu o13.5 Pts+Ast,Rotowire Prizepicks,Chicago Bulls,New York Knicks,0.0,0.5454545454545454,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,A.Dosunmu,Y,22.0
21,J.Holiday o14.5 Pts+Ast,Rotowire Prizepicks,Boston Celtics,Brooklyn Nets,0.0,0.6666666666666666,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,J.Holiday,Y,20.0
22,D.Fox o23.5 Pts,Rotowire Prizepicks,Sacramento Kings,Phoenix Suns,1.0,0.6363636363636364,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,D.Fox,Y,29.0
23,J.Allen o11.5 Pts,Rotowire Sleeper,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.75,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Allen,N,11.0
24,E.Mobley u28.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.75,1,0.8,1,0.8,1,100.0,1.5,3.0,1.5,E.Mobley,Y,21.0
25,D.Booker u39.5 Pts+Rebs+Ast,Rotowire Prizepicks,Phoenix Suns,Sacramento Kings,0.0,0.8181818181818182,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,D.Booker,Y,21.0
26,D.Fox o24.5 Pts,RoyalsProps,Sacramento Kings,Phoenix Suns,1.0,0.3636363636363636,0,0.4,0,0.4,0,100.0,1.5,3.0,1.5,D.Fox,Y,29.0
27,J.Harden u31.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Houston Rockets,0.0,0.6363636363636364,1,1.0,1,0.7,1,100.0,1.5,3.0,1.5,J.Harden,Y,26.0
28,K.Towns o24.5 Pts,RoyalsProps,New York Knicks,Chicago Bulls,1.0,0.4,0,0.6,1,0.4,0,-113.0,1.13,2.13,1.0,K.Towns,Y,46.0
29,V.Wembanyama u12.5 Rebs,gneiffer07,San Antonio Spurs,Washington Wizards,1.0,0.6363636363636364,1,0.4,0,0.6,1,-109.0,1.09,2.0900000000000003,1.0000000000000002,V.Wembanyama,Y,6.0
30,S.Pippen u13.5 Pts,GDAWG5000,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-117.0,0.58,1.0757264957264956,0.4957264957264956,S.Pippen,N,15.0
31,S.Pippen u13.5 Pts,PropBomb,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.4,0,0.5,0,-110.0,1.1,2.1,1.0,S.Pippen,N,15.0
32,C.Cunningham u34.5 Pts+Ast,Rotowire Prizepicks,Detroit Pistons,Milwaukee Bucks,0.0,0.6666666666666666,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,C.Cunningham,N,46.0
33,C.Cunningham u25.5 Pts,Rotowire Prizepicks,Detroit Pistons,Milwaukee Bucks,0.0,0.75,1,0.8,1,0.9,1,100.0,1.5,3.0,1.5,C.Cunningham,N,35.0
34,T.Harris o21.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.4166666666666667,0,0.6,1,0.5,0,100.0,1.5,3.0,1.5,T.Harris,N,18.0
35,J.Duren o19.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.5,0,0.4,0,0.5,0,100.0,1.5,3.0,1.5,J.Duren,N,18.0
36,J.Harden u37.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Houston Rockets,0.0,0.5454545454545454,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,J.Harden,N,18.0
37,D.Jones o12.5 Pts+Rebs+Ast,Markus_Markets,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.1,0,0.0,0,0.1,0,-115.0,1.0,1.869565217391304,0.8695652173913042,D.Jones,N,18.0
38,G.Antetokounmpo o6.5 Ast,MillyProps,Milwaukee Bucks,Detroit Pistons,1.0,0.4,0,0.4,0,0.4,0,-135.0,1.0,1.7407407407407407,0.7407407407407407,G.Antetokounmpo,Y,7.0
39,Y.Missi o6.5 Rebs,HPBasketball,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.4545454545454545,0,0.4,0,0.4,0,105.0,1.1,2.255,1.1549999999999998,Y.Missi,Y,10.0
40,C.White o4.5 Ast,JBBets1,Chicago Bulls,New York Knicks,0.0,0.7272727272727273,1,1.0,1,0.7,1,-113.0,1.0,1.8849557522123888,0.8849557522123894,C.White,N,4.0
41,C.Cunningham o14.5 Rebs+Ast,PlayerPropSavant,Detroit Pistons,Milwaukee Bucks,0.0,0.5,0,1.0,1,0.6,1,-125.0,1.25,2.25,1.0,C.Cunningham,Y,18.0
42,K.Towns u41.5 Pts+Rebs+Ast,Rotowire Prizepicks,New York Knicks,Chicago Bulls,1.0,0.7,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,K.Towns,Y,18.0
43,J.Poole u8.5 Rebs+Ast,allanlemdfs,Washington Wizards,San Antonio Spurs,0.0,0.7777777777777778,1,0.8,1,0.7777777777777778,1,-125.0,1.25,2.25,1.0,J.Poole,Y,8.0
44,G.Antetokounmpo o6.5 Ast,MJCLocks,Milwaukee Bucks,Detroit Pistons,1.0,0.4,0,0.4,0,0.4,0,-142.0,1.0,1.704225352112676,0.704225352112676,G.Antetokounmpo,Y,7.0
45,N.Reid o16.5 Pts+Rebs,Rotowire Sleeper,Minnesota Timberwolves,Portland Trail Blazers,0.0,0.6363636363636364,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,N.Reid,Y,18.0
