Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
J.Williams o26.5 Pts+Rebs,JoeDellera,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.5454545454545454,1,0.6,1,0.6,1,-120,1.0,1.8333333333333333,0.8333333333333335,J.Williams
E.Mobley u28.5 Pts+Rebs,Rotowire Prizepicks,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.75,1,0.8,1,0.8,1,100,1.5,3.0,1.5,E.Mobley
T.Harris o21.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.4166666666666667,0,0.6,1,0.5,0,100,1.5,3.0,1.5,T.Harris
J.Duren o19.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Milwaukee Bucks,0.0,0.5,0,0.4,0,0.5,0,100,1.5,3.0,1.5,J.Duren
N.Reid o16.5 Pts+Rebs,Rotowire Sleeper,Minnesota Timberwolves,Portland Trail Blazers,0.0,0.6363636363636364,1,0.8,1,0.7,1,100,1.5,3.0,1.5,N.Reid
I.Zubac o26.5 Pts+Rebs,the_degenerates,Los Angeles Clippers,Houston Rockets,0.0,0.6363636363636364,1,0.6,1,0.6,1,-122,1.22,2.22,1.0000000000000002,I.Zubac
D.Sabonis o32.5 Pts+Rebs,the_degenerates,Sacramento Kings,Phoenix Suns,1.0,0.4545454545454545,0,0.4,0,0.5,0,-118,1.18,2.18,0.9999999999999998,D.Sabonis
M.McBride o12.5 Pts+Rebs,Markus_Markets,New York Knicks,Chicago Bulls,1.0,0.7,1,0.6,1,0.7,1,-115,1.0,1.869565217391304,0.8695652173913042,M.McBride
G.Bitadze o16.5 Pts+Rebs,CeeJPicks,Orlando Magic,Indiana Pacers,1.0,0.5,0,0.8,1,0.5,0,-125,1.25,2.25,1.0,G.Bitadze
G.Antetokounmpo o44.5 Pts+Rebs,Rotowire Sleeper,Milwaukee Bucks,Detroit Pistons,1.0,0.5,0,0.6,1,0.5,0,100,1.5,3.0,1.5,G.Antetokounmpo
N.Reid o18.5 Pts+Rebs,Rotowire Prizepicks,Minnesota Timberwolves,Portland Trail Blazers,0.0,0.5454545454545454,1,0.6,1,0.6,1,100,1.5,3.0,1.5,N.Reid
K.Huerter o13.5 Pts+Rebs,Rotowire Sleeper,Sacramento Kings,Phoenix Suns,1.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,100,1.5,3.0,1.5,K.Huerter
D.Avdija o15.5 Pts+Rebs,Rotowire Prizepicks,Portland Trail Blazers,Minnesota Timberwolves,1.0,0.5,0,0.4,0,0.5,0,100,1.5,3.0,1.5,D.Avdija
Z.Edey o16.5 Pts+Rebs,Rotowire Prizepicks,Memphis Grizzlies,Los Angeles Lakers,0.0,0.5454545454545454,1,0.8,1,0.6,1,100,1.5,3.0,1.5,Z.Edey
