,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,7,14,N.Claxton o2.5 Blk,SBK5065,-125,0.5,0.9,0,Brooklyn Nets,N.Claxton,Oklahoma City Thunder,1.0,0.4
1,8,15,N.Claxton o2.5 Blk,JoeDellera,-125,0.4,0.7200000000000001,0,Brooklyn Nets,N.Claxton,Oklahoma City Thunder,1.0,0.32
2,12,19,C.Wood o1.5 Blk,SBK5065,-105,0.53,1.0347619047619048,0,Dallas Mavericks,C.Wood,Portland Trail Blazers,0.0,0.5047619047619047
3,13,20,C.Wood o1.5 Blk,JoeDellera,-105,0.5,0.9761904761904762,0,Dallas Mavericks,C.Wood,Portland Trail Blazers,0.0,0.4761904761904761
