,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
5,5,M.Conley o20.5 Pts+Ast,Minnesota Timberwolves,PropBetGuy,-118,1.77,3.27,0,M.Conley,Oklahoma City Thunder,1,1.5,,,,,,
1,5,M.Conley o20.5 Pts+Ast,Minnesota Timberwolves,PropBetGuy,-118,1.77,3.27,0,M.Conley,Oklahoma City Thunder,1,1.5,0.36,0.0,0.6,1.0,0.4,0.0
