Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
K.Towns u25.5 Pts,therocketplays,New York Knicks,Charlotte Hornets,0.0,0.5294117647058824,1,0.6,1,0.4,0,-125,1.25,2.25,1.0,K.Towns
J.Harden u22.5 Pts,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.6,1,0.4,0,0.7,1,100,1.5,3.0,1.5,J.Harden
L.James o21.5 Pts,sandyplashkes,Los Angeles Lakers,Oklahoma City Thunder,1.0,0.3888888888888889,0,0.4,0,0.3,0,-114,1.14,2.14,0.9999999999999998,L.James
C.Cunningham o21.5 Pts,Markus_Markets,Detroit Pistons,Indiana Pacers,0.0,0.5882352941176471,1,0.6,1,0.5,0,-125,1.0,1.8,0.8,C.Cunningham
D.Fox o28.5 Pts,RoyalsProps,Sacramento Kings,Portland Trail Blazers,0.0,0.3684210526315789,0,0.4,0,0.5,0,-113,1.13,2.13,1.0,D.Fox
A.Davis o25.5 Pts,gneiffer07,Los Angeles Lakers,Oklahoma City Thunder,1.0,0.6470588235294118,1,0.4,0,0.5,0,-110,1.1,2.1,1.0,A.Davis
R.Gobert o9.5 Pts,Rotowire Sleeper,Minnesota Timberwolves,Los Angeles Clippers,1.0,0.5555555555555556,1,0.6,1,0.5,0,100,1.5,3.0,1.5,R.Gobert
C.Cunningham u23.5 Pts,Rotowire Prizepicks,Detroit Pistons,Indiana Pacers,0.0,0.5882352941176471,1,0.4,0,0.6,1,100,1.5,3.0,1.5,C.Cunningham
A.Horford u8.5 Pts,itsbucketsnba,Boston Celtics,Chicago Bulls,0.0,0.3571428571428571,0,0.4,0,0.4,0,-127,1.0,1.7874015748031495,0.7874015748031495,A.Horford
D.Ayton o15.5 Pts,itsbucketsnba,Portland Trail Blazers,Sacramento Kings,1.0,0.4166666666666667,0,0.6,1,0.5,0,-107,1.0,1.9345794392523368,0.9345794392523366,D.Ayton
A.Horford o7.5 Pts,Rotowire Prizepicks,Boston Celtics,Chicago Bulls,0.0,0.8571428571428571,1,1.0,1,0.9,1,100,1.5,3.0,1.5,A.Horford
