Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
J.Holiday o18.5 Pts+Rebs+Ast,JoeDellera,Boston Celtics,Chicago Bulls,0.0,0.6470588235294118,1,0.6,1,0.7,1,-125.0,1.0,1.8,0.8,J.Holiday
J.Ivey o28.5 Pts+Rebs+Ast,Mjaybrxd,Detroit Pistons,Indiana Pacers,0.0,0.4210526315789473,0,0.2,0,0.3,0,-120.0,1.0,1.8333333333333333,0.8333333333333335,J.Ivey
N.Powell o22.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.8,1,0.6,1,0.8,1,100.0,1.5,3.0,1.5,N.Powell
D.White o24.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Chicago Bulls,0.0,0.7222222222222222,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.White
J.Holiday o19.5 Pts+Rebs+Ast,Rotowire Prizepicks,Boston Celtics,Chicago Bulls,0.0,0.6470588235294118,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,J.Holiday
I.Zubac o27.5 Pts+Rebs+Ast,Rotowire Prizepicks,Los Angeles Clippers,Minnesota Timberwolves,0.0,0.7,1,1.0,1,0.8,1,100.0,1.5,3.0,1.5,I.Zubac
J.Morant o31.5 Pts+Rebs+Ast,sandyplashkes,Memphis Grizzlies,New Orleans Pelicans,1.0,0.6666666666666666,1,0.8,1,0.6666666666666666,1,-118.0,1.18,2.18,0.9999999999999998,J.Morant
N.Vucevic o31.5 Pts+Rebs+Ast,Rotowire Sleeper,Chicago Bulls,Boston Celtics,1.0,0.75,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,N.Vucevic
D.White o24.5 Pts+Rebs+Ast,Rotowire Sleeper,Boston Celtics,Chicago Bulls,0.0,0.7222222222222222,1,0.8,1,0.7,1,100.0,1.5,3.0,1.5,D.White
R.Gobert o22.5 Pts+Rebs+Ast,Rotowire Sleeper,Minnesota Timberwolves,Los Angeles Clippers,1.0,0.5555555555555556,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,R.Gobert
B.Simmons u20.5 Pts+Rebs+Ast,allanlemdfs,Brooklyn Nets,Orlando Magic,1.0,0.6428571428571429,1,0.6,1,0.5,0,-113.0,1.13,2.13,1.0,B.Simmons
D.Murray o25.5 Pts+Rebs+Ast,gneiffer07,New Orleans Pelicans,Memphis Grizzlies,0.0,0.5,0,0.5,0,0.5,0,-125.0,1.25,2.25,1.0,D.Murray
