,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,39,39,39,J.Valanciunas u26.5 Pts+Rebs+Ast,SBK5065,-120,0.6,1.1,8.4506,New Orleans Pelicans,J.Valanciunas,Phoenix Suns,1,0.5000000000000001
