,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
5,5,O.Okongwu o14.5 Pts+Rebs,Atlanta Hawks,SBK5065,-120,0.6,1.1,0,O.Okongwu,Boston Celtics,0,0.5000000000000001,0.6172839506172839,1.0,0.8,1.0,0.9,1.0
5,5,O.Okongwu o14.5 Pts+Rebs,Atlanta Hawks,SBK5065,-120,0.6,1.1,0,O.Okongwu,Boston Celtics,0,0.5000000000000001,,,,,,
