,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,3.0,3,3,B.Lopez o1.5 3pt M,SBK5065,-130,0.65,1.15,0,Milwaukee Bucks,B.Lopez,New Orleans Pelicans,1,0.4999999999999999,0.5918367346938775,1.0,0.6,1.0,0.8,1.0
3,6.0,6,6,B.Lopez o1.5 3pt M,JoeDellera,-130,0.75,1.3269230769230769,0,Milwaukee Bucks,B.Lopez,New Orleans Pelicans,1,0.5769230769230769,0.5918367346938775,1.0,0.6,1.0,0.8,1.0
3,,3,3,B.Lopez o1.5 3pt M,SBK5065,-130,0.65,1.15,0,Milwaukee Bucks,B.Lopez,New Orleans Pelicans,1,0.4999999999999999,,,,,,
4,,4,4,J.Valanciunas o0.5 3pt M,SBK5065,-115,0.58,1.0843478260869563,0,New Orleans Pelicans,J.Valanciunas,Milwaukee Bucks,0,0.5043478260869564,,,,,,
5,,5,5,J.Valanciunas o0.5 3pt M,JoeDellera,-115,0.75,1.402173913043478,0,New Orleans Pelicans,J.Valanciunas,Milwaukee Bucks,0,0.652173913043478,,,,,,
6,,6,6,B.Lopez o1.5 3pt M,JoeDellera,-130,0.75,1.3269230769230769,0,Milwaukee Bucks,B.Lopez,New Orleans Pelicans,1,0.5769230769230769,,,,,,
7,,7,7,P.Washington o1.5 3pt M,SBK5065,-125,0.5,0.9,0,Charlotte Hornets,P.Washington,Miami Heat,1,0.4,,,,,,
8,,8,8,L.Ball o3.5 3pt M,JoeDellera,-115,0.43,0.8039130434782608,0,Charlotte Hornets,L.Ball,Miami Heat,1,0.3739130434782607,,,,,,
