,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,3,3,3,T.Haliburton o33.5 Pts+Rebs+Ast,JoeDellera,-120,0.5,0.9166666666666669,2.5023,Indiana Pacers,T.Haliburton,Miami Heat,1,0.4166666666666668
