Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
E.Mobley o18.5 Pts+Ast,Rotowire Sleeper,Cleveland Cavaliers,Philadelphia 76ers,1.0,0.6153846153846154,1,0.8,1,0.7,1,100,1.5,3.0,1.5,E.Mobley
N.Powell o23.5 Pts+Ast,Rotowire Sleeper,Los Angeles Clippers,Dallas Mavericks,0.0,0.6190476190476191,1,0.6,1,0.4,0,100,1.5,3.0,1.5,N.Powell
I.Zubac o16.5 Pts+Ast,Rotowire Prizepicks,Los Angeles Clippers,Dallas Mavericks,0.0,0.6428571428571429,1,0.8,1,0.7,1,100,1.5,3.0,1.5,I.Zubac
T.Murphy o18.5 Pts+Ast,Rotowire Sleeper,New Orleans Pelicans,New York Knicks,1.0,0.6666666666666666,1,0.6,1,0.7,1,100,1.5,3.0,1.5,T.Murphy
B.Simmons o16.5 Pts+Ast,PropBomb,Brooklyn Nets,Utah Jazz,1.0,0.238095238095238,0,0.4,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996,B.Simmons
K.Oubre o14.5 Pts+Ast,Rotowire Sleeper,Philadelphia 76ers,Cleveland Cavaliers,0.0,0.4,0,0.6,1,0.6,1,100,1.5,3.0,1.5,K.Oubre
T.Murphy o18.5 Pts+Ast,Rotowire Prizepicks,New Orleans Pelicans,New York Knicks,1.0,0.6666666666666666,1,0.6,1,0.7,1,100,1.5,3.0,1.5,T.Murphy
J.Ivey o16.5 Pts+Ast,Rotowire Sleeper,Detroit Pistons,Phoenix Suns,0.0,0.76,1,0.4,0,0.6,1,100,1.5,3.0,1.5,J.Ivey
J.Jaquez o12.5 Pts+Ast,Rotowire Prizepicks,Miami Heat,Orlando Magic,0.0,0.2857142857142857,0,0.2,0,0.3,0,100,1.5,3.0,1.5,J.Jaquez
J.Hart o16.5 Pts+Ast,Rotowire Prizepicks,New York Knicks,New Orleans Pelicans,0.0,0.7692307692307693,1,0.8,1,0.7,1,100,1.5,3.0,1.5,J.Hart
J.Jackson o21.5 Pts+Ast,Rotowire Prizepicks,Memphis Grizzlies,Atlanta Hawks,0.0,0.6538461538461539,1,1.0,1,0.7,1,100,1.5,3.0,1.5,J.Jackson
C.Carrington o10.5 Pts+Ast,Rotowire Prizepicks,Washington Wizards,Milwaukee Bucks,0.0,0.64,1,0.4,0,0.5,0,100,1.5,3.0,1.5,C.Carrington
