,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,3,3,4,N.Claxton o2.5 Blk,JoeDellera,125,0.25,0.5625,0,Brooklyn Nets,N.Claxton,Miami Heat,0.0,0.3125
1,14,14,15,C.Wood o1.5 Blk,JoeDellera,-120,1.0,1.8333333333333333,0,Dallas Mavericks,C.Wood,Oklahoma City Thunder,0.0,0.8333333333333333
