Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name
S.Gilgeous-Alexander u32.5 Pts,LinesAtLunch,Oklahoma City Thunder,New Orleans Pelicans,1.0,0.58,1,0.6,1,0.5,0,-128,1.28,2.28,1.0000000000000002,S.Gilgeous-Alexander
B.Hield o14.5 Pts,RoyalsProps,Golden State Warriors,Milwaukee Bucks,0.0,0.3076923076923077,0,0.2,0,0.2,0,100,1.0,2.0,1.0,B.Hield
C.McCollum u21.5 Pts,LinesAtLunch,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.4358974358974359,0,0.4,0,0.3,0,-124,1.24,2.24,0.9999999999999998,C.McCollum
C.McCollum u21.5 Pts,sandyplashkes,New Orleans Pelicans,Oklahoma City Thunder,0.0,0.4358974358974359,0,0.4,0,0.3,0,-124,1.24,2.24,0.9999999999999998,C.McCollum
R.Holmes u10.5 Pts,gneiffer07,Washington Wizards,San Antonio Spurs,1.0,0.9333333333333332,1,0.8,1,0.9,1,-115,1.15,2.1499999999999995,0.9999999999999996,R.Holmes
D.White o16.5 Pts,JoeDellera,Boston Celtics,Miami Heat,0.0,0.54,1,0.6,1,0.6,1,-130,1.0,1.7692307692307692,0.7692307692307692,D.White
P.Banchero o23.5 Pts,TopShelfAction,Orlando Magic,Atlanta Hawks,1.0,0.3,0,0.0,0,0.2,0,105,0.67,1.3735,0.7034999999999999,P.Banchero
J.Butler u20.5 Pts,JCBetsNFL_duplicate,Washington Wizards,San Antonio Spurs,1.0,0.96875,1,1.0,1,0.9,1,-104,1.04,2.04,1.0,J.Butler
J.Butler u20.5 Pts,JCBetsNFL_duplicate,Miami Heat,Boston Celtics,1.0,0.64,1,1.0,1,0.8,1,-104,1.04,2.04,1.0,J.Butler
P.Banchero o23.5 Pts,sandyplashkes,Orlando Magic,Atlanta Hawks,1.0,0.3,0,0.0,0,0.2,0,-120,1.2,2.2,1.0000000000000002,P.Banchero
M.Christie o12.5 Pts,FirefighterBets,Dallas Mavericks,Sacramento Kings,1.0,1.0,1,1.0,1,1.0,1,-120,1.0,1.8333333333333333,0.8333333333333335,M.Christie
D.Garland u19.5 Pts,itsbucketsnba,Cleveland Cavaliers,Minnesota Timberwolves,1.0,0.36,0,0.2,0,0.2,0,-105,1.0,1.9523809523809523,0.9523809523809524,D.Garland
N.Reid u18.5 Pts,TopShelfAction,Minnesota Timberwolves,Cleveland Cavaliers,0.0,0.75,1,0.4,0,0.6,1,102,1.4,2.828,1.428,N.Reid
P.Pritchard o12.5 Pts,Rotowire Sleeper,Boston Celtics,Miami Heat,0.0,0.5769230769230769,1,0.4,0,0.4,0,100,1.5,3.0,1.5,P.Pritchard
P.Banchero o22.5 Pts,rsura_,Orlando Magic,Atlanta Hawks,1.0,0.35,0,0.2,0,0.3,0,-115,1.15,2.1499999999999995,0.9999999999999996,P.Banchero
M.Moody u11.5 Pts,Rotowire Prizepicks,Golden State Warriors,Milwaukee Bucks,0.0,0.6363636363636364,1,0.4,0,0.4,0,100,1.5,3.0,1.5,M.Moody
J.Murray u21.5 Pts,Rotowire Prizepicks,Denver Nuggets,Portland Trail Blazers,1.0,0.6304347826086957,1,0.6,1,0.6,1,100,1.5,3.0,1.5,J.Murray
M.Christie o10.5 Pts,ThePropfessor_,Dallas Mavericks,Sacramento Kings,1.0,1.0,1,1.0,1,1.0,1,-125,1.25,2.25,1.0,M.Christie
J.Vanderbilt u5.5 Pts,Rotowire Prizepicks,Los Angeles Lakers,Utah Jazz,1.0,0.8571428571428571,1,0.8,1,0.8571428571428571,1,100,1.5,3.0,1.5,J.Vanderbilt
L.James u25.5 Pts,shadybiev,Los Angeles Lakers,Utah Jazz,1.0,0.5652173913043478,1,0.2,0,0.6,1,-120,2.4,4.4,2.0000000000000004,L.James
