,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,2,D.Schroder o2.5 Ast,Los Angeles Lakers,PropBomb,-135,1.35,2.35,0,D.Schroder,Golden State Warriors,0,1.0
1,5,J.Poole o2.5 Ast,Golden State Warriors,JoeDellera,106,0.5,1.03,0,J.Poole,Los Angeles Lakers,1,0.53
