,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,0,0,0,C.McCollum u27.5 Pts+Rebs+Ast,SBK5065,-106,0.53,1.03,2.5564,New Orleans Pelicans,C.McCollum,Phoenix Suns,1,0.5,,,,,,,,,
