,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
13,13,13,13,L.Dort u16.5 Pts+Ast,PropBetGuy,-125,1.0,1.8,0,Oklahoma City Thunder,L.Dort,Chicago Bulls,0,0.8,,,,,,,,,
4,4,13,13,L.Dort u16.5 Pts+Ast,PropBetGuy,-125,1.0,1.8,0,Oklahoma City Thunder,L.Dort,Chicago Bulls,0,0.8,4.0,13.0,13.0,0.5116279069767442,1.0,0.6,1.0,0.5,0.0
5,5,27,27,E.Gordon o15.5 Pts+Ast,SBK5065,-130,1.3,2.3,0,Houston Rockets,E.Gordon,Sacramento Kings,0,0.9999999999999998,5.0,27.0,27.0,0.3513513513513513,0.0,0.4,0.0,0.3,0.0
