,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,J.Carter o3.5 Ast,SBK5065,100,1.0,2.0,0.0,Milwaukee Bucks,J.Carter,Detroit Pistons,0.0,1.0,N,0.2,0,0.2,0,0.2,0
2,K.Hayes u22.5 Pts+Rebs+Ast,PropBetGuy,-102,1.02,2.02,9.7422,Detroit Pistons,K.Hayes,Milwaukee Bucks,1.0,1.0,Y,0.6666666666666666,1,0.6,1,0.6,1
5,K.Hayes u12.5 Pts,JoeDellera,-110,0.75,1.431818181818182,0.0,Detroit Pistons,K.Hayes,Milwaukee Bucks,1.0,0.6818181818181819,N,0.6811594202898551,1,0.4,0,0.5,0
7,C.Wood o14.5 Pts,SBK5065,-120,0.6,1.1,0.0,Dallas Mavericks,C.Wood,Indiana Pacers,0.0,0.5000000000000001,N,0.5714285714285714,1,0.4,0,0.4,0
8,C.Wood o14.5 Pts,PropBomb,-125,1.25,2.25,7.9031,Dallas Mavericks,C.Wood,Indiana Pacers,0.0,1.0,N,0.5714285714285714,1,0.4,0,0.4,0
9,K.Irving u41 Pts+Rebs+Ast,MikeRandle,-119,0.5,0.9201680672268908,-1.5,Dallas Mavericks,K.Irving,Indiana Pacers,0.0,0.4201680672268908,Y,0.625,1,0.8,1,0.6,1
10,J.Green o2.5 3pt M,GDAWG5000,115,0.5,1.075,-0.2837000000000003,Houston Rockets,J.Green,New York Knicks,0.0,0.575,N,0.45714285714285713,0,0.6,1,0.5,0
11,J.Green o2.5 3pt M,GreenDotDaily,110,1.0,2.1,2.1894,Houston Rockets,J.Green,New York Knicks,0.0,1.1,N,0.45714285714285713,0,0.6,1,0.5,0
12,D.Booker u5.5 Ast,SBK5065,100,0.55,1.1,13.6389,Phoenix Suns,D.Booker,Utah Jazz,0.0,0.55,Y,0.5833333333333334,1,1.0,1,0.9,1
13,D.Booker u5.5 Ast,JoeDellera,110,1.0,2.1,6.452399999999997,Phoenix Suns,D.Booker,Utah Jazz,0.0,1.1,Y,0.5833333333333334,1,1.0,1,0.9,1
14,D.Booker u5.5 Ast,GreenDotDaily,-110,1.0,1.9090909090909087,2.1894,Phoenix Suns,D.Booker,Utah Jazz,0.0,0.9090909090909092,Y,0.5833333333333334,1,1.0,1,0.9,1
15,R.Gobert o11.5 Rebs,SBK5065,-110,1.1,2.1,13.6389,Minnesota Timberwolves,R.Gobert,Sacramento Kings,0.0,1.0,Y,0.546875,1,0.8,1,0.6,1
16,K.Murray o2.5 3pt M,JoeDellera,-122,0.7,1.2737704918032786,6.452399999999997,Sacramento Kings,K.Murray,Minnesota Timberwolves,1.0,0.5737704918032787,N,0.4794520547945205,0,0.8,1,0.6,1
17,R.Gobert o11.5 Rebs,JoeDellera,-110,1.0,1.9090909090909087,0.0,Minnesota Timberwolves,R.Gobert,Sacramento Kings,0.0,0.9090909090909092,Y,0.546875,1,0.8,1,0.6,1
18,R.Gobert o13.5 Rebs,JoeDellera,200,0.5,1.5,0.0,Minnesota Timberwolves,R.Gobert,Sacramento Kings,0.0,1.0,Y,0.328125,0,0.4,0,0.3,0
19,K.Anderson Triple-Double Yes,JoeDellera,2200,0.1,2.3000000000000003,0.0,Minnesota Timberwolves,K.Anderson,Sacramento Kings,0.0,2.2,N,0.047619047619047616,0,0.0,0,0.2,0
20,K.Anderson o13.5 Rebs+Ast,JoeDellera,-110,0.6,1.1454545454545455,0.0,Minnesota Timberwolves,K.Anderson,Sacramento Kings,0.0,0.5454545454545455,Y,0.23809523809523808,0,0.6,1,0.7,1
21,T.Murphy o3.5 3pt M,GDAWG5000,142,0.5,1.21,-0.2837000000000003,New Orleans Pelicans,T.Murphy,Portland Trail Blazers,0.0,0.71,N,0.25,0,0.4,0,0.5,0
22,T.Murphy o3.5 3pt M,GreenDotDaily,140,1.0,2.4,2.1894,New Orleans Pelicans,T.Murphy,Portland Trail Blazers,0.0,1.4,N,0.25,0,0.4,0,0.5,0
23,B.Ingram o26.5 Pts,JoeMetz,-115,1.15,2.1499999999999995,-17.314999999999998,New Orleans Pelicans,B.Ingram,Portland Trail Blazers,0.0,0.9999999999999996,Y,0.3684210526315789,0,0.8,1,0.5,0
24,N.Vucevic o1.5 3pt M,JoeDellera,163,0.25,0.6575,6.452399999999997,Chicago Bulls,N.Vucevic,Los Angeles Clippers,0.0,0.4075,Y,0.4666666666666667,0,0.2,0,0.4,0
