,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,F.VanVleet u29.5 Pts+Rebs+Ast,PropBetGuy,-110,1.1,2.1,-1.6900000000000013,Toronto Raptors,F.VanVleet,Washington Wizards,0,1.0,Y,0.5192307692307693,1,0.8,1,0.6,1
1,K.Kuzma u21.5 Pts,SBK5065,-114,0.57,1.0699999999999998,12.894800000000002,Washington Wizards,K.Kuzma,Toronto Raptors,1,0.4999999999999999,N,0.49122807017543857,0,0.4,0,0.6,1
2,K.Kuzma o2.5 3pt M,GDAWG5000,100,0.5,1.0,2.3977,Washington Wizards,K.Kuzma,Toronto Raptors,1,0.5,Y,0.45614035087719296,0,0.6,1,0.4,0
3,J.Embiid o39.5 Pts,JoeDellera,370,0.1,0.47,-8.5468,Philadelphia 76ers,J.Embiid,Dallas Mavericks,0,0.37,N,0.20408163265306123,0,0.2,0,0.1,0
4,J.Embiid o32.5 Pts,JoeDellera,-104,1.0,1.9615384615384617,0.0,Philadelphia 76ers,J.Embiid,Dallas Mavericks,0,0.9615384615384616,Y,0.46938775510204084,0,0.4,0,0.4,0
5,B.Hield o15.5 Pts,JoeDellera,-125,0.5,0.9,-8.5468,Indiana Pacers,B.Hield,San Antonio Spurs,0,0.4,Y,0.65625,1,0.6,1,0.6,1
6,D.Vassell o2.5 3pt M,JoeDellera,200,0.25,0.75,0.0,San Antonio Spurs,D.Vassell,Indiana Pacers,1,0.5,N,0.5666666666666667,1,0.4,0,0.3,0
7,D.DiVincenzo o20.5 Pts+Rebs+Ast,PropBomb,-120,1.2,2.2,4.423400000000001,Golden State Warriors,D.DiVincenzo,Los Angeles Clippers,1,1.0000000000000002,N,0.37735849056603776,0,0.6,1,0.6,1
8,K.Leonard o2.5 3pt M,GDAWG5000,132,0.5,1.16,2.3977,Los Angeles Clippers,K.Leonard,Golden State Warriors,0,0.6600000000000001,N,0.3157894736842105,0,0.6,1,0.5,0
9,K.Leonard o3.5 Ast,JoeDellera,-132,0.55,0.9666666666666668,-8.5468,Los Angeles Clippers,K.Leonard,Golden State Warriors,0,0.4166666666666667,N,0.631578947368421,1,0.6,1,0.7,1
