,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,B.Beal o5.5 Ast,SBK5065,-104,0.52,1.02,4.0094,Washington Wizards,B.Beal,Chicago Bulls,1,0.5,Y,1.0,1,1.0,1,1.0,1
1,D.Gafford o7.5 Pts,SBK5065,100,0.5,1.0,4.0094,Washington Wizards,D.Gafford,Chicago Bulls,1,0.5,N,0.5,0,0.5,0,0.5,0
2,D.DeRozan o37.5 Pts+Rebs+Ast,SBK5065,-125,0.63,1.134,4.0094,Chicago Bulls,D.DeRozan,Washington Wizards,0,0.5039999999999999,Y,1.0,1,1.0,1,1.0,1
3,D.DeRozan o27.5 Pts,SBK5065,-118,0.59,1.09,4.0094,Chicago Bulls,D.DeRozan,Washington Wizards,0,0.5000000000000001,Y,1.0,1,1.0,1,1.0,1
4,K.Kuzma u3.5 Ast,SBK5065,-140,0.7,1.2,4.0094,Washington Wizards,K.Kuzma,Chicago Bulls,1,0.5,Y,1.0,1,1.0,1,1.0,1
5,A.Dosunmu o19.5 Pts+Rebs+Ast,PropBetGuy,-113,1.13,2.13,0.0,Chicago Bulls,A.Dosunmu,Washington Wizards,0,1.0,N,0.5,0,0.5,0,0.5,0
6,D.DeRozan o10.5 Rebs+Ast,JoeMetz,105,1.0,2.05,-3.1818,Chicago Bulls,D.DeRozan,Washington Wizards,0,1.0499999999999998,Y,1.0,1,1.0,1,1.0,1
7,K.Oubre o16.5 Pts,SBK5065,-110,0.55,1.05,4.0094,Charlotte Hornets,K.Oubre,New Orleans Pelicans,1,0.5,N,0.0,0,0.0,0,0.0,0
8,J.Valanciunas u12.5 Rebs,SBK5065,100,0.5,1.0,4.0094,New Orleans Pelicans,J.Valanciunas,Charlotte Hornets,0,0.5,N,0.0,0,0.0,0,0.0,0
9,T.Jones u6.5 Ast,SBK5065,-120,1.0,1.8333333333333333,4.0094,San Antonio Spurs,T.Jones,Indiana Pacers,0,0.8333333333333333,Y,1.0,1,1.0,1,1.0,1
10,D.Vassell o15.5 Pts,SBK5065,-115,1.0,1.869565217391304,4.0094,San Antonio Spurs,D.Vassell,Indiana Pacers,0,0.869565217391304,Y,0.5,0,0.5,0,0.5,0
11,J.Poeltl u10.5 Rebs,SBK5065,-130,0.65,1.15,4.0094,San Antonio Spurs,J.Poeltl,Indiana Pacers,0,0.4999999999999999,Y,1.0,1,1.0,1,1.0,1
