,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Kuzma u28.5 Pts+Rebs+Ast,SBK5065,-108,0.54,1.04,9.2328,Washington Wizards,K.Kuzma,Detroit Pistons,1.0,0.5,N,0.25,0,0.25,0,0.25,0
1,S.Bey u18.5 Pts,SBK5065,-125,0.63,1.134,9.2328,Detroit Pistons,S.Bey,Washington Wizards,0.0,0.5039999999999999,Y,0.5,0,0.5,0,0.5,0
2,J.Ivey o14.5 Pts,SBK5065,-118,0.59,1.09,9.2328,Detroit Pistons,J.Ivey,Washington Wizards,0.0,0.5000000000000001,N,0.75,1,0.75,1,0.75,1
3,K.Porzingis o8.5 Rebs,SBK5065,-115,0.58,1.0843478260869563,9.2328,Washington Wizards,K.Porzingis,Detroit Pistons,1.0,0.5043478260869564,N,0.5,0,0.5,0,0.5,0
4,K.Porzingis u19.5 Pts,SBK5065,-118,0.59,1.09,9.2328,Washington Wizards,K.Porzingis,Detroit Pistons,1.0,0.5000000000000001,N,0.75,1,0.75,1,0.75,1
5,B.Beal o5.5 Ast,SBK5065,-128,0.64,1.14,9.2328,Washington Wizards,B.Beal,Detroit Pistons,1.0,0.4999999999999999,Y,0.75,1,0.75,1,0.75,1
6,S.Bey u25.5 Pts+Rebs+Ast,SBK5065,-110,0.55,1.05,9.2328,Detroit Pistons,S.Bey,Washington Wizards,0.0,0.5,Y,0.5,0,0.5,0,0.5,0
7,B.Beal o28.5 Pts+Ast,PropBetGuy,-120,1.2,2.2,0.0,Washington Wizards,B.Beal,Detroit Pistons,1.0,1.0000000000000002,N,0.5,0,0.5,0,0.5,0
8,J.Ivey o23.5 Pts+Rebs+Ast,JoeMetz,-120,1.2,2.2,0.0,Detroit Pistons,J.Ivey,Washington Wizards,0.0,1.0000000000000002,N,0.75,1,0.75,1,0.75,1
9,K.Porzingis o1.5 3pt M,JoeDellera,-130,0.35,0.6192307692307691,8.2499,Washington Wizards,K.Porzingis,Detroit Pistons,1.0,0.2692307692307691,Y,0.75,1,0.75,1,0.75,1
10,T.Murphy o19.5 Pts+Rebs+Ast,SBK5065,-125,0.63,1.134,9.2328,New Orleans Pelicans,T.Murphy,Dallas Mavericks,1.0,0.5039999999999999,Y,0.75,1,0.75,1,0.75,1
11,T.Murphy o13.5 Pts,SBK5065,-105,0.53,1.0347619047619048,9.2328,New Orleans Pelicans,T.Murphy,Dallas Mavericks,1.0,0.5047619047619047,Y,0.75,1,0.75,1,0.75,1
12,D.Finney-Smith o3.5 Rebs,SBK5065,-121,0.61,1.1141322314049589,9.2328,Dallas Mavericks,D.Finney-Smith,New Orleans Pelicans,0.0,0.5041322314049589,Y,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
13,C.McCollum o5.5 Ast,SBK5065,-120,0.6,1.1,9.2328,New Orleans Pelicans,C.McCollum,Dallas Mavericks,1.0,0.5000000000000001,Y,0.75,1,0.75,1,0.75,1
14,M.Kleber o4.5 Rebs,SBK5065,115,0.5,1.075,9.2328,Dallas Mavericks,M.Kleber,New Orleans Pelicans,0.0,0.575,Y,1.0,1,1.0,1,1.0,1
15,J.McGee u0.5 Ast,SBK5065,-135,1.0,1.7407407407407407,9.2328,Dallas Mavericks,J.McGee,New Orleans Pelicans,0.0,0.7407407407407407,Y,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
16,S.Dinwiddie u4.5 Ast,SBK5065,-135,1.0,1.7407407407407407,9.2328,Dallas Mavericks,S.Dinwiddie,New Orleans Pelicans,0.0,0.7407407407407407,N,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
17,C.McCollum o24.5 Pts,SBK5065,-105,0.53,1.0347619047619048,9.2328,New Orleans Pelicans,C.McCollum,Dallas Mavericks,1.0,0.5047619047619047,N,0.25,0,0.25,0,0.25,0
18,C.McCollum o34.5 Pts+Rebs+Ast,SBK5065,-125,0.63,1.134,9.2328,New Orleans Pelicans,C.McCollum,Dallas Mavericks,1.0,0.5039999999999999,N,0.25,0,0.25,0,0.25,0
19,C.Wood o17.5 Pts,JoeMetz,105,1.0,2.05,8.0282,Dallas Mavericks,C.Wood,New Orleans Pelicans,0.0,1.0499999999999998,Y,1.0,1,1.0,1,1.0,1
20,T.Murphy o4.5 Rebs,JoeDellera,-144,0.7,1.1861111111111111,8.2499,New Orleans Pelicans,T.Murphy,Dallas Mavericks,1.0,0.4861111111111111,Y,0.75,1,0.75,1,0.75,1
21,C.Wood o24.5 Pts+Rebs,JoeDellera,-110,0.5,0.9545454545454546,8.2499,Dallas Mavericks,C.Wood,New Orleans Pelicans,0.0,0.4545454545454546,Y,1.0,1,1.0,1,1.0,1
22,T.Murphy Yes1100 Double-Double,JoeDellera,1100,0.2,2.4000000000000004,8.2499,New Orleans Pelicans,T.Murphy,Dallas Mavericks,1.0,2.2,N,0.0,0,0.0,0,0.0,0
23,T.Murphy o18.5 Pts+Rebs,JoeDellera,-123,0.75,1.3597560975609757,8.2499,New Orleans Pelicans,T.Murphy,Dallas Mavericks,1.0,0.6097560975609757,Y,0.75,1,0.75,1,0.75,1
24,T.Mann o14.5 Pts,SBK5065,-125,0.63,1.134,9.2328,Oklahoma City Thunder,T.Mann,Los Angeles Clippers,1.0,0.5039999999999999,N,0.25,0,0.25,0,0.25,0
25,N.Powell o15.5 Pts,SBK5065,100,1.0,2.0,9.2328,Los Angeles Clippers,N.Powell,Oklahoma City Thunder,0.0,1.0,N,0.0,0,0.0,0,0.0,0
26,L.Dort u17.5 Pts,SBK5065,-115,0.58,1.0843478260869563,9.2328,Oklahoma City Thunder,L.Dort,Los Angeles Clippers,1.0,0.5043478260869564,Y,0.75,1,0.75,1,0.75,1
27,L.Dort u16.5 Pts,SBK5065,-110,0.55,1.05,9.2328,Oklahoma City Thunder,L.Dort,Los Angeles Clippers,1.0,0.5,Y,0.75,1,0.75,1,0.75,1
28,I.Zubac u11.5 Rebs,SBK5065,100,0.5,1.0,9.2328,Los Angeles Clippers,I.Zubac,Oklahoma City Thunder,0.0,0.5,N,0.5,0,0.5,0,0.5,0
29,N.Powell o21.5 Pts+Rebs+Ast,JoeDellera,-121,0.25,0.4566115702479338,8.2499,Los Angeles Clippers,N.Powell,Oklahoma City Thunder,0.0,0.2066115702479338,N,0.0,0,0.0,0,0.0,0
30,D.Ayton u1.5 Ast,SBK5065,-105,0.53,1.0347619047619048,9.2328,Phoenix Suns,D.Ayton,Golden State Warriors,1.0,0.5047619047619047,N,0.25,0,0.25,0,0.25,0
31,A.Wiggins u6.5 Rebs,SBK5065,-145,0.73,1.233448275862069,9.2328,Golden State Warriors,A.Wiggins,Phoenix Suns,0.0,0.5034482758620691,N,0.75,1,0.75,1,0.75,1
