,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,I.Quickley o26.5 Pts+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,New York Knicks,I.Quickley,Houston Rockets,0.0,0.8333333333333333,Y,0.13513513513513514,0,0.6,1,0.3,0
1,Q.Grimes o14.5 Pts,JoeDellera,100,0.5,1.0,0,New York Knicks,Q.Grimes,Houston Rockets,0.0,0.5,Y,0.23076923076923078,0,0.4,0,0.4,0
2,T.Eason o5.5 Rebs,JoeDellera,150,0.3,0.75,0,Houston Rockets,T.Eason,New York Knicks,1.0,0.45,Y,0.5555555555555556,1,0.4,0,0.4,0
3,T.Eason o4.5 Rebs,JoeDellera,105,0.53,1.0865,0,Houston Rockets,T.Eason,New York Knicks,1.0,0.5565,Y,0.6666666666666666,1,0.6,1,0.6,1
4,J.Randle u31.5 Pts,SBK5065,-120,0.6,1.1,0,New York Knicks,J.Randle,Houston Rockets,0.0,0.5000000000000001,N,0.8108108108108109,1,0.4,0,0.7,1
5,L.Ball o3.5 3pt M,SBK5065,-115,0.5,0.934782608695652,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.434782608695652,Y,0.8461538461538461,1,0.8,1,0.9,1
6,L.Ball o37.5 Pts+Rebs+Ast,JoeMetz,-120,1.0,1.8333333333333333,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.8333333333333333,Y,0.5384615384615384,1,0.8,1,0.7,1
7,L.Ball o37.5 Pts+Rebs+Ast,SBK5065,-120,0.5,0.9166666666666669,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.4166666666666668,Y,0.5384615384615384,1,0.8,1,0.7,1
8,L.Ball o37.5 Pts+Rebs+Ast,PropBetGuy,-120,0.5,0.9166666666666669,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.4166666666666668,Y,0.5384615384615384,1,0.8,1,0.7,1
9,L.Ball o3.5 3pt M,JoeDellera,-120,0.83,1.5216666666666667,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.6916666666666668,Y,0.8461538461538461,1,0.8,1,0.9,1
10,C.Wood o19.5 Pts,SBK5065,-115,0.5,0.934782608695652,0,Dallas Mavericks,C.Wood,San Antonio Spurs,0.0,0.434782608695652,Y,0.47058823529411764,0,0.6,1,0.6,1
11,C.Wood o19.5 Pts,PropBomb,-120,1.0,1.8333333333333333,0,Dallas Mavericks,C.Wood,San Antonio Spurs,0.0,0.8333333333333333,Y,0.47058823529411764,0,0.6,1,0.6,1
12,K.Johnson o22.5 Pts,JoeDellera,-110,0.45,0.8590909090909091,0,San Antonio Spurs,K.Johnson,Dallas Mavericks,1.0,0.4090909090909091,Y,0.40625,0,0.4,0,0.4,0
13,K.Johnson o22.5 Pts,PropBetGuy,-110,1.0,1.9090909090909087,0,San Antonio Spurs,K.Johnson,Dallas Mavericks,1.0,0.9090909090909088,Y,0.40625,0,0.4,0,0.4,0
14,J.Valanciunas u9.5 Rebs,PropBomb,-122,1.0,1.819672131147541,0,New Orleans Pelicans,J.Valanciunas,Memphis Grizzlies,0.0,0.819672131147541,Y,0.4722222222222222,0,0.6,1,0.6,1
15,J.Valanciunas u25.5 Pts+Rebs+Ast,JoeDellera,-120,0.42,0.77,0,New Orleans Pelicans,J.Valanciunas,Memphis Grizzlies,0.0,0.35,Y,0.6388888888888888,1,0.8,1,0.7,1
16,J.Valanciunas u25.5 Pts+Rebs+Ast,PropBetGuy,-120,1.0,1.8333333333333333,0,New Orleans Pelicans,J.Valanciunas,Memphis Grizzlies,0.0,0.8333333333333333,Y,0.6388888888888888,1,0.8,1,0.7,1
17,I.Zubac o21.5 Pts+Rebs,JoeDellera,-110,0.35,0.6681818181818182,0,Los Angeles Clippers,I.Zubac,Indiana Pacers,0.0,0.3181818181818182,N,0.4166666666666667,0,0.6,1,0.3,0
18,I.Zubac o21.5 Pts+Rebs,PropBetGuy,-110,1.1,2.1,0,Los Angeles Clippers,I.Zubac,Indiana Pacers,0.0,1.0,N,0.4166666666666667,0,0.6,1,0.3,0
19,K.Leonard o6.5 Rebs,JoeDellera,-130,0.75,1.3269230769230769,0,Los Angeles Clippers,K.Leonard,Indiana Pacers,0.0,0.5769230769230769,N,0.5625,1,0.6,1,0.8,1
20,J.Ivey o4.5 Ast,SBK5065,-123,0.62,1.1240650406504065,0,Detroit Pistons,J.Ivey,Minnesota Timberwolves,0.0,0.5040650406504065,N,0.42857142857142855,0,0.4,0,0.4,0
21,J.Ivey o15.5 Pts,JoeMetz,-108,1.08,2.08,0,Detroit Pistons,J.Ivey,Minnesota Timberwolves,0.0,1.0,N,0.5142857142857142,1,0.2,0,0.4,0
22,Z.LaVine o22.5 Pts,JoeMetz,-110,1.1,2.1,0,Chicago Bulls,Z.LaVine,Cleveland Cavaliers,1.0,1.0,N,0.40625,0,0.6,1,0.4,0
23,S.Gilgeous-Alexander o29.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0,Oklahoma City Thunder,S.Gilgeous-Alexander,Philadelphia 76ers,1.0,0.5043478260869564,N,0.6363636363636364,1,0.2,0,0.4,0
