,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,A.Wiggins o2.5 Ast,The_Oddsmaker,120,1.0,2.2,0,Golden State Warriors,A.Wiggins,Sacramento Kings,1,1.2000000000000002,N,0.37209302325581395,0,0.4,0,0.5,0
1,K.Looney o16.5 Rebs+Ast,SBK5065,-120,0.5,0.9166666666666669,0,Golden State Warriors,K.Looney,Sacramento Kings,1,0.4166666666666667,N,0.18181818181818182,0,0.6,1,0.4,0
2,K.Looney o4.5 Ast,wheatonbrando,165,1.0,2.65,0,Golden State Warriors,K.Looney,Sacramento Kings,1,1.65,N,0.11363636363636363,0,0.6,1,0.4,0
3,A.Wiggins o24.5 Pts+Rebs,charliedisturco,-115,1.15,2.1499999999999995,0,Golden State Warriors,A.Wiggins,Sacramento Kings,1,0.9999999999999996,N,0.4186046511627907,0,0.6,1,0.5,0
4,J.Poole u16.5 Pts,PropBomb,-125,1.25,2.25,0,Golden State Warriors,J.Poole,Sacramento Kings,1,1.0,Y,0.3522727272727273,0,0.8,1,0.5,0
5,A.Wiggins o18.5 Pts,VegasRefund,-110,1.1,2.1,0,Golden State Warriors,A.Wiggins,Sacramento Kings,1,1.0,N,0.3953488372093023,0,0.6,1,0.4,0
6,K.Thompson o4.5 3pt M,GDAWG5000,-110,1.1,2.1,0,Golden State Warriors,K.Thompson,Sacramento Kings,1,1.0,N,0.4266666666666667,0,0.4,0,0.7,1
7,K.Thompson o4.5 3pt M,GreenDotDaily,-110,1.0,1.9090909090909087,0,Golden State Warriors,K.Thompson,Sacramento Kings,1,0.9090909090909092,N,0.4266666666666667,0,0.4,0,0.7,1
8,K.Looney o16.5 Rebs+Ast,JoeDellera,-115,1.0,1.869565217391304,0,Golden State Warriors,K.Looney,Sacramento Kings,1,0.8695652173913042,N,0.18181818181818182,0,0.6,1,0.4,0
9,D.Sabonis u37.5 Pts+Rebs+Ast,PropBetGuy,-105,1.05,2.05,0,Sacramento Kings,D.Sabonis,Golden State Warriors,0,0.9999999999999998,Y,0.49411764705882355,0,1.0,1,0.7,1
10,L.James Triple-Double Yes,wheatonbrando,1300,0.25,3.5,0,Los Angeles Lakers,L.James,Memphis Grizzlies,1,3.25,N,0.03225806451612903,0,0.0,0,0.0,0
11,L.James o9.5 Rebs,PropBomb,-130,1.3,2.3,0,Los Angeles Lakers,L.James,Memphis Grizzlies,1,0.9999999999999998,N,0.2903225806451613,0,0.6,1,0.5,0
12,R.Hachimura o9.5 Pts,VegasRefund,-124,1.24,2.24,0,Los Angeles Lakers,R.Hachimura,Memphis Grizzlies,1,0.9999999999999998,N,0.475,0,0.4,0,0.6,1
13,A.Reaves o1.5 3pt M,GDAWG5000,-125,1.25,2.25,0,Los Angeles Lakers,A.Reaves,Memphis Grizzlies,1,1.0,N,0.38028169014084506,0,0.4,0,0.5,0
14,A.Reaves o1.5 3pt M,GreenDotDaily,-125,1.0,1.8,0,Los Angeles Lakers,A.Reaves,Memphis Grizzlies,1,0.8,N,0.38028169014084506,0,0.4,0,0.5,0
15,L.James o9.5 Rebs,JoeDellera,-130,0.5,0.8846153846153846,0,Los Angeles Lakers,L.James,Memphis Grizzlies,1,0.3846153846153846,N,0.2903225806451613,0,0.6,1,0.5,0
