,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Oubre o19.5 Pts,SBK5065,-115,0.58,1.0843478260869563,9.0879,Charlotte Hornets,K.Oubre,Washington Wizards,1,0.5043478260869564,Y,0.45454545454545453,0,0.8,1,0.7,1
1,K.Porzingis u23.5 Pts,SBK5065,-120,0.6,1.1,9.0879,Washington Wizards,K.Porzingis,Charlotte Hornets,0,0.5000000000000001,Y,0.6818181818181818,1,0.6,1,0.6,1
2,M.Plumlee u4.5 Ast,SBK5065,-120,0.6,1.1,9.0879,Charlotte Hornets,M.Plumlee,Washington Wizards,1,0.5000000000000001,Y,0.6363636363636364,1,0.4,0,0.5,0
3,T.Rozier o3.5 Rebs,SBK5065,-140,0.7,1.2,9.0879,Charlotte Hornets,T.Rozier,Washington Wizards,1,0.5,Y,0.6428571428571429,1,0.8,1,0.6,1
4,B.Beal o23.5 Pts,JoeDellera,-125,1.0,1.8,-10.5191,Washington Wizards,B.Beal,Charlotte Hornets,0,0.8,Y,0.5882352941176471,1,0.8,1,0.8,1
5,B.Beal o29.5 Pts,JoeDellera,300,0.15,0.6,-10.5191,Washington Wizards,B.Beal,Charlotte Hornets,0,0.4499999999999999,Y,0.17647058823529413,0,0.4,0,0.2,0
6,B.Beal o34.5 Pts,JoeDellera,850,0.08,0.76,-10.5191,Washington Wizards,B.Beal,Charlotte Hornets,0,0.68,N,0.0,0,0.0,0,0.0,0
7,P.Banchero o2.5 Ast,SBK5065,-150,0.75,1.25,9.0879,Orlando Magic,P.Banchero,Cleveland Cavaliers,0,0.5,Y,0.75,1,0.8,1,0.8,1
8,D.Murray Yes330 Double-Double,PropBomb,125,0.5,1.125,19.56,Atlanta Hawks,D.Murray,Denver Nuggets,1,0.625,N,0.13043478260869565,0,0.0,0,0.0,0
9,D.Murray o8.5 Ast,PropBomb,-120,1.2,2.2,19.56,Atlanta Hawks,D.Murray,Denver Nuggets,1,1.0000000000000002,N,0.2608695652173913,0,0.0,0,0.0,0
10,D.Murray o29.5 Pts+Ast,SBK5065,125,1.0,2.25,9.0879,Atlanta Hawks,D.Murray,Denver Nuggets,1,1.25,Y,0.43478260869565216,0,0.6,1,0.3,0
11,N.Jokic o24.5 Pts,JoeDellera,-118,0.3,0.5542372881355931,-10.5191,Denver Nuggets,N.Jokic,Atlanta Hawks,0,0.2542372881355931,N,0.42105263157894735,0,0.4,0,0.5,0
12,D.Murray o13.5 Rebs+Ast,JoeDellera,-118,0.25,0.461864406779661,-10.5191,Atlanta Hawks,D.Murray,Denver Nuggets,1,0.211864406779661,N,0.2608695652173913,0,0.0,0,0.0,0
13,A.Davis o34.5 Pts+Rebs,SBK5065,-115,0.58,1.0843478260869563,9.0879,Los Angeles Lakers,A.Davis,Milwaukee Bucks,0,0.5043478260869564,Y,0.631578947368421,1,1.0,1,0.9,1
14,J.Holiday u18.5 Pts,SBK5065,-115,0.58,1.0843478260869563,9.0879,Milwaukee Bucks,J.Holiday,Los Angeles Lakers,1,0.5043478260869564,N,0.5882352941176471,1,0.6,1,0.7,1
15,A.Davis u11.5 Rebs,JoeDellera,-118,1.0,1.847457627118644,-10.5191,Los Angeles Lakers,A.Davis,Milwaukee Bucks,0,0.847457627118644,Y,0.3684210526315789,0,0.2,0,0.2,0
16,M.Brogdon u14.5 Pts,PropBomb,-130,1.3,2.3,0.0,Boston Celtics,M.Brogdon,Miami Heat,1,0.9999999999999998,Y,0.5789473684210527,1,0.4,0,0.6,1
17,K.Lowry u13.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0.0,Miami Heat,K.Lowry,Boston Celtics,0,0.5043478260869564,N,0.43478260869565216,0,0.4,0,0.3,0
18,K.Irving o22.5 Pts,PropBomb,-130,1.3,2.3,0.0,Brooklyn Nets,K.Irving,Toronto Raptors,1,0.9999999999999998,Y,0.625,1,0.4,0,0.5,0
19,P.Siakam o35.5 Pts+Rebs+Ast,HPBasketball,-120,0.6,1.1,0.0,Toronto Raptors,P.Siakam,Brooklyn Nets,0,0.5000000000000001,N,0.5833333333333334,1,0.2,0,0.6,1
20,K.Durant u6.5 Ast,PropBetGuy,-135,0.68,1.1837037037037037,0.0,Brooklyn Nets,K.Durant,Toronto Raptors,1,0.5037037037037037,N,0.7083333333333334,1,0.6,1,0.7,1
21,O.Anunoby u18.5 Pts,PropBetGuy,-115,0.58,1.0843478260869563,0.0,Toronto Raptors,O.Anunoby,Brooklyn Nets,0,0.5043478260869564,N,0.5,0,0.4,0,0.3,0
22,Z.Williamson o25.5 Pts,SBK5065,-105,0.53,1.0347619047619048,0.0,New Orleans Pelicans,Z.Williamson,San Antonio Spurs,0,0.5047619047619047,Y,0.47058823529411764,0,0.6,1,0.6,1
23,D.Vassell o2.5 3pt M,JoeDellera,-165,0.75,1.2045454545454546,-10.5191,San Antonio Spurs,D.Vassell,New Orleans Pelicans,1,0.4545454545454546,Y,0.7777777777777778,1,0.8,1,0.7,1
24,D.Vassell o3.5 3pt M,JoeDellera,137,0.15,0.3555,-10.5191,San Antonio Spurs,D.Vassell,New Orleans Pelicans,1,0.2055,Y,0.6111111111111112,1,0.6,1,0.5,0
25,C.McCollum o5.5 Ast,JoeMetz,-150,1.5,2.5,-19.0,New Orleans Pelicans,C.McCollum,San Antonio Spurs,0,1.0,N,0.5555555555555556,1,0.4,0,0.5,0
26,S.Milton o1.5 Stl,HPBasketball,-140,0.7,1.2,5.1258,Philadelphia 76ers,S.Milton,Memphis Grizzlies,0,0.5,N,0.05263157894736842,0,0.0,0,0.1,0
27,D.Melton o1.5 Stl,HPBasketball,-140,0.7,1.2,5.1258,Philadelphia 76ers,D.Melton,Memphis Grizzlies,0,0.5,N,0.5714285714285714,1,0.8,1,0.7,1
28,J.Morant u28.5 Pts,SBK5065,-120,0.6,1.1,9.0879,Memphis Grizzlies,J.Morant,Philadelphia 76ers,1,0.5000000000000001,Y,0.5789473684210527,1,0.8,1,0.6,1
29,J.Morant u43.5 Pts+Rebs+Ast,SBK5065,-120,0.6,1.1,9.0879,Memphis Grizzlies,J.Morant,Philadelphia 76ers,1,0.5000000000000001,Y,0.5263157894736842,1,0.6,1,0.5,0
30,J.Konchar o6.5 Rebs,SBK5065,-117,0.59,1.0942735042735043,9.0879,Memphis Grizzlies,J.Konchar,Philadelphia 76ers,1,0.5042735042735044,N,0.47619047619047616,0,0.6,1,0.8,1
31,J.Embiid o4.5 Ast,JoeDellera,-139,1.0,1.7194244604316546,-10.5191,Philadelphia 76ers,J.Embiid,Memphis Grizzlies,0,0.7194244604316546,Y,0.6,1,1.0,1,0.8,1
32,D.Melton o2.5 Stl,TurveyBets,225,0.15,0.4875,0.0,Philadelphia 76ers,D.Melton,Memphis Grizzlies,0,0.3375,N,0.38095238095238093,0,0.6,1,0.6,1
33,J.Green u29.5 Pts+Rebs+Ast,PropBetGuy,-113,1.13,2.13,-28.9857,Houston Rockets,J.Green,Phoenix Suns,0,1.0,Y,0.5454545454545454,1,0.4,0,0.4,0
34,C.Sexton o5.5 Ast,JoeMetz,110,1.0,2.1,-19.0,Utah Jazz,C.Sexton,Indiana Pacers,1,1.1,N,0.16,0,0.6,1,0.4,0
35,M.Turner o24.5 Pts+Rebs,JoeMetz,-113,1.13,2.13,-19.0,Indiana Pacers,M.Turner,Utah Jazz,0,1.0,N,0.5294117647058824,1,0.4,0,0.5,0
36,S.Curry o4.5 3pt M,JoeMetz,118,1.0,2.18,0.0,Golden State Warriors,S.Curry,Chicago Bulls,1,1.1800000000000002,N,0.5238095238095238,1,0.4,0,0.5,0
37,C.McCollum o4.5 Ast,PropBomb,-295,2.95,3.95,19.56,New Orleans Pelicans,C.McCollum,San Antonio Spurs,0,1.0,N,0.6666666666666666,1,0.4,0,0.6,1
38,D.Murray o9.5 Ast,TurveyBets,3500,0.2,7.2,0.0,Atlanta Hawks,D.Murray,Denver Nuggets,1,7.0,N,0.13043478260869565,0,0.0,0,0.0,0
39,D.Murray o9.5 Rebs,TurveyBets,-120,0.15,0.275,0.0,Atlanta Hawks,D.Murray,Denver Nuggets,1,0.125,N,0.043478260869565216,0,0.0,0,0.0,0
