,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,K.Middleton o22.5 Pts+Rebs,charliedisturco,-130,0.65,1.15,3.155,Milwaukee Bucks,K.Middleton,Orlando Magic,0,0.4999999999999999,Y,0.2727272727272727,0,0.2,0,0.5,0
1,K.Middleton o22.5 Pts+Rebs,PropBomb,-125,1.25,2.25,6.8434,Milwaukee Bucks,K.Middleton,Orlando Magic,0,1.0,Y,0.2727272727272727,0,0.2,0,0.5,0
2,G.Allen o11.5 Pts,SBK5065,-118,1.0,1.847457627118644,0.0,Milwaukee Bucks,G.Allen,Orlando Magic,0,0.847457627118644,N,0.4098360655737705,0,0.4,0,0.4,0
3,K.Middleton o22.5 Pts+Rebs,SBK5065,-130,0.65,1.15,0.0,Milwaukee Bucks,K.Middleton,Orlando Magic,0,0.4999999999999999,Y,0.2727272727272727,0,0.2,0,0.5,0
4,M.Fultz o0.5 3pt M,GDAWG5000,170,0.5,1.35,1.6683999999999997,Orlando Magic,M.Fultz,Milwaukee Bucks,1,0.8500000000000001,N,0.26666666666666666,0,0.4,0,0.5,0
5,J.Ivey o6.5 Ast,PropBomb,-122,1.22,2.22,6.8434,Detroit Pistons,J.Ivey,Washington Wizards,1,1.0000000000000002,Y,0.19672131147540983,0,0.6,1,0.5,0
6,T.Rozier u31.5 Pts+Rebs+Ast,PropBetGuy,-122,1.22,2.22,9.4702,Charlotte Hornets,T.Rozier,New York Knicks,0,1.0000000000000002,N,0.5357142857142857,1,0.8,1,0.8,1
7,P.Washington o14.5 Pts,charliedisturco,-100,0.5,1.0,3.155,Charlotte Hornets,P.Washington,New York Knicks,0,0.5,N,0.46774193548387094,0,0.6,1,0.6,1
8,R.Barrett o21.5 Pts,SBK5065,-122,0.61,1.11,6.277700000000003,New York Knicks,R.Barrett,Charlotte Hornets,1,0.5000000000000001,Y,0.4,0,0.4,0,0.3,0
9,M.Robinson u11.5 Rebs,MrTuttle05,-100,1.0,2.0,4.0,New York Knicks,M.Robinson,Charlotte Hornets,1,1.0,Y,0.6888888888888889,1,0.6,1,0.5,0
10,M.Williams o10.5 Pts,MrTuttle05,-120,1.2,2.2,0.0,Charlotte Hornets,M.Williams,New York Knicks,0,1.0000000000000002,N,0.3055555555555556,0,0.6,1,0.6,1
11,J.Embiid o3.5 Ast,SBK5065,-124,0.5,0.9032258064516128,6.277700000000003,Philadelphia 76ers,J.Embiid,Minnesota Timberwolves,0,0.4032258064516129,Y,0.5384615384615384,1,0.4,0,0.6,1
12,A.Edwards o2.5 3pt M,SBK5065,-103,0.52,1.0248543689320389,0.0,Minnesota Timberwolves,A.Edwards,Philadelphia 76ers,1,0.5048543689320388,Y,0.5074626865671642,1,0.4,0,0.5,0
13,J.Embiid o3.5 Ast,JoeDellera,-130,1.0,1.7692307692307692,1.5231000000000012,Philadelphia 76ers,J.Embiid,Minnesota Timberwolves,0,0.7692307692307692,Y,0.5384615384615384,1,0.4,0,0.6,1
