,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Nurkic o15.5 Rebs,JoeDellera,750,0.15,1.275,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,1.125,N,0.06666666666666667,0,0.0,0,0.1,0
1,L.Markkanen o5.5 3pt M,KurtisSenif,475,0.1,0.5750000000000001,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.4750000000000001,N,0.09090909090909091,0,0.2,0,0.1,0
2,J.Nurkic o13.5 Rebs,JoeDellera,370,0.56,2.632000000000001,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,2.072000000000001,Y,0.23333333333333334,0,0.2,0,0.3,0
3,Y.Watanabe o2.5 3pt M,JoeDellera,330,0.15,0.6449999999999999,,Brooklyn Nets,Y.Watanabe,Cleveland Cavaliers,0,0.4949999999999999,N,0.19047619047619047,0,0.2,0,0.4,0
4,J.Nurkic o13.5 Rebs,KurtisSenif,270,0.27,0.999,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.729,Y,0.23333333333333334,0,0.2,0,0.3,0
5,L.Markkanen o29.5 Pts,KurtisSenif,270,0.41,1.517,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,1.107,Y,0.24242424242424243,0,0.4,0,0.3,0
6,W.Kessler Yes240 Double-Double,JoeDellera,240,0.15,0.51,,Utah Jazz,W.Kessler,San Antonio Spurs,0,0.36,N,0.15151515151515152,0,0.2,0,0.3,0
7,L.Markkanen o4.5 3pt M,KurtisSenif,240,0.15,0.51,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.36,N,0.18181818181818182,0,0.2,0,0.3,0
8,P.George o29.5 Pts,JoeMetz,200,1.0,3.0,,Los Angeles Clippers,P.George,Detroit Pistons,0,2.0,Y,0.24,0,0.2,0,0.2,0
9,L.Markkanen o3.5 3pt M,KurtisSenif,130,0.2,0.4599999999999999,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.2599999999999999,N,0.30303030303030304,0,0.4,0,0.6,1
10,L.Ball o3.5 3pt M,JoeDellera,126,0.32,0.7232,,Charlotte Hornets,L.Ball,Portland Trail Blazers,0,0.4031999999999999,Y,0.9,1,1.0,1,0.9,1
11,J.Nurkic o11.5 Rebs,KurtisSenif,125,0.19,0.4275,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.2375,Y,0.3333333333333333,0,0.2,0,0.3,0
12,L.Ball o3.5 3pt M,JoeDellera,124,0.93,2.0832,,Charlotte Hornets,L.Ball,Portland Trail Blazers,0,1.1532,Y,0.9,1,1.0,1,0.9,1
13,Y.Watanabe o1.5 3pt M,JoeDellera,119,1.19,2.6061,,Brooklyn Nets,Y.Watanabe,Cleveland Cavaliers,0,1.4161,Y,0.47619047619047616,0,0.6,1,0.6,1
14,L.Markkanen o24.5 Pts,KurtisSenif,110,0.22,0.462,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.242,Y,0.30303030303030304,0,0.4,0,0.3,0
15,L.Markkanen o7.5 Rebs,KurtisSenif,110,0.11,0.231,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.121,Y,0.5757575757575758,1,0.2,0,0.4,0
16,M.Turner o14.5 Pts,PropBomb,-106,1.2,2.332075471698113,,Indiana Pacers,M.Turner,New Orleans Pelicans,0,1.1320754716981132,N,0.5714285714285714,1,0.0,0,0.4,0
17,L.Markkanen o23.5 Pts,KurtisSenif,-110,0.27,0.5154545454545455,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.2454545454545454,Y,0.45454545454545453,0,0.6,1,0.5,0
18,T.Warren o9.5 Pts,PropBomb,-112,1.0,1.8928571428571428,,Brooklyn Nets,T.Warren,Cleveland Cavaliers,0,0.8928571428571428,Y,0.7,1,0.8,1,0.7,1
19,J.Nurkic o10.5 Rebs,KurtisSenif,-115,0.3,0.5608695652173913,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.2608695652173913,Y,0.36666666666666664,0,0.2,0,0.3,0
20,J.Nurkic o13.5 Rebs + Ast,KurtisSenif,-115,0.17,0.3178260869565217,,Portland Trail Blazers,J.Nurkic,Charlotte Hornets,1,0.1478260869565217,Y,0.23333333333333334,0,0.2,0,0.3,0
21,T.Rozier u29.5 Pts+Rebs+Ast,PropBetGuy,-115,1.0,1.869565217391304,,Charlotte Hornets,T.Rozier,Portland Trail Blazers,0,0.869565217391304,Y,0.375,0,0.6,1,0.3,0
22,L.Markkanen o30.5 Pts+Rebs,KurtisSenif,-115,0.26,0.4860869565217391,,Utah Jazz,L.Markkanen,San Antonio Spurs,0,0.2260869565217391,Y,0.48484848484848486,0,0.4,0,0.5,0
23,T.Haliburton o29.5 Pts+Ast,SBK5065,-115,0.58,1.0843478260869563,,Indiana Pacers,T.Haliburton,New Orleans Pelicans,0,0.5043478260869564,N,0.625,1,0.6,1,0.7,1
24,T.Haliburton o29.5 Pts+Ast,PropBetGuy,-115,1.15,2.1499999999999995,,Indiana Pacers,T.Haliburton,New Orleans Pelicans,0,0.9999999999999996,N,0.625,1,0.6,1,0.7,1
25,T.Haliburton o29.5 Pts+Ast,JoeDellera,-115,1.0,1.869565217391304,,Indiana Pacers,T.Haliburton,New Orleans Pelicans,0,0.869565217391304,N,0.625,1,0.6,1,0.7,1
26,R.Jackson o3.5 Ast,PropBomb,-115,1.15,2.1499999999999995,,Los Angeles Clippers,R.Jackson,Detroit Pistons,0,0.9999999999999996,N,0.46875,0,0.0,0,0.0,0
27,P.George o24.5 Pts,JoeMetz,-115,1.0,1.869565217391304,,Los Angeles Clippers,P.George,Detroit Pistons,0,0.869565217391304,Y,0.44,0,0.4,0,0.4,0
28,Z.LaVine o22.5 Pts,SBK5065,-115,0.58,1.0843478260869563,,Chicago Bulls,Z.LaVine,Houston Rockets,1,0.5043478260869564,N,0.3793103448275862,0,0.2,0,0.3,0
29,W.Kessler o18.5 Pts + Rebs,PropBomb,-118,1.3,2.4016949152542373,,Utah Jazz,W.Kessler,San Antonio Spurs,0,1.1016949152542372,N,0.030303030303030304,0,0.0,0,0.0,0
30,J.Duren o19.5 Pts+Rebs,PropBetGuy,-118,1.0,1.847457627118644,,Detroit Pistons,J.Duren,Los Angeles Clippers,1,0.847457627118644,Y,0.3333333333333333,0,0.6,1,0.7,1
31,T.Rozier u4.5 Rebs,SBK5065,-120,0.5,0.9166666666666669,,Charlotte Hornets,T.Rozier,Portland Trail Blazers,0,0.4166666666666668,Y,0.4583333333333333,0,0.8,1,0.5,0
