,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,P.Washington u5.5 Rebs,SBK5065,-134,0.67,1.17,15.9433,Charlotte Hornets,P.Washington,Sacramento Kings,1,0.4999999999999999,Y,0.7142857142857143,1,0.8,1,0.7142857142857143,1
1,G.Hayward o19.5 Pts,SBK5065,-115,0.58,1.0843478260869563,15.9433,Charlotte Hornets,G.Hayward,Sacramento Kings,1,0.5043478260869564,N,0.5714285714285714,1,0.4,0,0.5714285714285714,1
2,K.Oubre u1.5 Ast,SBK5065,-135,0.68,1.1837037037037037,15.9433,Charlotte Hornets,K.Oubre,Sacramento Kings,1,0.5037037037037037,N,0.5714285714285714,1,0.6,1,0.5714285714285714,1
3,D.Fox o5.5 Ast,SBK5065,-140,0.7,1.2,15.9433,Sacramento Kings,D.Fox,Charlotte Hornets,0,0.5,N,0.3333333333333333,0,0.2,0,0.3333333333333333,0
4,D.Fox o36.5 Pts+Rebs+Ast,SBK5065,-110,0.55,1.05,15.9433,Sacramento Kings,D.Fox,Charlotte Hornets,0,0.5,N,0.5,0,0.4,0,0.5,0
5,M.Monk u9.5 Pts,PropBetGuy,-125,1.25,2.25,0.0,Sacramento Kings,M.Monk,Charlotte Hornets,0,1.0,Y,0.6666666666666666,1,0.6,1,0.6666666666666666,1
6,K.Murray o16.5 Pts,JoeDellera,-100,0.6,1.2,7.3726,Sacramento Kings,K.Murray,Charlotte Hornets,0,0.6,N,0.6,1,0.6,1,0.6,1
7,K.Murray o2.5 3pt M,JoeDellera,-118,0.15,0.2771186440677965,7.3726,Sacramento Kings,K.Murray,Charlotte Hornets,0,0.1271186440677965,N,0.8,1,0.8,1,0.8,1
8,K.Murray o22.5 Pts+Rebs,HPBasketball,-115,1.15,2.1499999999999995,-15.261,Sacramento Kings,K.Murray,Charlotte Hornets,0,0.9999999999999996,N,0.6,1,0.6,1,0.6,1
9,T.Maxey o21.5 Pts,SBK5065,-110,0.55,1.05,15.9433,Philadelphia 76ers,T.Maxey,Washington Wizards,0,0.5,Y,0.5,0,0.6,1,0.5,0
10,B.Beal u22.5 Pts,SBK5065,-120,0.6,1.1,15.9433,Washington Wizards,B.Beal,Philadelphia 76ers,1,0.5000000000000001,Y,0.5714285714285714,1,0.6,1,0.5714285714285714,1
11,K.Kuzma u7.5 Rebs,SBK5065,-114,0.57,1.0699999999999998,15.9433,Washington Wizards,K.Kuzma,Philadelphia 76ers,1,0.4999999999999999,Y,0.5714285714285714,1,0.6,1,0.5714285714285714,1
12,B.Beal o20.5 Pts,PropBomb,-115,1.15,2.1499999999999995,2.9734,Washington Wizards,B.Beal,Philadelphia 76ers,1,0.9999999999999996,N,0.42857142857142855,0,0.4,0,0.42857142857142855,0
13,D.Murray u20.5 Pts,SBK5065,-120,0.6,1.1,15.9433,Atlanta Hawks,D.Murray,Toronto Raptors,0,0.5000000000000001,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
14,C.Capela u9.5 Pts,SBK5065,-112,0.56,1.06,15.9433,Atlanta Hawks,C.Capela,Toronto Raptors,0,0.5,N,0.5714285714285714,1,0.4,0,0.5714285714285714,1
15,S.Barnes o19.5 Pts+Ast,SBK5065,120,0.5,1.1,15.9433,Toronto Raptors,S.Barnes,Atlanta Hawks,1,0.6000000000000001,Y,0.6666666666666666,1,0.6,1,0.6666666666666666,1
16,O.Anunoby u16.5 Pts,SBK5065,-115,0.58,1.0843478260869563,15.9433,Toronto Raptors,O.Anunoby,Atlanta Hawks,1,0.5043478260869564,Y,0.7142857142857143,1,0.8,1,0.7142857142857143,1
17,B.Hield o4.5 Rebs,SBK5065,-125,0.63,1.134,15.9433,Indiana Pacers,B.Hield,Brooklyn Nets,0,0.5039999999999999,N,0.625,1,0.6,1,0.625,1
18,N.Claxton o8.5 Rebs,SBK5065,-125,0.63,1.134,15.9433,Brooklyn Nets,N.Claxton,Indiana Pacers,1,0.5039999999999999,Y,0.5714285714285714,1,0.4,0,0.5714285714285714,1
19,K.Irving o5.5 Ast,SBK5065,-105,0.53,1.0347619047619048,15.9433,Brooklyn Nets,K.Irving,Indiana Pacers,1,0.5047619047619047,Y,0.42857142857142855,0,0.4,0,0.42857142857142855,0
20,J.Smith Yes190 Double-Double,JoeDellera,190,0.25,0.725,7.3726,Indiana Pacers,J.Smith,Brooklyn Nets,0,0.475,N,0.25,0,0.2,0,0.25,0
21,T.Haliburton o13.5 Rebs+Ast,JoeDellera,-125,1.0,1.8,7.3726,Indiana Pacers,T.Haliburton,Brooklyn Nets,0,0.8,N,0.75,1,0.8,1,0.75,1
22,K.Durant o5.5 Ast,JoeDellera,-104,0.6,1.176923076923077,7.3726,Brooklyn Nets,K.Durant,Indiana Pacers,1,0.576923076923077,Y,0.2857142857142857,0,0.2,0,0.2857142857142857,0
23,T.Haliburton o20.5 Pts,stevietpfl,-114,1.14,2.14,0.0,Indiana Pacers,T.Haliburton,Brooklyn Nets,0,1.0000000000000002,N,0.625,1,0.4,0,0.625,1
24,M.Turner o1.5 Ast,HPBasketball,145,0.5,1.225,-15.261,Indiana Pacers,M.Turner,Brooklyn Nets,0,0.7250000000000001,Y,1.0,1,1.0,1,1.0,1
25,N.Claxton o2.5 Stl+Blk,HPBasketball,110,0.5,1.05,-15.261,Brooklyn Nets,N.Claxton,Indiana Pacers,1,0.55,Y,0.5714285714285714,1,0.4,0,0.5714285714285714,1
