,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,E.Mobley Double-Double (Yes),JoeDellera,185,0.25,0.7125,18.1834,Cleveland Cavaliers,E.Mobley,Miami Heat,1,0.4625,N,0.2692307692307692,0,0.4,0,0.3,0
1,E.Mobley o13.5 Pts,JoeDellera,-130,0.75,1.3269230769230769,0.0,Cleveland Cavaliers,E.Mobley,Miami Heat,1,0.5769230769230769,Y,0.6346153846153846,1,0.6,1,0.8,1
2,E.Mobley o24.5 Pts+Rebs+Ast,PropBetGuy,-120,1.2,2.2,-1.9300000000000008,Cleveland Cavaliers,E.Mobley,Miami Heat,1,1.0000000000000002,Y,0.6153846153846154,1,0.6,1,0.8,1
3,D.Mitchell o4.5 Ast,JoeMetz,-110,1.1,2.1,1.16,Cleveland Cavaliers,D.Mitchell,Miami Heat,1,1.0,Y,0.5227272727272727,1,0.4,0,0.6,1
4,L.James o14.5 Rebs+Ast,JoeDellera,-100,0.4,0.8,18.1834,Los Angeles Lakers,L.James,New York Knicks,0,0.4,Y,0.6666666666666666,1,1.0,1,1.0,1
5,L.James o7.5 Rebs,JoeDellera,105,0.75,1.5375,0.0,Los Angeles Lakers,L.James,New York Knicks,0,0.7874999999999999,Y,0.6666666666666666,1,1.0,1,1.0,1
6,A.Davis o9.5 Rebs,JoeDellera,-125,0.55,0.99,0.0,Los Angeles Lakers,A.Davis,New York Knicks,0,0.44,N,0.7142857142857143,1,0.6,1,0.7,1
7,L.James o7.5 Rebs,SBK5065,110,0.5,1.05,16.145,Los Angeles Lakers,L.James,New York Knicks,0,0.55,Y,0.6666666666666666,1,1.0,1,1.0,1
8,A.Davis o33.5 Pts+Rebs+Ast,SBK5065,-110,0.55,1.05,0.0,Los Angeles Lakers,A.Davis,New York Knicks,0,0.5,Y,0.75,1,0.6,1,0.7,1
9,A.Davis Double-Double (Yes),PropBetGuy,-110,1.1,2.1,-1.9300000000000008,Los Angeles Lakers,A.Davis,New York Knicks,0,1.0,N,0.7142857142857143,1,0.6,1,0.7,1
10,L.James o28.5 Pts,PropBomb,-105,1.05,2.05,-10.1923,Los Angeles Lakers,L.James,New York Knicks,0,0.9999999999999998,N,0.5476190476190477,1,0.6,1,0.7,1
11,L.James o28.5 Pts,JoeMetz,-105,1.05,2.05,1.16,Los Angeles Lakers,L.James,New York Knicks,0,0.9999999999999998,N,0.5476190476190477,1,0.6,1,0.7,1
12,A.Davis o33.5 Pts+Rebs+Ast,JoeMetz,-130,1.3,2.3,0.0,Los Angeles Lakers,A.Davis,New York Knicks,0,0.9999999999999998,Y,0.75,1,0.6,1,0.7,1
13,A.Davis Double-Double (Yes),charliedisturco,-120,0.6,1.1,0.1542999999999998,Los Angeles Lakers,A.Davis,New York Knicks,0,0.5000000000000001,N,0.7142857142857143,1,0.6,1,0.7,1
14,L.Ball o3.5 3pt M,JoeDellera,-115,1.0,1.869565217391304,18.1834,Charlotte Hornets,L.Ball,Milwaukee Bucks,0,0.8695652173913042,N,0.6923076923076923,1,0.4,0,0.5,0
15,G.Antetokounmpo u13.5 Rebs,JoeDellera,-105,1.0,1.9523809523809523,0.0,Milwaukee Bucks,G.Antetokounmpo,Charlotte Hornets,1,0.9523809523809524,N,0.675,1,0.6,1,0.6,1
16,G.Antetokounmpo u13.5 Rebs,SBK5065,102,0.5,1.01,16.145,Milwaukee Bucks,G.Antetokounmpo,Charlotte Hornets,1,0.51,N,0.675,1,0.6,1,0.6,1
17,L.Ball o3.5 3pt M,SBK5065,-120,0.6,1.1,0.0,Charlotte Hornets,L.Ball,Milwaukee Bucks,0,0.5000000000000001,N,0.6923076923076923,1,0.4,0,0.5,0
18,T.Rozier o2.5 3pt M,JoeMetz,-130,1.3,2.3,1.16,Charlotte Hornets,T.Rozier,Milwaukee Bucks,0,0.9999999999999998,N,0.4883720930232558,0,0.6,1,0.5,0
19,N.Jokic o10.5 Rebs,JoeDellera,-132,1.0,1.7575757575757576,18.1834,Denver Nuggets,N.Jokic,New Orleans Pelicans,1,0.7575757575757576,Y,0.5227272727272727,1,0.8,1,0.7,1
20,N.Jokic o10.5 Rebs,SBK5065,-125,0.63,1.134,16.145,Denver Nuggets,N.Jokic,New Orleans Pelicans,1,0.5040000000000001,Y,0.5227272727272727,1,0.8,1,0.7,1
21,M.Porter u1.5 Ast,SBK5065,-195,0.75,1.1346153846153846,0.0,Denver Nuggets,M.Porter,New Orleans Pelicans,1,0.3846153846153846,Y,0.6470588235294118,1,1.0,1,0.9,1
22,M.Porter u1.5 Ast,wheatonbrando,-195,0.5,0.7564102564102564,6.405,Denver Nuggets,M.Porter,New Orleans Pelicans,1,0.2564102564102564,Y,0.6470588235294118,1,1.0,1,0.9,1
