,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,F.Wagner o1.5 3pt M,SBK5065,-132,0.5,0.8787878787878788,5.574,Orlando Magic,F.Wagner,Indiana Pacers,1,0.3787878787878788,N,0.48936170212765956,0,0.4,0,0.7,1
1,N.Claxton o2.5 Blk,JoeDellera,-112,1.0,1.8928571428571428,27.954300000000003,Brooklyn Nets,N.Claxton,Philadelphia 76ers,0,0.8928571428571428,N,0.5681818181818182,1,0.8,1,0.9,1
2,J.Morant o28.5 Pts,JoeDellera,-113,0.5,0.9424778761061948,27.954300000000003,Memphis Grizzlies,J.Morant,Golden State Warriors,0,0.4424778761061947,Y,0.4634146341463415,0,0.4,0,0.5,0
3,J.Jackson o23.5 Pts+Rebs,PropBetGuy,-115,1.15,2.1499999999999995,9.620000000000005,Memphis Grizzlies,J.Jackson,Golden State Warriors,0,0.9999999999999996,N,0.5151515151515151,1,0.2,0,0.4,0
4,J.Morant o28.5 Pts,SBK5065,-110,0.55,1.05,5.574,Memphis Grizzlies,J.Morant,Golden State Warriors,0,0.5,Y,0.4634146341463415,0,0.4,0,0.5,0
5,S.Curry o27.5 Pts,SBK5065,-115,0.58,1.0843478260869563,0.0,Golden State Warriors,S.Curry,Memphis Grizzlies,1,0.5043478260869564,Y,0.5882352941176471,1,0.8,1,0.5,0
6,D.Sabonis o40.5 Pts+Rebs+Ast,JoeDellera,-122,0.5,0.9098360655737704,27.954300000000003,Sacramento Kings,D.Sabonis,Toronto Raptors,1,0.4098360655737705,N,0.4222222222222222,0,0.4,0,0.6,1
7,K.Murray o2.5 3pt M,JoeDellera,-105,0.75,1.4642857142857142,0.0,Sacramento Kings,K.Murray,Toronto Raptors,1,0.7142857142857142,Y,0.5111111111111111,1,0.8,1,0.8,1
8,D.Sabonis o31.5 Pts+Rebs,JoeDellera,-125,1.0,1.8,0.0,Sacramento Kings,D.Sabonis,Toronto Raptors,1,0.8,N,0.5111111111111111,1,0.2,0,0.5,0
9,D.Sabonis o40.5 Pts+Rebs+Ast,PropBetGuy,-122,1.83,3.33,9.620000000000005,Sacramento Kings,D.Sabonis,Toronto Raptors,1,1.5,N,0.4222222222222222,0,0.4,0,0.6,1
10,D.Sabonis o31.5 Pts+Rebs,SBK5065,-125,0.63,1.134,5.574,Sacramento Kings,D.Sabonis,Toronto Raptors,1,0.5040000000000001,N,0.5111111111111111,1,0.2,0,0.5,0
11,K.Johnson o22.5 Pts,SBK5065,-115,0.58,1.0843478260869563,5.574,San Antonio Spurs,K.Johnson,Los Angeles Lakers,0,0.5043478260869564,Y,0.42857142857142855,0,0.6,1,0.5,0
