,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,Z.Williamson o32.5 Pts+Ast,PropBetGuy,-125,1.0,1.8,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.8,Y,0.43478260869565216,0,0.8,1,0.6,1
1,J.Clarkson u27.5 Pts+Rebs+Ast,PropBetGuy,-104,1.04,2.04,0,Utah Jazz,J.Clarkson,New Orleans Pelicans,1,1.0,N,0.43333333333333335,0,0.4,0,0.4,0
2,Z.Williamson o27.5 Pts,SBK5065,-120,0.5,0.9166666666666669,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.4166666666666668,Y,0.391304347826087,0,0.8,1,0.6,1
3,L.Markkanen o7.5 Rebs,SBK5065,-120,0.6,1.1,0,Utah Jazz,L.Markkanen,New Orleans Pelicans,1,0.5000000000000001,N,0.6428571428571429,1,0.6,1,0.7,1
4,C.McCollum o28.5 Pts+Rebs+Ast,SBK5065,-110,0.5,0.9545454545454546,0,New Orleans Pelicans,C.McCollum,Utah Jazz,0,0.4545454545454546,Y,0.5,0,0.6,1,0.4,0
5,Z.Williamson o27.5 Pts,GreenDotDaily,-111,0.9,1.7108108108108109,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.8108108108108109,Y,0.391304347826087,0,0.8,1,0.6,1
6,Z.Williamson o27.5 Pts,PropBomb,-130,1.0,1.7692307692307692,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.7692307692307692,Y,0.391304347826087,0,0.8,1,0.6,1
7,Z.Williamson o29.5 Pts,JoeDellera,125,0.31,0.6975,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.3875,Y,0.2608695652173913,0,0.6,1,0.5,0
8,Z.Williamson o27.5 Pts,JoeDellera,-115,0.65,1.2152173913043478,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,0.5652173913043478,Y,0.391304347826087,0,0.8,1,0.6,1
9,Z.Williamson o27.5 Pts,ChicagoFlow,-115,1.5,2.804347826086956,0,New Orleans Pelicans,Z.Williamson,Utah Jazz,0,1.304347826086956,Y,0.391304347826087,0,0.8,1,0.6,1
10,D.Brooks u18.5 Pts,PropBetGuy,-120,1.0,1.8333333333333333,0,Memphis Grizzlies,D.Brooks,Milwaukee Bucks,1,0.8333333333333333,Y,0.56,1,0.8,1,0.6,1
11,G.Antetokounmpo o5.5 Ast,SBK5065,-130,0.65,1.15,0,Milwaukee Bucks,G.Antetokounmpo,Memphis Grizzlies,0,0.4999999999999999,N,0.375,0,0.2,0,0.3,0
12,K.Middleton o18.5 Pts,SBK5065,-110,0.55,1.05,0,Milwaukee Bucks,K.Middleton,Memphis Grizzlies,0,0.5,N,0.2857142857142857,0,0.4,0,0.2857142857142857,0
13,G.Antetokounmpo u32.5 Pts,SBK5065,-108,0.5,0.962962962962963,0,Milwaukee Bucks,G.Antetokounmpo,Memphis Grizzlies,0,0.462962962962963,Y,0.5833333333333334,1,0.8,1,0.5,0
14,G.Antetokounmpo o5.5 Ast,PropBomb,-130,1.95,3.45,0,Milwaukee Bucks,G.Antetokounmpo,Memphis Grizzlies,0,1.5000000000000002,N,0.375,0,0.2,0,0.3,0
15,B.Lopez o1.5 3pt M,GreenDotDaily,-127,1.0,1.7874015748031495,0,Milwaukee Bucks,B.Lopez,Memphis Grizzlies,0,0.7874015748031495,N,0.6296296296296297,1,0.2,0,0.5,0
16,J.Jackson o2.5 Stl+Blk,JoeDellera,-120,0.5,0.9166666666666669,0,Memphis Grizzlies,J.Jackson,Milwaukee Bucks,1,0.4166666666666668,N,0.6666666666666666,1,0.6,1,0.6,1
17,B.Lopez o1.5 3pt M,JoeDellera,-120,0.5,0.9166666666666669,0,Milwaukee Bucks,B.Lopez,Memphis Grizzlies,0,0.4166666666666668,N,0.6296296296296297,1,0.2,0,0.5,0
18,T.Eason o4.5 Rebs,JoeDellera,-135,0.22,0.3829629629629629,0,Houston Rockets,T.Eason,Miami Heat,1,0.1629629629629629,Y,0.7142857142857143,1,0.8,1,0.8,1
19,J.Butler o13.5 Rebs+Ast,PropBomb,-115,1.0,1.869565217391304,0,Miami Heat,J.Butler,Houston Rockets,0,0.869565217391304,Y,0.42105263157894735,0,0.4,0,0.6,1
20,J.Green o22.5 Pts,SBK5065,-106,0.53,1.03,0,Houston Rockets,J.Green,Miami Heat,1,0.5,N,0.39285714285714285,0,0.6,1,0.5,0
21,J.Green o22.5 Pts,PropBetGuy,-106,1.06,2.06,0,Houston Rockets,J.Green,Miami Heat,1,1.0,N,0.39285714285714285,0,0.6,1,0.5,0
22,B.Biyombo o6.5 Rebs,JoeDellera,-115,0.3,0.5608695652173913,0,Phoenix Suns,B.Biyombo,Los Angeles Clippers,0,0.2608695652173913,N,0.08695652173913043,0,0.0,0,0.0,0
23,M.Brown o7.5 Rebs,JoeDellera,-110,0.45,0.8590909090909091,0,Los Angeles Clippers,M.Brown,Phoenix Suns,1,0.4090909090909091,Y,0.08695652173913043,0,0.2,0,0.2,0
24,M.Brown o7.5 Rebs,PropBomb,-110,0.5,0.9545454545454546,0,Los Angeles Clippers,M.Brown,Phoenix Suns,1,0.4545454545454546,Y,0.08695652173913043,0,0.2,0,0.2,0
25,M.Morris u23.5 Pts+Rebs+Ast,PropBetGuy,-127,1.0,1.7874015748031495,0,Los Angeles Clippers,M.Morris,Phoenix Suns,1,0.7874015748031495,Y,0.7142857142857143,1,0.8,1,0.9,1
