,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,O.Anunoby o21.5 Pts,SBK5065,-125,0.63,1.134,30.4816,Toronto Raptors,O.Anunoby,Detroit Pistons,0,0.5039999999999999,N,0.26666666666666666,0,0.4,0,0.4,0
1,B.Bogdanovic o18.5 Pts,SBK5065,-120,0.6,1.1,30.4816,Detroit Pistons,B.Bogdanovic,Toronto Raptors,1,0.5000000000000001,N,0.5333333333333333,1,0.4,0,0.5,0
2,J.Ivey o16.5 Pts,Noto,-125,1.25,2.25,-11.01,Detroit Pistons,J.Ivey,Toronto Raptors,1,1.0,Y,0.5714285714285714,1,0.6,1,0.5,0
3,S.Bey o19 Pts+Rebs,Noto,-122,1.22,2.22,-11.01,Detroit Pistons,S.Bey,Toronto Raptors,1,1.0000000000000002,N,0.5333333333333333,1,0.4,0,0.5,0
4,S.Barnes o15.5 Rebs+Ast,JoeDellera,-125,0.75,1.35,-3.2655,Toronto Raptors,S.Barnes,Detroit Pistons,0,0.6000000000000001,N,0.07142857142857142,0,0.0,0,0.1,0
5,S.Barnes o13.5 Rebs+Ast,JoeDellera,-110,0.5,0.9545454545454546,-3.2655,Toronto Raptors,S.Barnes,Detroit Pistons,0,0.4545454545454546,N,0.35714285714285715,0,0.2,0,0.4,0
6,S.Barnes Yes Triple-Double,JoeDellera,1600,0.1,1.7000000000000002,-3.2655,Toronto Raptors,S.Barnes,Detroit Pistons,0,1.6,N,0.07142857142857142,0,0.0,0,0.1,0
7,S.Barnes o16.5 Rebs+Ast,JoeDellera,105,0.25,0.5125,-3.2655,Toronto Raptors,S.Barnes,Detroit Pistons,0,0.2624999999999999,N,0.07142857142857142,0,0.0,0,0.1,0
8,K.Oubre u18.5 Pts,SBK5065,-110,0.55,1.05,30.4816,Charlotte Hornets,K.Oubre,Orlando Magic,0,0.5,Y,0.6666666666666666,1,0.4,0,0.6,1
9,L.Ball o18.5 Pts,SBK5065,-114,0.57,1.0699999999999998,30.4816,Charlotte Hornets,L.Ball,Orlando Magic,0,0.4999999999999999,N,0.0,0,0.0,0,0.0,0
10,B.Bol u13.5 Pts,SBK5065,-125,0.63,1.134,30.4816,Orlando Magic,B.Bol,Charlotte Hornets,1,0.5039999999999999,N,0.7142857142857143,1,0.6,1,0.7,1
11,J.Suggs u6.5 Ast,SBK5065,-150,1.5,2.5,30.4816,Orlando Magic,J.Suggs,Charlotte Hornets,1,1.0,N,0.6666666666666666,1,0.6,1,0.6666666666666666,1
12,P.Washington u14.5 Pts+Ast,PropBetGuy,-111,1.11,2.1100000000000003,0.0,Charlotte Hornets,P.Washington,Orlando Magic,0,1.0000000000000002,N,0.5333333333333333,1,0.6,1,0.5,0
13,A.Horford u8.5 Rebs,SBK5065,-140,0.7,1.2,0.0,Boston Celtics,A.Horford,Oklahoma City Thunder,1,0.5,N,0.8181818181818182,1,0.8,1,0.8,1
14,M.Smart u23.5 Pts+Rebs+Ast,Noto,-118,1.18,2.18,-11.01,Boston Celtics,M.Smart,Oklahoma City Thunder,1,1.0000000000000002,N,0.5714285714285714,1,0.4,0,0.5,0
15,J.Butler o29.5 Pts+Ast,SBK5065,-105,1.0,1.9523809523809523,30.4816,Miami Heat,J.Butler,Phoenix Suns,1,0.9523809523809524,N,0.3333333333333333,0,0.4,0,0.4,0
16,J.Butler o29.5 Pts+Rebs,SBK5065,-130,0.65,1.15,30.4816,Miami Heat,J.Butler,Phoenix Suns,1,0.4999999999999999,N,0.3333333333333333,0,0.2,0,0.3,0
17,P.George o26.5 Pts,JoeMetz,-105,1.05,2.05,0.0,Los Angeles Clippers,P.George,Houston Rockets,0,0.9999999999999998,N,0.46153846153846156,0,0.4,0,0.5,0
18,D.Vassell o3.5 Ast,SBK5065,-105,1.0,1.9523809523809523,30.4816,San Antonio Spurs,D.Vassell,Golden State Warriors,0,0.9523809523809524,N,0.6,1,0.6,1,0.6,1
19,J.Richardson o2.5 Ast,SBK5065,-110,0.55,1.05,30.4816,San Antonio Spurs,J.Richardson,Golden State Warriors,0,0.5,Y,0.6153846153846154,1,0.6,1,0.7,1
20,J.Poeltl o24.5 Pts+Rebs+Ast,SBK5065,-115,0.58,1.0843478260869563,30.4816,San Antonio Spurs,J.Poeltl,Golden State Warriors,0,0.5043478260869564,N,0.5714285714285714,1,0.4,0,0.4,0
