,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,6,6,7,L.Ball o37.5 Pts+Rebs+Ast,JoeMetz,-120,1.0,1.8333333333333333,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.8333333333333333,,,,,,,,,
7,7,7,8,L.Ball o37.5 Pts+Rebs+Ast,SBK5065,-120,0.5,0.9166666666666669,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.4166666666666668,,,,,,,,,
8,8,8,9,L.Ball o37.5 Pts+Rebs+Ast,PropBetGuy,-120,0.5,0.9166666666666669,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.4166666666666668,,,,,,,,,
2,2,6,7,L.Ball o37.5 Pts+Rebs+Ast,JoeMetz,-120,1.0,1.8333333333333333,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.8333333333333333,2.0,6.0,6.0,0.6,1.0,0.8,1.0,0.7,1.0
3,3,7,8,L.Ball o37.5 Pts+Rebs+Ast,SBK5065,-120,0.5,0.9166666666666669,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.4166666666666668,3.0,7.0,7.0,0.6,1.0,0.8,1.0,0.7,1.0
4,4,8,9,L.Ball o37.5 Pts+Rebs+Ast,PropBetGuy,-120,0.5,0.9166666666666669,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.4166666666666668,4.0,8.0,8.0,0.6,1.0,0.8,1.0,0.7,1.0
