,Unnamed: 0,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,1,1.0,5.0,5.0,5,6,L.Ball o3.5 3pt M,SBK5065,-115,0.5,0.934782608695652,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.434782608695652,0.75,1.0,0.6,1.0,0.6,1.0
5,5,5.0,9.0,9.0,9,10,L.Ball o3.5 3pt M,JoeDellera,-120,0.83,1.5216666666666667,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.6916666666666668,0.75,1.0,0.6,1.0,0.6,1.0
5,5,,,,5,6,L.Ball o3.5 3pt M,SBK5065,-115,0.5,0.934782608695652,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.434782608695652,,,,,,
9,9,,,,9,10,L.Ball o3.5 3pt M,JoeDellera,-120,0.83,1.5216666666666667,0,Charlotte Hornets,L.Ball,Brooklyn Nets,1.0,0.6916666666666668,,,,,,
