,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Paolo Banchero,Orlando Magic,Boston Celtics,0,37.00,20,5,5,1,0,3,.605,.500,.462,3.0,10.8,7.1,18.3,1.3,0.0,21.0,123,110,4.0
1,Franz Wagner,Orlando Magic,Boston Celtics,0,34.14,19,2,4,0,0,1,.439,.342,.368,3.3,8.8,6.2,8.3,0.0,0.0,27.5,100,114,-6.2
2,Markelle Fultz,Orlando Magic,Boston Celtics,0,28.11,12,4,4,2,1,0,.551,.500,.100,11.9,3.5,7.5,20.3,3.4,4.5,22.5,95,105,-0.7
3,Moritz Wagner,Orlando Magic,Boston Celtics,0,23.17,25,1,8,1,0,1,.854,.792,.167,19.2,17.2,18.1,8.8,2.0,0.0,28.5,159,107,19.3
4,Bol Bol,Orlando Magic,Boston Celtics,0,19.06,4,0,8,0,0,0,.296,.200,.400,5.8,36.6,22.1,0.0,0.0,0.0,18.3,59,106,-10.4
5,Cole Anthony,Orlando Magic,Boston Celtics,0,29.29,14,3,5,0,0,0,.538,.538,.385,0.0,17.0,8.9,16.0,0.0,0.0,20.3,107,111,-1.5
6,Terrence Ross,Orlando Magic,Boston Celtics,0,27.42,7,2,5,1,0,1,.438,.438,.625,0.0,18.1,9.5,9.4,1.7,0.0,13.0,97,107,0.0
7,Mo Bamba,Orlando Magic,Boston Celtics,0,24.43,8,1,12,1,0,1,.508,.500,.286,22.6,28.3,25.6,5.4,1.9,0.0,12.7,139,104,3.6
8,Admiral Schofield,Orlando Magic,Boston Celtics,0,11.00,3,1,1,0,0,1,.750,.750,1.000,0.0,9.1,4.8,11.6,0.0,0.0,7.3,174,113,-0.2
9,Kevon Harris,Orlando Magic,Boston Celtics,0,5.18,5,0,1,1,0,1,1.250,1.250,.500,0.0,18.9,10.0,0.0,9.0,0.0,15.1,250,90,32.6
10,Jayson Tatum,Boston Celtics,Orlando Magic,1,38.03,31,3,7,2,0,2,.613,.500,.400,7.9,11.7,9.7,16.0,2.5,0.0,30.5,127,117,6.9
11,Jaylen Brown,Boston Celtics,Orlando Magic,1,36.38,26,3,4,1,2,4,.607,.529,.588,0.0,12.2,5.8,15.2,1.3,4.5,32.9,95,118,-1.3
12,Marcus Smart,Boston Celtics,Orlando Magic,1,34.15,10,8,1,1,1,1,.465,.389,.778,2.9,0.0,1.5,36.4,1.4,2.4,14.6,117,123,-0.9
13,Derrick White,Boston Celtics,Orlando Magic,1,25.36,3,1,3,1,3,0,.255,.200,.600,3.9,8.7,6.2,5.7,1.9,9.7,11.4,63,115,-4.8
14,Al Horford,Boston Celtics,Orlando Magic,1,15.53,6,1,6,0,3,2,.750,.750,1.000,0.0,42.2,19.9,10.4,0.0,15.6,13.4,118,104,8.7
15,Malcolm Brogdon,Boston Celtics,Orlando Magic,1,29.45,15,0,3,2,2,1,.472,.433,.467,0.0,11.3,5.3,0.0,3.2,5.6,24.1,91,113,-2.0
16,Grant Williams,Boston Celtics,Orlando Magic,1,19.09,7,0,5,1,0,1,.444,.357,.714,10.4,17.5,13.8,0.0,2.5,0.0,17.5,108,115,-2.0
17,Robert Williams,Boston Celtics,Orlando Magic,1,17.34,9,1,5,1,1,0,.922,1.000,.000,11.4,19.1,15.0,11.4,2.7,4.7,14.2,156,112,6.1
18,Sam Hauser,Boston Celtics,Orlando Magic,1,10.26,0,0,2,0,0,0,.000,.000,1.000,0.0,21.4,10.1,0.0,0.0,0.0,8.1,0,119,-15.6
19,Luke Kornet,Boston Celtics,Orlando Magic,1,7.20,2,0,2,0,0,0,1.000,1.000,.000,13.6,15.2,14.4,0.0,0.0,0.0,5.8,209,121,-4.8
20,Blake Griffin,Boston Celtics,Orlando Magic,1,5.21,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,127,-14.5
