,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Paolo Banchero,Orlando Magic,Chicago Bulls,0,35.27,22,3,4,0,3,0,.522,.444,.222,6.6,6.0,6.3,15.0,0.0,6.2,29.4,105,97,2.6
1,Markelle Fultz,Orlando Magic,Chicago Bulls,0,35.09,18,9,10,0,1,0,.567,.533,.133,6.7,24.3,15.9,45.4,0.0,2.1,20.4,136,95,9.3
2,Franz Wagner,Orlando Magic,Chicago Bulls,0,32.56,18,3,3,1,0,3,1.014,1.063,.500,0.0,9.7,5.1,15.7,1.5,0.0,17.6,122,97,5.1
3,Wendell Carter Jr.,Orlando Magic,Chicago Bulls,0,29.34,15,1,7,0,0,2,.540,.538,.385,0.0,25.3,13.2,5.7,0.0,0.0,22.7,99,96,-2.5
4,Gary Harris,Orlando Magic,Chicago Bulls,0,27.46,8,4,4,3,0,1,.735,.700,.600,0.0,15.4,8.0,21.1,5.3,0.0,12.1,116,87,7.3
5,Jalen Suggs,Orlando Magic,Chicago Bulls,0,22.35,3,1,2,0,1,0,.202,.143,.429,5.2,4.7,4.9,5.9,0.0,3.3,18.9,46,99,-15.5
6,Moritz Wagner,Orlando Magic,Chicago Bulls,0,18.02,7,2,2,3,1,1,.595,.500,.800,0.0,11.8,6.2,16.3,8.2,4.1,19.7,96,79,8.1
7,Caleb Houstan,Orlando Magic,Chicago Bulls,0,13.01,5,0,2,0,0,1,.500,.500,.400,0.0,16.4,8.6,0.0,0.0,0.0,17.3,96,98,-4.9
8,Jonathan Isaac,Orlando Magic,Chicago Bulls,0,12.57,0,0,4,1,0,0,.000,.000,.000,18.1,16.5,17.2,0.0,3.8,0.0,17.4,30,90,-15.0
9,Bol Bol,Orlando Magic,Chicago Bulls,0,12.33,4,1,4,0,0,0,1.064,1.000,.000,0.0,34.0,17.8,11.2,0.0,0.0,17.5,80,93,-6.1
10,Zach LaVine,Chicago Bulls,Orlando Magic,1,40.16,26,5,9,0,0,0,.553,.450,.150,2.6,23.3,12.5,24.6,0.0,0.0,30.8,101,106,0.5
11,DeMar DeRozan,Chicago Bulls,Orlando Magic,1,35.42,19,6,3,0,1,0,.446,.400,.100,0.0,9.8,4.7,33.3,0.0,2.5,29.6,90,106,-2.1
12,Nikola Vučević,Chicago Bulls,Orlando Magic,1,34.12,13,1,13,2,0,1,.547,.500,.182,6.2,37.7,21.2,5.0,2.9,0.0,16.4,111,97,2.3
13,Ayo Dosunmu,Chicago Bulls,Orlando Magic,1,34.05,2,3,4,1,0,0,.200,.200,.400,6.3,6.9,6.6,12.6,1.4,0.0,8.9,60,106,-6.6
14,Patrick Williams,Chicago Bulls,Orlando Magic,1,30.12,6,0,4,0,1,0,.253,.182,.364,7.1,7.8,7.4,0.0,0.0,2.9,21.4,51,106,-14.4
15,Coby White,Chicago Bulls,Orlando Magic,1,22.53,12,1,2,1,1,2,.750,.750,.625,0.0,10.2,4.9,8.6,2.1,3.9,15.2,150,100,11.0
16,Andre Drummond,Chicago Bulls,Orlando Magic,1,13.48,6,0,7,0,0,0,.750,.750,.000,15.5,42.4,28.3,0.0,0.0,0.0,12.6,158,103,5.1
17,Goran Dragić,Chicago Bulls,Orlando Magic,1,11.04,2,1,0,0,0,0,.347,.000,1.000,0.0,0.0,0.0,12.4,0.0,0.0,19.2,51,110,-16.1
18,Derrick Jones Jr.,Chicago Bulls,Orlando Magic,1,9.04,1,0,1,2,0,0,.568,,,11.8,0.0,6.2,0.0,10.8,0.0,4.2,147,86,8.9
19,Dalen Terry,Chicago Bulls,Orlando Magic,1,8.44,4,0,1,2,0,0,.400,.400,.200,0.0,13.4,6.4,0.0,11.3,0.0,24.9,83,83,8.1
20,Dejounte Murray,Atlanta Hawks,Charlotte Hornets,0,39.43,20,4,5,1,0,1,.653,.607,.214,0.0,20.8,7.8,11.2,1.1,0.0,14.3,150,137,-0.7
