,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Jordan Clarkson,Utah Jazz,Atlanta Hawks,0,34.51,23,5,4,0,0,2,.546,.444,.389,2.8,8.1,5.5,20.0,0.0,0.0,27.0,118,121,-1.3
1,Lauri Markkanen,Utah Jazz,Atlanta Hawks,0,31.21,32,0,8,0,1,6,.743,.667,.444,6.1,18.0,12.1,0.0,0.0,1.9,31.9,132,116,8.1
2,Mike Conley,Utah Jazz,Atlanta Hawks,0,28.43,7,13,1,0,0,0,.451,.333,.333,0.0,3.3,1.7,53.4,0.0,0.0,12.5,138,123,-0.7
3,Jarred Vanderbilt,Utah Jazz,Atlanta Hawks,0,28.15,6,0,7,1,0,0,.750,.750,.250,3.4,20.0,11.8,0.0,1.6,0.0,5.8,157,113,-2.5
4,Kelly Olynyk,Utah Jazz,Atlanta Hawks,0,20.35,14,2,6,0,0,1,.643,.650,.300,14.0,13.7,13.9,15.5,0.0,0.0,25.5,120,119,0.0
5,Malik Beasley,Utah Jazz,Atlanta Hawks,0,29.21,18,1,6,2,0,6,.818,.818,.909,3.3,16.0,9.7,4.8,3.2,0.0,16.7,144,111,10.1
6,Talen Horton-Tucker,Utah Jazz,Atlanta Hawks,0,19.17,8,5,3,0,1,2,.500,.500,.500,5.0,9.8,7.4,34.1,0.0,3.1,21.2,107,118,1.0
7,Rudy Gay,Utah Jazz,Atlanta Hawks,0,18.08,2,0,6,1,1,0,.143,.143,.571,5.3,26.0,15.7,0.0,2.6,3.3,18.0,38,106,-14.1
8,Walker Kessler,Utah Jazz,Atlanta Hawks,0,16.20,12,1,6,0,3,0,.932,1.000,.000,17.6,17.3,17.5,11.1,0.0,10.9,16.1,193,110,16.3
9,Collin Sexton,Utah Jazz,Atlanta Hawks,0,13.09,3,0,0,1,0,0,.218,.167,.000,0.0,0.0,0.0,0.0,3.5,0.0,24.5,43,116,-19.8
10,Dejounte Murray,Atlanta Hawks,Utah Jazz,1,37.49,26,5,6,0,1,1,.597,.575,.250,2.5,12.7,7.5,17.1,0.0,2.3,25.2,118,124,0.5
11,Trae Young,Atlanta Hawks,Utah Jazz,1,35.45,22,9,4,2,0,2,.393,.393,.179,2.6,8.1,5.3,32.2,2.6,0.0,32.3,98,121,-0.5
12,De'Andre Hunter,Atlanta Hawks,Utah Jazz,1,32.34,22,0,3,1,0,1,.674,.633,.400,0.0,8.8,4.4,0.0,1.4,0.0,20.4,134,123,1.7
13,John Collins,Atlanta Hawks,Utah Jazz,1,28.16,15,3,4,0,0,1,.845,.813,.125,3.3,10.2,6.7,12.5,0.0,0.0,12.1,182,126,7.0
14,Clint Capela,Atlanta Hawks,Utah Jazz,1,26.11,15,1,19,0,2,0,.540,.538,.000,35.9,33.0,34.5,4.8,0.0,6.7,21.9,130,114,3.7
15,Onyeka Okongwu,Atlanta Hawks,Utah Jazz,1,19.59,4,3,5,1,1,0,.500,.500,.000,4.7,19.2,11.9,15.6,2.3,4.4,7.7,138,115,3.6
16,Jalen Johnson,Atlanta Hawks,Utah Jazz,1,19.30,0,1,5,1,1,0,.000,.000,.200,4.8,19.7,12.2,4.8,2.4,4.5,9.9,30,114,-10.4
17,Justin Holiday,Atlanta Hawks,Utah Jazz,1,19.06,10,0,2,0,0,2,.556,.556,.667,0.0,10.1,5.0,0.0,0.0,0.0,22.1,93,126,-8.3
18,AJ Griffin,Atlanta Hawks,Utah Jazz,1,10.29,3,0,3,0,0,1,.300,.300,.800,9.0,18.3,13.6,0.0,0.0,0.0,18.3,85,123,-10.9
19,Aaron Holiday,Atlanta Hawks,Utah Jazz,1,10.21,2,2,3,0,0,0,.500,.500,.000,9.1,18.6,13.8,20.0,0.0,0.0,14.9,77,123,-8.8
20,Saddiq Bey,Detroit Pistons,Boston Celtics,0,32.48,18,0,4,1,0,1,.549,.375,.500,2.9,10.7,6.4,0.0,1.5,0.0,21.8,119,131,-3.5
21,Jaden Ivey,Detroit Pistons,Boston Celtics,0,31.23,19,6,10,1,0,2,.630,.583,.417,9.2,26.1,16.8,33.0,1.5,0.0,19.8,151,128,11.4
22,Bojan Bogdanović,Detroit Pistons,Boston Celtics,0,26.11,17,1,2,1,0,1,.623,.591,.364,0.0,8.9,4.0,7.1,1.9,0.0,24.6,114,130,0.0
23,Cade Cunningham,Detroit Pistons,Boston Celtics,0,23.58,4,2,3,0,1,0,.168,.091,.545,4.0,9.8,6.6,11.4,0.0,4.8,23.8,47,131,-19.3
24,Isaiah Stewart,Detroit Pistons,Boston Celtics,0,20.29,12,1,10,0,0,1,.694,.583,.667,14.1,40.0,25.8,7.8,0.0,0.0,19.4,144,129,1.8
25,Jalen Duren,Detroit Pistons,Boston Celtics,0,29.43,10,2,10,1,1,0,.625,.625,.000,16.2,19.7,17.8,11.2,1.6,3.8,11.1,152,126,3.6
26,Killian Hayes,Detroit Pistons,Boston Celtics,0,22.23,16,1,2,1,0,1,.643,.625,.167,4.3,5.2,4.7,9.8,2.2,0.0,22.9,140,130,3.9
27,Isaiah Livers,Detroit Pistons,Boston Celtics,0,18.26,3,0,2,0,1,1,.387,.500,1.000,0.0,12.7,5.7,0.0,0.0,6.2,10.9,61,130,-9.5
28,Hamidou Diallo,Detroit Pistons,Boston Celtics,0,14.27,4,0,2,1,0,0,.250,.250,.125,0.0,16.2,7.3,0.0,3.4,0.0,28.5,44,125,-24.2
29,Cory Joseph,Detroit Pistons,Boston Celtics,0,5.36,4,2,0,1,0,0,.694,.500,.500,0.0,0.0,0.0,60.3,8.7,0.0,21.2,167,116,23.1
30,Rodney McGruder,Detroit Pistons,Boston Celtics,0,5.36,2,0,1,0,0,0,.532,.000,.000,17.1,0.0,9.4,0.0,0.0,0.0,13.8,145,136,-2.6
31,Kevin Knox,Detroit Pistons,Boston Celtics,0,5.36,0,0,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,14.7,0,136,-27.1
32,Nerlens Noel,Detroit Pistons,Boston Celtics,0,3.24,3,0,2,0,0,0,.521,.500,.000,0.0,68.9,31.0,0.0,0.0,0.0,34.9,112,125,0.9
33,Jayson Tatum,Boston Celtics,Detroit Pistons,1,31.35,31,5,1,1,1,5,.672,.625,.550,0.0,3.0,1.7,23.9,1.5,2.7,33.5,136,116,9.6
34,Jaylen Brown,Boston Celtics,Detroit Pistons,1,30.01,30,3,7,1,0,2,.679,.632,.316,7.8,16.0,12.3,16.3,1.6,0.0,32.3,145,112,10.0
35,Al Horford,Boston Celtics,Detroit Pistons,1,26.23,13,2,6,1,0,1,1.009,1.083,.167,4.4,18.2,12.0,10.1,1.8,0.0,10.7,203,110,8.1
36,Marcus Smart,Boston Celtics,Detroit Pistons,1,23.23,2,11,3,2,0,0,.167,.167,.667,0.0,12.3,6.8,50.2,4.1,0.0,13.2,108,108,-0.9
37,Grant Williams,Boston Celtics,Detroit Pistons,1,20.27,5,1,4,0,0,1,.625,.625,.750,0.0,18.8,10.3,5.5,0.0,0.0,8.6,131,114,-5.9
38,Sam Hauser,Boston Celtics,Detroit Pistons,1,31.51,24,0,2,0,0,6,.800,.800,.800,0.0,6.0,3.3,0.0,0.0,0.0,20.7,146,120,4.4
39,Derrick White,Boston Celtics,Detroit Pistons,1,19.39,8,4,8,0,1,2,.820,.750,.500,6.0,34.2,21.5,23.2,0.0,4.4,13.1,157,106,8.8
40,Luke Kornet,Boston Celtics,Detroit Pistons,1,17.49,2,2,5,0,1,0,.500,.500,.000,19.7,10.8,14.8,12.2,0.0,4.8,9.9,109,115,-6.0
41,Malcolm Brogdon,Boston Celtics,Detroit Pistons,1,14.23,9,1,2,0,1,1,.781,.875,.500,8.1,6.7,7.3,9.0,0.0,6.0,29.8,89,116,-4.1
42,Payton Pritchard,Boston Celtics,Detroit Pistons,1,12.46,4,1,3,0,0,0,.333,.333,.500,0.0,22.6,12.4,9.5,0.0,0.0,27.5,57,113,-21.1
43,Noah Vonleh,Boston Celtics,Detroit Pistons,1,6.07,0,0,1,0,0,0,,,,0.0,15.7,8.6,0.0,0.0,0.0,7.2,0,115,-14.3
44,Justin Jackson,Boston Celtics,Detroit Pistons,1,5.36,0,1,1,0,0,0,.000,.000,1.000,0.0,17.1,9.4,18.2,0.0,0.0,15.7,39,115,-18.4
45,Julius Randle,New York Knicks,Brooklyn Nets,0,31.16,24,3,11,0,0,4,.633,.600,.533,2.8,33.4,16.7,26.7,0.0,0.0,31.1,103,112,8.5
46,Jalen Brunson,New York Knicks,Brooklyn Nets,0,30.58,14,2,4,0,0,1,.432,.321,.357,2.8,10.1,6.1,14.2,0.0,0.0,26.2,81,119,-7.0
47,RJ Barrett,New York Knicks,Brooklyn Nets,0,30.14,16,3,6,1,0,2,.457,.429,.286,5.8,13.8,9.4,23.7,1.6,0.0,28.7,86,114,-1.4
48,Jericho Sims,New York Knicks,Brooklyn Nets,0,26.37,7,0,6,1,3,0,.902,1.000,.000,9.8,11.8,10.7,0.0,1.8,10.2,6.2,187,107,3.1
49,Cam Reddish,New York Knicks,Brooklyn Nets,0,17.39,0,1,0,0,0,0,.000,.000,.571,0.0,0.0,0.0,9.7,0.0,0.0,16.8,8,121,-21.4
50,Obi Toppin,New York Knicks,Brooklyn Nets,0,20.46,5,1,4,1,0,0,.336,.286,.286,4.2,15.1,9.2,9.9,2.3,0.0,15.2,82,112,-3.3
51,Evan Fournier,New York Knicks,Brooklyn Nets,0,20.00,6,2,2,0,1,2,.429,.429,.714,0.0,10.4,4.8,20.7,0.0,4.5,16.9,81,115,-3.8
52,Immanuel Quickley,New York Knicks,Brooklyn Nets,0,19.44,2,4,4,1,0,0,.125,.125,.750,0.0,21.2,9.6,38.1,2.5,0.0,19.3,45,109,-11.5
