,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Immanuel Quickley,New York Knicks,Boston Celtics,0,55.06,38,7,8,4,2,5,.638,.625,.429,0.0,14.0,7.8,23.6,3.7,4.2,25.3,137,106,14.4
1,RJ Barrett,New York Knicks,Boston Celtics,0,50.08,29,3,11,1,1,3,.559,.523,.409,4.8,17.4,11.8,9.8,1.0,2.3,25.3,117,111,3.1
2,Julius Randle,New York Knicks,Boston Celtics,0,46.31,31,4,9,1,0,5,.652,.614,.591,5.2,14.5,10.4,15.0,1.1,0.0,29.9,109,114,2.3
3,Mitchell Robinson,New York Knicks,Boston Celtics,0,43.58,13,0,14,1,0,0,.611,.625,.000,19.2,15.4,17.1,0.0,1.1,0.0,14.0,116,113,-1.9
4,Quentin Grimes,New York Knicks,Boston Celtics,0,25.07,4,1,0,0,1,1,.694,.750,1.000,0.0,0.0,0.0,5.2,0.0,4.6,7.0,110,121,-1.0
5,Josh Hart,New York Knicks,Boston Celtics,0,39.46,10,2,8,0,0,1,.694,.700,.400,0.0,19.4,10.8,6.8,0.0,0.0,10.5,116,114,-3.1
6,Obi Toppin,New York Knicks,Boston Celtics,0,11.29,6,1,1,0,0,0,.773,.667,.333,0.0,8.4,4.7,13.7,0.0,0.0,19.2,131,119,2.6
7,Isaiah Hartenstein,New York Knicks,Boston Celtics,0,9.34,0,0,3,0,0,0,.000,.000,.000,0.0,30.3,16.8,0.0,0.0,0.0,18.9,0,108,-27.5
8,Miles McBride,New York Knicks,Boston Celtics,0,8.21,0,0,0,0,0,0,.000,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,16.3,0,123,-24.6
9,Jayson Tatum,Boston Celtics,New York Knicks,1,48.57,40,6,11,0,0,6,.567,.500,.567,3.9,22.2,12.1,24.7,0.0,0.0,32.5,124,117,7.9
10,Jaylen Brown,Boston Celtics,New York Knicks,1,47.23,29,1,8,4,1,2,.551,.520,.200,4.1,15.3,9.1,4.3,4.3,2.3,26.4,105,107,3.1
11,Al Horford,Boston Celtics,New York Knicks,1,45.44,20,6,14,1,2,6,.667,.667,.667,10.6,23.8,16.4,22.3,1.1,4.7,14.0,158,111,11.8
12,Marcus Smart,Boston Celtics,New York Knicks,1,39.16,13,4,3,1,0,3,.468,.423,.846,4.9,3.1,4.1,15.9,1.3,0.0,20.5,85,118,-9.4
13,Derrick White,Boston Celtics,New York Knicks,1,32.15,12,4,6,1,1,1,.436,.375,.333,9.0,11.2,10.0,20.1,1.6,3.3,19.5,110,113,-0.2
14,Grant Williams,Boston Celtics,New York Knicks,1,44.29,9,3,6,0,1,1,.514,.357,.714,6.5,8.1,7.2,9.7,0.0,2.4,10.3,113,118,-4.4
15,Sam Hauser,Boston Celtics,New York Knicks,1,19.40,3,3,3,0,0,1,.375,.375,1.000,0.0,18.4,8.2,22.1,0.0,0.0,10.8,91,117,-5.6
16,Mike Muscala,Boston Celtics,New York Knicks,1,12.16,3,0,3,1,0,1,.500,.500,1.000,0.0,29.6,13.1,0.0,4.1,0.0,17.4,55,105,-10.5
17,Terry Rozier,Charlotte Hornets,Brooklyn Nets,0,36.35,16,4,4,0,0,3,.426,.382,.412,0.0,10.1,5.2,19.9,0.0,0.0,24.8,87,109,-2.0
18,P.J. Washington,Charlotte Hornets,Brooklyn Nets,0,35.48,8,3,8,0,0,2,.364,.364,.545,0.0,20.6,10.6,13.9,0.0,0.0,17.9,63,106,-7.9
19,Kelly Oubre Jr.,Charlotte Hornets,Brooklyn Nets,0,35.16,17,0,7,0,1,0,.459,.333,.267,0.0,18.3,9.4,0.0,0.0,2.8,25.4,89,105,-4.3
20,Gordon Hayward,Charlotte Hornets,Brooklyn Nets,0,34.59,12,3,4,0,1,0,.462,.462,.077,0.0,10.6,5.4,16.6,0.0,2.8,18.4,89,107,-3.5
21,Mark Williams,Charlotte Hornets,Brooklyn Nets,0,24.20,10,0,14,1,0,0,.625,.625,.000,8.1,45.5,27.3,0.0,2.0,0.0,17.0,111,95,2.3
22,Dennis Smith Jr.,Charlotte Hornets,Brooklyn Nets,0,27.02,15,6,6,1,1,1,.490,.464,.429,7.2,13.7,10.5,47.7,1.8,3.6,26.0,114,101,10.4
23,Bryce McGowens,Charlotte Hornets,Brooklyn Nets,0,20.04,5,0,2,0,0,1,.500,.500,.400,4.9,4.6,4.7,0.0,0.0,0.0,11.4,103,111,-2.8
24,Svi Mykhailiuk,Charlotte Hornets,Brooklyn Nets,0,9.34,3,0,0,0,0,1,.750,.750,1.000,0.0,0.0,0.0,0.0,0.0,0.0,9.6,136,112,-1.1
25,Nick Richards,Charlotte Hornets,Brooklyn Nets,0,9.16,0,1,3,0,0,0,.000,.000,.000,0.0,29.9,15.4,15.7,0.0,0.0,14.9,15,103,-19.8
26,JT Thor,Charlotte Hornets,Brooklyn Nets,0,6.07,0,0,1,0,0,0,.000,.000,1.000,0.0,15.1,7.8,0.0,0.0,0.0,22.5,0,108,-24.4
27,Kai Jones,Charlotte Hornets,Brooklyn Nets,0,0.59,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,112,-7.4
28,Mikal Bridges,Brooklyn Nets,Charlotte Hornets,1,40.58,33,2,8,0,1,2,.673,.619,.190,2.3,16.7,9.3,10.7,0.0,2.0,26.9,137,92,9.4
29,Spencer Dinwiddie,Brooklyn Nets,Charlotte Hornets,1,39.10,24,8,8,1,2,3,.578,.553,.526,2.4,17.5,9.7,39.3,1.3,4.2,25.0,122,87,9.6
30,Cameron Johnson,Brooklyn Nets,Charlotte Hornets,1,34.53,11,2,10,0,0,1,.373,.269,.538,5.3,22.5,13.6,8.6,0.0,0.0,19.0,91,93,-6.1
31,Dorian Finney-Smith,Brooklyn Nets,Charlotte Hornets,1,33.21,5,2,7,0,2,1,.313,.313,.625,8.3,11.7,10.0,8.7,0.0,5.0,12.1,83,90,-5.2
32,Nic Claxton,Brooklyn Nets,Charlotte Hornets,1,26.41,8,3,12,0,3,0,.592,.600,.000,3.5,40.4,21.4,17.6,0.0,9.3,13.1,118,81,3.7
33,Royce O'Neale,Brooklyn Nets,Charlotte Hornets,1,18.48,3,3,2,1,1,1,.250,.250,.833,0.0,10.4,5.1,22.9,2.6,4.4,14.4,73,85,-0.2
34,Joe Harris,Brooklyn Nets,Charlotte Hornets,1,17.43,12,0,1,0,0,4,1.000,1.000,1.000,0.0,5.5,2.7,0.0,0.0,0.0,17.8,139,96,6.1
35,Seth Curry,Brooklyn Nets,Charlotte Hornets,1,16.10,2,1,1,2,0,0,.113,.000,.625,0.0,6.1,2.9,8.2,6.1,0.0,27.5,28,83,-16.7
36,Cam Thomas,Brooklyn Nets,Charlotte Hornets,1,6.44,4,0,2,0,0,0,.500,.500,.000,0.0,29.1,14.1,0.0,0.0,0.0,26.7,93,92,-3.4
37,Yuta Watanabe,Brooklyn Nets,Charlotte Hornets,1,5.32,0,0,1,1,0,0,.000,.000,.500,0.0,17.7,8.6,0.0,8.9,0.0,16.3,0,74,-10.5
38,Tyrese Haliburton,Indiana Pacers,Chicago Bulls,0,34.02,29,11,3,1,1,6,.831,.824,.529,0.0,16.3,6.2,47.8,1.5,2.7,26.2,155,129,17.2
39,Myles Turner,Indiana Pacers,Chicago Bulls,0,27.36,16,1,3,0,3,0,.595,.615,.308,0.0,20.1,7.7,5.1,0.0,10.0,21.2,125,125,-0.3
40,Buddy Hield,Indiana Pacers,Chicago Bulls,0,25.40,9,2,6,0,0,2,.477,.444,.778,13.4,21.6,16.5,8.8,0.0,0.0,17.7,117,135,-5.3
41,Jordan Nwora,Indiana Pacers,Chicago Bulls,0,21.31,10,2,5,1,0,1,.543,.500,.429,5.3,34.3,16.4,10.8,2.4,0.0,20.7,118,129,-2.2
42,Andrew Nembhard,Indiana Pacers,Chicago Bulls,0,19.31,4,1,0,1,1,0,.400,.400,.600,0.0,0.0,0.0,5.7,2.6,4.7,11.2,100,126,-5.7
43,Bennedict Mathurin,Indiana Pacers,Chicago Bulls,0,33.54,17,3,4,1,0,0,.564,.417,.333,3.4,16.3,8.3,10.4,1.5,0.0,22.0,120,132,-4.0
44,Chris Duarte,Indiana Pacers,Chicago Bulls,0,22.25,15,0,2,1,0,5,.750,.750,.800,0.0,16.5,6.3,0.0,2.3,0.0,23.4,117,130,1.9
45,Isaiah Jackson,Indiana Pacers,Chicago Bulls,0,20.24,6,0,7,0,1,0,.500,.500,.000,28.0,18.1,24.2,0.0,0.0,4.5,12.8,142,131,-7.2
46,Oshae Brissett,Indiana Pacers,Chicago Bulls,0,18.30,10,1,2,0,0,2,.714,.714,.714,6.2,10.0,7.6,6.9,0.0,0.0,16.5,156,135,1.8
47,T.J. McConnell,Indiana Pacers,Chicago Bulls,0,16.27,9,6,3,0,0,0,.533,.500,.125,13.9,11.2,12.9,48.2,0.0,0.0,22.4,150,135,4.2
48,Zach LaVine,Chicago Bulls,Indiana Pacers,1,38.13,42,4,4,0,0,5,.731,.674,.348,0.0,12.0,7.4,17.5,0.0,0.0,40.2,138,138,5.0
49,DeMar DeRozan,Chicago Bulls,Indiana Pacers,1,37.50,23,3,5,0,0,1,.648,.594,.250,4.9,12.1,9.3,11.3,0.0,0.0,26.6,120,138,-6.0
50,Nikola Vučević,Chicago Bulls,Indiana Pacers,1,35.40,12,5,9,3,2,0,.600,.600,.200,0.0,28.8,17.8,18.2,4.3,5.4,15.0,126,120,6.1
51,Patrick Beverley,Chicago Bulls,Indiana Pacers,1,32.17,5,3,6,0,0,1,.833,.833,.333,5.7,17.7,13.1,10.6,0.0,0.0,7.5,123,136,-2.6
52,Alex Caruso,Chicago Bulls,Indiana Pacers,1,26.45,10,0,2,2,0,0,.868,.750,.250,6.9,4.3,5.3,0.0,3.8,0.0,10.4,185,131,2.9
