,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Evan Mobley,Cleveland Cavaliers,Brooklyn Nets,0,39.58,26,3,16,1,4,0,.630,.611,.056,13.1,36.7,23.4,12.5,1.3,10.2,22.7,144,112,10.7
1,Darius Garland,Cleveland Cavaliers,Brooklyn Nets,0,39.26,13,8,1,3,0,2,.375,.313,.375,0.0,3.4,1.5,26.2,3.8,0.0,22.6,90,120,-5.9
2,Donovan Mitchell,Cleveland Cavaliers,Brooklyn Nets,0,33.29,31,1,6,0,1,3,.554,.521,.375,6.2,15.9,10.5,5.5,0.0,3.1,37.9,117,124,2.3
3,Isaac Okoro,Cleveland Cavaliers,Brooklyn Nets,0,29.48,11,1,1,0,0,3,1.100,1.100,.800,0.0,4.5,2.0,4.5,0.0,0.0,7.4,214,128,2.8
4,Jarrett Allen,Cleveland Cavaliers,Brooklyn Nets,0,29.34,12,2,10,1,1,0,.607,.556,.000,17.6,22.5,19.8,9.6,1.7,3.5,17.6,125,118,-0.4
5,Caris LeVert,Cleveland Cavaliers,Brooklyn Nets,0,22.18,12,2,3,2,0,2,.685,.571,.714,4.7,12.0,7.9,12.1,4.5,0.0,23.1,112,116,0.7
6,Cedi Osman,Cleveland Cavaliers,Brooklyn Nets,0,22.07,8,0,2,0,1,1,.508,.500,.714,0.0,12.1,5.3,0.0,0.0,4.6,15.6,107,123,-6.2
7,Ricky Rubio,Cleveland Cavaliers,Brooklyn Nets,0,19.39,0,7,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,40.7,0.0,0.0,2.2,163,129,-2.3
8,Lamar Stevens,Cleveland Cavaliers,Brooklyn Nets,0,3.41,3,0,1,0,0,1,.750,.750,.500,0.0,36.2,15.9,0.0,0.0,0.0,23.8,143,121,11.7
9,Spencer Dinwiddie,Brooklyn Nets,Cleveland Cavaliers,1,42.07,25,12,4,1,0,2,.709,.667,.267,0.0,9.9,5.6,47.6,1.2,0.0,20.7,148,126,7.8
10,Mikal Bridges,Brooklyn Nets,Cleveland Cavaliers,1,34.03,32,1,6,0,0,2,.710,.632,.368,3.9,15.3,10.3,6.0,0.0,0.0,30.7,142,127,5.2
11,Nic Claxton,Brooklyn Nets,Cleveland Cavaliers,1,33.37,11,2,9,1,3,0,.468,.400,.000,11.9,18.6,15.7,8.6,1.5,7.5,16.9,110,118,-2.4
12,Cameron Johnson,Brooklyn Nets,Cleveland Cavaliers,1,22.27,5,1,3,2,0,1,.363,.250,.667,5.9,9.3,7.8,5.8,4.5,0.0,17.6,74,119,-7.8
13,Dorian Finney-Smith,Brooklyn Nets,Cleveland Cavaliers,1,21.32,4,1,5,0,2,0,.258,.000,.667,18.6,9.7,13.6,5.7,0.0,7.8,22.2,66,124,-12.1
14,Royce O'Neale,Brooklyn Nets,Cleveland Cavaliers,1,29.45,12,2,8,1,0,2,.607,.556,.556,0.0,28.1,15.7,9.9,1.7,0.0,19.3,98,119,-4.6
15,Joe Harris,Brooklyn Nets,Cleveland Cavaliers,1,22.48,15,0,3,0,0,5,.938,.938,1.000,0.0,13.7,7.7,0.0,0.0,0.0,15.6,173,128,9.9
16,Day'Ron Sharpe,Brooklyn Nets,Cleveland Cavaliers,1,14.23,6,2,3,0,2,0,.551,.600,.200,9.3,14.5,12.2,23.0,0.0,11.7,23.0,94,119,-1.4
17,Yuta Watanabe,Brooklyn Nets,Cleveland Cavaliers,1,13.25,4,2,1,2,0,0,.667,.667,.333,0.0,7.8,4.4,22.5,7.5,0.0,9.9,153,113,10.1
