,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Jamal Murray,Denver Nuggets,Boston Celtics,0,34.42,14,10,4,0,0,1,.391,.382,.294,0.0,15.0,6.6,41.0,0.0,0.0,23.4,107,143,-3.8
1,Kentavious Caldwell-Pope,Denver Nuggets,Boston Celtics,0,33.34,15,1,0,0,0,5,.682,.682,.636,0.0,0.0,0.0,4.1,0.0,0.0,14.9,134,146,-2.1
2,Aaron Gordon,Denver Nuggets,Boston Celtics,0,30.24,17,2,7,0,0,1,.672,.650,.200,10.1,17.1,13.2,9.7,0.0,0.0,18.9,149,142,1.5
3,Nikola Jokić,Denver Nuggets,Boston Celtics,0,29.44,29,3,8,0,0,2,.666,.650,.200,10.3,21.8,15.4,21.4,0.0,0.0,36.3,127,141,7.5
4,Michael Porter Jr.,Denver Nuggets,Boston Celtics,0,25.08,7,0,4,0,0,1,.350,.350,.600,0.0,20.6,9.1,0.0,0.0,0.0,18.1,74,141,-14.0
5,Bruce Brown,Denver Nuggets,Boston Celtics,0,36.41,16,6,10,2,0,1,.494,.393,.143,13.9,17.7,15.6,22.1,2.8,0.0,21.3,124,136,3.1
6,Jeff Green,Denver Nuggets,Boston Celtics,0,21.06,7,2,2,0,0,0,.658,.500,.000,0.0,12.3,5.4,12.1,0.0,0.0,11.4,151,143,-2.0
7,Christian Braun,Denver Nuggets,Boston Celtics,0,13.18,2,2,2,0,0,0,1.000,1.000,.000,0.0,19.5,8.6,18.8,0.0,0.0,3.4,212,142,1.8
8,DeAndre Jordan,Denver Nuggets,Boston Celtics,0,9.11,2,0,0,0,1,0,.500,.500,.000,0.0,0.0,0.0,0.0,0.0,9.9,9.9,101,139,-5.9
9,Davon Reed,Denver Nuggets,Boston Celtics,0,2.08,3,0,0,0,0,1,1.500,1.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,42.5,58,146,18.8
10,Vlatko Čančar,Denver Nuggets,Boston Celtics,0,2.02,0,0,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0,146,-30.8
11,Zeke Nnaji,Denver Nuggets,Boston Celtics,0,2.02,0,0,1,1,0,0,.000,.000,1.000,0.0,63.8,28.1,0.0,25.4,0.0,44.6,0,75,-23.4
12,Jayson Tatum,Boston Celtics,Denver Nuggets,1,37.19,34,5,8,0,0,2,.658,.571,.333,0.0,21.9,12.3,17.9,0.0,0.0,32.6,141,122,4.6
13,Jaylen Brown,Boston Celtics,Denver Nuggets,1,34.47,25,8,8,0,0,3,.833,.833,.267,0.0,23.5,13.1,31.7,0.0,0.0,23.5,146,121,9.9
14,Al Horford,Boston Celtics,Denver Nuggets,1,34.26,21,2,7,1,0,6,.815,.833,.667,0.0,20.8,11.6,6.9,1.5,0.0,17.0,164,119,10.6
15,Grant Williams,Boston Celtics,Denver Nuggets,1,32.16,13,4,4,1,1,2,.697,.750,.625,4.0,9.5,7.1,14.0,1.6,2.4,13.1,156,120,5.9
