,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Kyle Kuzma,Washington Wizards,Dallas Mavericks,0,36.48,30,2,5,0,1,2,.595,.565,.435,0.0,15.2,8.3,9.9,0.0,2.2,33.1,104,127,-3.6
1,Corey Kispert,Washington Wizards,Dallas Mavericks,0,33.34,14,1,7,1,0,2,.595,.500,.600,4.0,20.0,12.7,3.9,1.4,0.0,17.7,107,125,-4.0
2,Bradley Beal,Washington Wizards,Dallas Mavericks,0,30.09,22,4,0,0,1,2,.525,.471,.118,0.0,0.0,0.0,20.6,0.0,2.7,32.9,104,129,-6.7
3,Monte Morris,Washington Wizards,Dallas Mavericks,0,27.09,13,5,3,0,0,1,.658,.611,.333,0.0,12.3,6.7,26.7,0.0,0.0,15.7,146,130,1.4
4,Daniel Gafford,Washington Wizards,Dallas Mavericks,0,18.42,9,3,7,0,1,0,.690,.667,.000,7.1,35.8,22.7,20.9,0.0,4.4,17.4,139,122,0.9
5,Deni Avdija,Washington Wizards,Dallas Mavericks,0,32.07,15,3,10,3,0,0,.762,.600,.200,8.3,27.8,18.9,12.0,4.4,0.0,14.6,157,117,6.5
6,Delon Wright,Washington Wizards,Dallas Mavericks,0,21.33,10,6,3,3,0,2,.714,.714,.714,6.2,10.4,8.5,40.4,6.6,0.0,14.0,162,115,16.0
7,Anthony Gill,Washington Wizards,Dallas Mavericks,0,19.10,6,1,4,0,0,0,.773,.667,.000,7.0,17.5,12.7,6.8,0.0,0.0,8.8,171,128,-3.3
8,Will Barton,Washington Wizards,Dallas Mavericks,0,15.13,8,3,2,0,0,2,.800,.800,.600,0.0,14.7,8.0,29.1,0.0,0.0,17.0,135,129,5.9
9,Taj Gibson,Washington Wizards,Dallas Mavericks,0,5.35,0,0,0,0,0,0,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0,131,-18.9
10,Luka Dončić,Dallas Mavericks,Washington Wizards,1,37.46,41,6,15,1,0,0,.598,.552,.138,0.0,53.0,24.1,28.6,1.3,0.0,43.3,118,122,4.5
11,Spencer Dinwiddie,Dallas Mavericks,Washington Wizards,1,34.41,20,8,1,0,0,3,.581,.500,.467,0.0,3.8,1.8,28.6,0.0,0.0,24.3,121,131,-1.4
12,Dwight Powell,Dallas Mavericks,Washington Wizards,1,33.47,22,1,9,1,1,0,.729,.667,.000,13.2,19.7,16.2,4.0,1.4,2.7,22.2,140,123,1.5
13,Tim Hardaway Jr.,Dallas Mavericks,Washington Wizards,1,33.41,5,3,3,1,0,1,.278,.278,.778,0.0,11.9,5.4,9.7,1.4,0.0,13.0,68,127,-9.3
