,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Jimmy Butler,Miami Heat,Boston Celtics,0,43.10,35,7,5,6,0,2,.595,.520,.160,10.4,6.0,8.1,23.8,6.9,0.0,34.2,128,113,8.4
1,Bam Adebayo,Miami Heat,Boston Celtics,0,36.57,20,5,8,1,0,0,.658,.692,.000,8.1,21.1,15.1,18.9,1.3,0.0,22.4,125,122,1.0
2,Gabe Vincent,Miami Heat,Boston Celtics,0,35.48,15,2,3,1,1,3,.966,.917,.833,0.0,10.9,5.8,6.6,1.4,2.6,11.1,176,122,5.1
3,Max Strus,Miami Heat,Boston Celtics,0,34.13,15,0,3,0,0,3,.750,.750,.500,4.4,7.6,6.1,0.0,0.0,0.0,13.3,154,128,-0.4
4,Kevin Love,Miami Heat,Boston Celtics,0,16.27,8,0,6,1,0,2,1.000,1.000,.750,0.0,47.3,25.4,0.0,3.0,0.0,19.4,95,113,0.2
5,Caleb Martin,Miami Heat,Boston Celtics,0,29.47,15,3,4,2,1,3,.682,.682,.636,0.0,17.4,9.3,13.3,3.3,3.1,16.8,149,116,7.5
6,Kyle Lowry,Miami Heat,Boston Celtics,0,27.47,15,3,3,1,1,3,.625,.625,.417,0.0,14.0,7.5,14.5,1.8,3.3,21.3,126,120,3.0
7,Cody Zeller,Miami Heat,Boston Celtics,0,9.17,0,0,3,0,0,0,.000,.000,.000,16.2,27.9,22.5,0.0,0.0,0.0,14.7,32,123,-23.4
8,Duncan Robinson,Miami Heat,Boston Celtics,0,6.34,0,0,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0,129,-21.3
9,Jayson Tatum,Boston Celtics,Miami Heat,1,41.03,30,1,7,0,1,1,.687,.559,.176,0.0,25.6,11.9,3.7,0.0,2.2,27.8,121,129,-0.5
10,Jaylen Brown,Boston Celtics,Miami Heat,1,38.33,22,5,9,0,0,1,.503,.500,.286,3.4,31.1,16.2,21.1,0.0,0.0,31.9,90,130,-7.2
11,Marcus Smart,Boston Celtics,Miami Heat,1,33.48,13,11,1,2,1,2,.618,.571,.571,0.0,4.4,2.1,41.4,2.9,2.6,16.3,134,125,8.7
12,Al Horford,Boston Celtics,Miami Heat,1,31.56,7,2,6,3,0,1,.438,.438,.625,8.1,18.8,13.1,8.0,4.7,0.0,12.4,102,121,1.2
13,Robert Williams,Boston Celtics,Miami Heat,1,25.30,14,0,7,0,1,0,.956,1.000,.000,20.3,17.6,19.1,0.0,0.0,3.5,14.4,171,129,6.3
14,Malcolm Brogdon,Boston Celtics,Miami Heat,1,36.49,19,1,2,0,0,2,.586,.571,.286,3.5,4.1,3.8,4.0,0.0,0.0,20.6,118,134,-4.1
15,Derrick White,Boston Celtics,Miami Heat,1,20.36,11,1,2,1,0,3,.917,.917,.833,6.3,7.3,6.8,7.1,2.4,0.0,12.9,184,127,9.1
16,Payton Pritchard,Boston Celtics,Miami Heat,1,11.45,0,1,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,9.7,0.0,0.0,7.5,35,135,-10.1
