,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Kawhi Leonard,Los Angeles Clippers,Atlanta Hawks,0,38.43,32,4,8,1,1,5,.750,.725,.500,3.3,18.9,11.8,18.3,1.3,1.8,28.2,139,118,9.7
1,Paul George,Los Angeles Clippers,Atlanta Hawks,0,36.53,23,6,7,1,0,3,.546,.472,.500,3.4,17.0,10.8,23.7,1.4,0.0,29.3,117,119,-1.7
2,Ivica Zubac,Los Angeles Clippers,Atlanta Hawks,0,36.35,18,3,6,1,2,0,.773,.667,.000,6.9,11.4,9.4,11.5,1.4,3.9,14.9,173,119,5.7
3,Terance Mann,Los Angeles Clippers,Atlanta Hawks,0,35.11,2,6,7,0,2,0,.333,.333,.333,3.6,17.8,11.4,20.1,0.0,4.0,5.3,126,119,0.1
4,Luke Kennard,Los Angeles Clippers,Atlanta Hawks,0,20.47,11,0,3,1,0,3,.786,.786,.429,0.0,15.1,8.2,0.0,2.4,0.0,20.3,104,118,-0.8
5,Norman Powell,Los Angeles Clippers,Atlanta Hawks,0,24.26,10,2,4,0,0,2,.437,.455,.545,5.2,12.8,9.4,11.5,0.0,0.0,29.6,74,124,-15.4
6,Reggie Jackson,Los Angeles Clippers,Atlanta Hawks,0,21.38,16,3,0,1,0,4,.889,.889,.778,0.0,0.0,0.0,23.2,2.4,0.0,21.7,154,123,11.7
7,Nicolas Batum,Los Angeles Clippers,Atlanta Hawks,0,20.48,8,1,2,0,0,2,1.031,1.000,1.000,0.0,10.0,5.5,6.2,0.0,0.0,13.3,126,125,0.0
8,Moussa Diabaté,Los Angeles Clippers,Atlanta Hawks,0,4.59,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,129,-5.5
9,Dejounte Murray,Atlanta Hawks,Los Angeles Clippers,1,38.45,15,8,6,2,1,1,.441,.441,.294,2.7,16.3,8.8,27.3,2.6,3.0,19.9,111,125,1.2
10,De'Andre Hunter,Atlanta Hawks,Los Angeles Clippers,1,36.44,14,1,7,2,0,2,.474,.385,.615,0.0,24.1,10.9,3.3,2.8,0.0,17.3,114,126,-3.3
