,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Paolo Banchero,Orlando Magic,Boston Celtics,0,33.55,31,3,6,2,0,6,.621,.571,.333,0.0,16.6,8.5,21.0,2.8,0.0,38.2,105,91,11.5
1,Franz Wagner,Orlando Magic,Boston Celtics,0,31.36,12,3,5,0,0,1,.389,.367,.333,0.0,14.9,7.6,17.9,0.0,0.0,23.3,79,98,-6.2
2,Markelle Fultz,Orlando Magic,Boston Celtics,0,30.18,8,5,5,3,0,0,.368,.300,.000,6.5,9.3,7.9,28.0,4.8,0.0,19.0,86,89,1.3
3,Moritz Wagner,Orlando Magic,Boston Celtics,0,29.20,11,3,6,2,0,1,.517,.313,.500,0.0,19.3,9.8,16.5,3.3,0.0,16.2,118,89,5.8
4,Bol Bol,Orlando Magic,Boston Celtics,0,20.08,11,0,8,0,0,0,.583,.556,.111,14.6,23.4,19.1,0.0,0.0,0.0,23.2,111,95,-0.5
5,Cole Anthony,Orlando Magic,Boston Celtics,0,21.44,7,3,3,0,0,1,.500,.500,.143,0.0,13.0,6.6,25.1,0.0,0.0,22.6,69,99,-9.2
6,Terrence Ross,Orlando Magic,Boston Celtics,0,18.57,2,2,1,0,0,0,.167,.167,.500,0.0,5.0,2.5,16.6,0.0,0.0,16.5,43,102,-12.4
7,Mo Bamba,Orlando Magic,Boston Celtics,0,18.40,0,1,6,1,3,0,.000,.000,1.000,0.0,30.3,15.4,7.8,2.6,18.4,4.8,27,77,2.1
8,Kevon Harris,Orlando Magic,Boston Celtics,0,18.33,0,0,2,0,0,0,.000,.000,1.000,5.3,5.1,5.2,0.0,0.0,0.0,2.4,62,102,-8.7
9,Admiral Schofield,Orlando Magic,Boston Celtics,0,16.49,13,0,4,1,0,3,.929,.929,.714,0.0,22.4,11.4,0.0,2.9,0.0,18.6,160,88,17.6
10,Jaylen Brown,Boston Celtics,Orlando Magic,1,38.52,24,2,14,3,2,2,.464,.440,.400,7.3,27.7,17.3,13.2,3.7,4.3,33.4,82,86,3.2
11,Al Horford,Boston Celtics,Orlando Magic,1,33.09,8,2,6,0,1,2,.364,.364,.818,0.0,17.7,8.7,10.9,0.0,2.5,13.9,83,99,-2.4
12,Grant Williams,Boston Celtics,Orlando Magic,1,31.03,14,3,6,1,0,1,.497,.409,.545,3.0,15.8,9.3,18.7,1.5,0.0,24.5,86,98,-3.7
13,Marcus Smart,Boston Celtics,Orlando Magic,1,30.40,15,7,7,1,0,3,.540,.500,.538,9.2,12.8,11.0,47.3,1.6,0.0,24.5,101,98,2.8
14,Derrick White,Boston Celtics,Orlando Magic,1,30.08,8,4,5,1,0,0,.415,.143,.429,3.1,13.0,8.0,21.7,1.6,0.0,16.2,92,98,-2.9
15,Malcolm Brogdon,Boston Celtics,Orlando Magic,1,31.03,12,1,6,1,1,3,.510,.450,.600,0.0,18.9,9.3,5.9,1.5,2.7,17.3,98,95,0.0
16,Robert Williams,Boston Celtics,Orlando Magic,1,17.31,6,1,5,0,2,0,.600,.600,.000,5.4,22.4,13.7,12.0,0.0,9.6,12.0,128,91,5.1
17,Sam Hauser,Boston Celtics,Orlando Magic,1,16.04,5,2,3,0,0,1,.500,.500,.800,5.9,12.2,9.0,23.9,0.0,0.0,13.1,119,102,3.6
18,Luke Kornet,Boston Celtics,Orlando Magic,1,7.44,0,0,1,0,1,0,,,,12.2,0.0,6.2,0.0,0.0,10.9,0.0,235,94,-2.4
19,Payton Pritchard,Boston Celtics,Orlando Magic,1,3.46,0,0,1,0,0,0,.000,.000,1.000,0.0,26.0,12.7,0.0,0.0,0.0,22.3,0,99,-23.3
20,LaMelo Ball,Charlotte Hornets,Denver Nuggets,0,35.59,31,5,5,1,0,4,.644,.571,.429,2.6,10.5,6.5,24.1,1.3,0.0,29.7,128,117,7.8
21,Gordon Hayward,Charlotte Hornets,Denver Nuggets,0,34.46,15,4,10,0,0,2,.588,.545,.364,5.3,21.7,13.4,16.2,0.0,0.0,17.4,116,116,-0.9
22,P.J. Washington,Charlotte Hornets,Denver Nuggets,0,31.16,10,1,6,1,1,2,.417,.417,.500,0.0,18.1,8.9,4.4,1.5,2.5,17.0,81,112,-5.3
23,Mason Plumlee,Charlotte Hornets,Denver Nuggets,0,19.03,11,4,9,0,2,0,.571,.429,.000,24.2,19.8,22.0,30.1,0.0,8.3,25.0,125,110,4.7
24,Terry Rozier,Charlotte Hornets,Denver Nuggets,0,14.14,2,2,2,0,0,0,.200,.200,.400,0.0,13.2,6.5,17.9,0.0,0.0,14.4,65,119,-11.3
25,Kelly Oubre Jr.,Charlotte Hornets,Denver Nuggets,0,34.54,16,2,1,2,0,2,.444,.444,.444,0.0,2.7,1.3,8.8,2.6,0.0,21.1,96,117,-3.4
26,Nick Richards,Charlotte Hornets,Denver Nuggets,0,23.59,11,1,6,0,3,0,.652,.625,.000,7.7,15.7,11.7,6.5,0.0,9.8,14.4,142,111,2.1
27,Jalen McDaniels,Charlotte Hornets,Denver Nuggets,0,19.50,14,2,5,1,1,2,.788,.750,.500,4.7,19.0,11.7,16.7,2.3,4.0,20.4,144,109,10.7
28,Théo Maledon,Charlotte Hornets,Denver Nuggets,0,12.01,2,4,3,0,0,0,.258,.000,1.000,7.7,15.7,11.6,39.0,0.0,0.0,16.6,90,118,-6.0
29,JT Thor,Charlotte Hornets,Denver Nuggets,0,10.35,0,1,1,1,0,0,.000,.000,1.000,0.0,8.9,4.4,11.1,4.4,0.0,11.6,19,111,-10.6
30,Kai Jones,Charlotte Hornets,Denver Nuggets,0,3.23,3,0,0,1,0,0,1.042,1.000,.000,0.0,0.0,0.0,0.0,13.6,0.0,29.6,102,89,-2.4
31,Nikola Jokić,Denver Nuggets,Charlotte Hornets,1,39.41,40,10,27,2,0,2,.597,.538,.154,16.6,46.5,31.7,44.3,2.3,0.0,37.9,122,99,15.6
32,Bruce Brown,Denver Nuggets,Charlotte Hornets,1,36.35,16,4,1,0,2,2,.699,.727,.364,0.0,2.5,1.3,15.5,0.0,4.5,15.4,108,116,-0.7
33,Jamal Murray,Denver Nuggets,Charlotte Hornets,1,34.49,6,11,1,0,0,0,.235,.182,.545,0.0,2.7,1.3,37.7,0.0,0.0,17.7,77,119,-9.9
34,Kentavious Caldwell-Pope,Denver Nuggets,Charlotte Hornets,1,32.20,20,5,4,0,0,4,.667,.667,.600,2.9,8.6,5.8,23.8,0.0,0.0,18.1,144,117,5.9
35,Aaron Gordon,Denver Nuggets,Charlotte Hornets,1,28.25,19,1,10,3,1,2,.786,.778,.222,9.9,22.7,16.4,5.1,4.9,2.9,19.3,136,99,10.3
36,Christian Braun,Denver Nuggets,Charlotte Hornets,1,20.40,2,0,5,0,0,0,.333,.333,.667,4.6,17.9,11.3,0.0,0.0,0.0,5.7,91,114,-6.9
37,Jeff Green,Denver Nuggets,Charlotte Hornets,1,19.35,8,0,3,0,0,0,.429,.375,.000,9.6,4.7,7.1,0.0,0.0,0.0,18.6,104,118,-7.3
38,Bones Hyland,Denver Nuggets,Charlotte Hornets,1,16.52,7,1,1,1,0,1,.318,.318,.545,0.0,5.5,2.8,8.3,2.7,0.0,25.5,75,111,-10.0
39,DeAndre Jordan,Denver Nuggets,Charlotte Hornets,1,8.19,1,1,3,0,0,0,.568,,,11.3,22.2,16.8,13.4,0.0,0.0,4.1,163,112,-3.1
40,Vlatko Čančar,Denver Nuggets,Charlotte Hornets,1,2.44,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0,120,-25.0
41,Kevin Durant,Brooklyn Nets,Detroit Pistons,0,36.23,43,2,6,1,2,3,.776,.705,.227,3.9,15.7,10.4,10.3,1.4,4.5,43.1,125,123,5.8
42,Kyrie Irving,Brooklyn Nets,Detroit Pistons,0,34.23,38,3,6,1,0,5,.716,.674,.435,4.1,16.6,11.0,16.2,1.4,0.0,41.3,123,125,2.9
43,Royce O'Neale,Brooklyn Nets,Detroit Pistons,0,31.37,11,2,2,0,0,3,.917,.917,.667,0.0,7.2,4.0,8.0,0.0,0.0,10.3,147,131,-1.0
44,Nic Claxton,Brooklyn Nets,Detroit Pistons,0,26.13,6,2,7,0,3,0,.750,.750,.000,10.8,21.8,16.9,9.5,0.0,9.5,8.9,143,121,0.8
45,Ben Simmons,Brooklyn Nets,Detroit Pistons,0,25.24,4,8,8,1,0,0,.400,.400,.000,0.0,36.0,19.9,37.6,1.9,0.0,9.2,138,119,1.9
46,Yuta Watanabe,Brooklyn Nets,Detroit Pistons,0,25.39,3,3,3,1,2,1,.375,.375,.750,0.0,13.4,7.4,13.3,1.9,6.5,9.1,88,121,-2.1
47,Joe Harris,Brooklyn Nets,Detroit Pistons,0,18.29,3,0,0,0,1,1,.375,.375,.750,0.0,0.0,0.0,0.0,0.0,4.5,10.1,73,130,-10.7
48,Edmond Sumner,Brooklyn Nets,Detroit Pistons,0,16.35,5,5,2,1,0,1,.512,.375,.250,0.0,13.8,7.6,35.2,3.0,0.0,13.7,141,123,4.7
49,Seth Curry,Brooklyn Nets,Detroit Pistons,0,9.27,3,1,0,0,0,1,.500,.500,.667,0.0,0.0,0.0,13.1,0.0,0.0,14.8,111,133,-7.1
