,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Marvin Bagley III,Detroit Pistons,Cleveland Cavaliers,0,34.05,20,2,13,1,3,1,.683,.708,.167,16.4,25.0,20.8,13.0,1.4,7.4,20.4,128,107,9.0
1,Jaden Ivey,Detroit Pistons,Cleveland Cavaliers,0,30.22,10,2,4,0,0,1,.336,.321,.286,7.4,7.0,7.2,11.9,0.0,0.0,27.3,61,120,-14.9
2,Isaiah Livers,Detroit Pistons,Cleveland Cavaliers,0,24.35,7,2,4,1,0,1,.583,.583,.667,0.0,17.4,8.9,14.4,2.0,0.0,10.2,131,113,2.0
3,James Wiseman,Detroit Pistons,Cleveland Cavaliers,0,23.49,3,1,9,1,2,0,.218,.167,.167,0.0,40.3,20.6,6.5,2.0,7.1,19.1,34,103,-12.2
4,Killian Hayes,Detroit Pistons,Cleveland Cavaliers,0,17.36,5,5,2,1,0,0,.300,.286,.143,0.0,12.1,6.2,49.5,2.7,0.0,22.1,81,113,-4.6
5,Hamidou Diallo,Detroit Pistons,Cleveland Cavaliers,0,26.35,14,1,7,1,1,0,.538,.538,.000,8.4,20.1,14.4,8.9,1.8,3.2,25.1,91,110,-2.0
6,Cory Joseph,Detroit Pistons,Cleveland Cavaliers,0,23.40,9,3,2,0,1,1,.945,.833,.333,0.0,9.0,4.6,21.0,0.0,3.6,13.7,120,117,0.7
7,R.J. Hampton,Detroit Pistons,Cleveland Cavaliers,0,16.54,11,2,1,0,0,1,.564,.438,.500,0.0,6.3,3.2,23.2,0.0,0.0,34.0,88,119,-9.0
8,Rodney McGruder,Detroit Pistons,Cleveland Cavaliers,0,15.28,2,1,2,0,0,0,.532,.000,1.000,0.0,13.8,7.1,9.4,0.0,0.0,5.1,140,119,-3.5
9,Eugene Omoruyi,Detroit Pistons,Cleveland Cavaliers,0,12.00,4,0,1,0,0,0,.410,.250,.500,9.3,0.0,4.5,0.0,0.0,0.0,20.5,82,121,-11.6
10,Jared Rhoden,Detroit Pistons,Cleveland Cavaliers,0,9.03,2,0,3,0,0,0,.250,.250,.250,24.7,11.8,18.1,0.0,0.0,0.0,18.4,78,120,-8.4
