,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Stephen Curry,Golden State Warriors,Atlanta Hawks,0,37.18,31,5,6,0,0,4,.547,.519,.481,5.4,10.1,7.8,20.4,0.0,0.0,35.7,102,127,-2.6
1,Donte DiVincenzo,Golden State Warriors,Atlanta Hawks,0,35.49,18,6,3,1,0,3,.610,.577,.692,0.0,7.9,4.1,20.6,1.3,0.0,16.0,146,125,4.6
2,Klay Thompson,Golden State Warriors,Atlanta Hawks,0,35.18,15,5,11,3,2,2,.519,.500,.500,0.0,29.3,15.1,17.5,3.9,4.6,22.5,84,110,0.6
3,Kevon Looney,Golden State Warriors,Atlanta Hawks,0,34.06,18,3,16,0,4,0,.765,.800,.000,20.5,24.8,22.7,11.8,0.0,9.5,13.4,171,116,9.0
4,Jonathan Kuminga,Golden State Warriors,Atlanta Hawks,0,25.53,10,3,6,0,1,0,.388,.417,.083,11.6,10.9,11.2,14.7,0.0,3.1,20.8,97,124,-7.3
5,Jordan Poole,Golden State Warriors,Atlanta Hawks,0,23.38,12,4,2,1,0,2,.466,.417,.667,0.0,8.0,4.1,20.9,1.9,0.0,26.1,93,123,-7.3
6,Anthony Lamb,Golden State Warriors,Atlanta Hawks,0,21.22,8,1,5,1,0,0,.571,.571,.286,9.4,13.2,11.3,5.9,2.1,0.0,12.7,135,121,-1.6
7,JaMychal Green,Golden State Warriors,Atlanta Hawks,0,13.54,6,0,3,0,2,0,.773,.667,.000,14.4,6.8,10.5,0.0,0.0,11.7,13.6,135,119,-3.0
8,Moses Moody,Golden State Warriors,Atlanta Hawks,0,12.42,1,1,2,0,0,0,.568,,,0.0,14.8,7.6,8.0,0.0,0.0,2.7,147,126,-4.0
9,Dejounte Murray,Atlanta Hawks,Golden State Warriors,1,36.30,10,9,7,1,0,0,.317,.286,.286,2.6,16.4,9.3,28.4,1.3,0.0,18.2,96,114,-5.8
10,Trae Young,Atlanta Hawks,Golden State Warriors,1,32.18,25,12,6,1,0,3,.593,.528,.333,2.9,15.5,9.0,50.8,1.4,0.0,30.8,123,114,6.7
11,John Collins,Atlanta Hawks,Golden State Warriors,1,28.47,22,0,5,1,1,4,.693,.667,.467,3.3,13.9,8.4,0.0,1.6,2.9,23.3,130,112,4.2
12,De'Andre Hunter,Atlanta Hawks,Golden State Warriors,1,27.24,14,1,3,0,1,2,.509,.500,.333,0.0,10.9,5.3,4.6,0.0,3.0,21.4,100,117,-5.3
13,Clint Capela,Atlanta Hawks,Golden State Warriors,1,22.23,6,2,9,0,2,0,.615,.750,.000,16.8,22.3,19.5,10.6,0.0,7.4,8.6,155,111,4.5
14,Bogdan Bogdanović,Atlanta Hawks,Golden State Warriors,1,25.35,14,0,2,1,2,4,.636,.636,.727,0.0,7.8,3.8,0.0,1.8,6.5,18.6,113,113,3.8
15,Onyeka Okongwu,Atlanta Hawks,Golden State Warriors,1,23.55,19,1,7,1,2,0,.883,.889,.000,11.8,16.7,14.2,6.5,1.9,6.9,17.8,185,109,13.7
