,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Mikal Bridges,Phoenix Suns,Golden State Warriors,0,40.35,26,5,9,1,3,1,.617,.583,.167,7.4,13.1,10.4,20.3,1.1,7.4,21.0,142,108,8.7
1,Torrey Craig,Phoenix Suns,Golden State Warriors,0,33.00,12,1,14,0,2,2,.375,.375,.313,18.2,21.5,20.0,4.3,0.0,6.1,21.0,96,107,-6.6
2,Dario Šarić,Phoenix Suns,Golden State Warriors,0,30.21,19,7,9,1,0,3,.800,.773,.455,9.9,17.6,14.0,37.0,1.5,0.0,22.7,119,108,7.0
3,Duane Washington Jr.,Phoenix Suns,Golden State Warriors,0,26.58,21,5,1,1,0,5,.560,.500,.529,0.0,3.3,1.7,29.4,1.7,0.0,32.5,112,115,-0.3
4,Bismack Biyombo,Phoenix Suns,Golden State Warriors,0,17.18,8,0,8,0,2,0,.571,.571,.000,17.3,25.7,21.8,0.0,0.0,11.6,15.6,139,103,3.5
5,Damion Lee,Phoenix Suns,Golden State Warriors,0,30.32,22,4,7,0,0,2,.777,.500,.625,0.0,20.4,10.8,17.3,0.0,0.0,20.4,160,111,7.4
6,Josh Okogie,Phoenix Suns,Golden State Warriors,0,24.18,7,1,5,1,0,1,.509,.417,.500,8.2,11.0,9.7,5.3,1.9,0.0,15.7,89,111,-7.8
7,Jock Landale,Phoenix Suns,Golden State Warriors,0,22.40,6,1,4,1,0,0,.500,.500,.167,8.8,7.8,8.3,6.1,2.1,0.0,15.3,81,112,-10.9
8,Ish Wainright,Phoenix Suns,Golden State Warriors,0,14.18,4,2,0,0,0,0,1.064,1.000,.000,0.0,0.0,0.0,17.8,0.0,0.0,5.1,229,121,3.9
9,Klay Thompson,Golden State Warriors,Phoenix Suns,1,34.46,29,0,5,1,0,6,.563,.542,.583,10.2,2.9,6.8,0.0,1.3,0.0,32.3,107,129,-1.0
10,Draymond Green,Golden State Warriors,Phoenix Suns,1,34.21,5,6,12,3,0,1,.425,.300,.600,2.6,32.0,16.4,23.5,4.1,0.0,10.1,93,108,-2.6
11,Stephen Curry,Golden State Warriors,Phoenix Suns,1,31.16,24,3,1,1,0,5,.505,.477,.682,2.8,0.0,1.5,18.6,1.5,0.0,30.9,110,130,0.2
12,Andrew Wiggins,Golden State Warriors,Phoenix Suns,1,28.36,10,2,5,5,2,0,.304,.313,.250,15.5,0.0,8.2,11.7,8.2,5.7,22.5,89,112,1.0
13,Kevon Looney,Golden State Warriors,Phoenix Suns,1,21.09,1,0,8,1,0,0,.266,.000,.000,8.4,28.4,17.8,0.0,2.2,0.0,5.3,70,115,-11.1
14,Jordan Poole,Golden State Warriors,Phoenix Suns,1,33.30,27,6,5,1,0,4,.729,.667,.467,2.7,11.9,7.0,33.7,1.4,0.0,23.9,146,124,8.4
