,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Donovan Mitchell,Cleveland Cavaliers,Boston Celtics,0,45.42,41,3,4,1,0,5,.742,.700,.360,0.0,12.2,6.1,12.6,1.1,0.0,34.3,121,116,4.3
1,Caris LeVert,Cleveland Cavaliers,Boston Celtics,0,42.48,41,7,4,3,0,6,.780,.714,.381,6.5,6.5,6.5,28.8,3.5,0.0,29.9,161,111,19.3
2,Evan Mobley,Cleveland Cavaliers,Boston Celtics,0,41.59,19,3,10,1,2,1,.649,.625,.250,10.0,23.3,16.6,10.5,1.2,5.2,18.0,132,111,5.2
3,Jarrett Allen,Cleveland Cavaliers,Boston Celtics,0,39.39,12,2,11,0,0,0,.558,.556,.111,10.6,28.1,19.3,7.0,0.0,0.0,12.3,137,117,1.3
4,Dean Wade,Cleveland Cavaliers,Boston Celtics,0,38.55,4,1,6,0,0,1,.515,.500,.667,0.0,21.5,10.8,3.1,0.0,0.0,5.7,94,117,-2.6
5,Cedi Osman,Cleveland Cavaliers,Boston Celtics,0,22.24,4,1,2,0,0,1,.291,.250,.833,6.2,6.2,6.2,5.5,0.0,0.0,15.9,73,119,-11.5
6,Kevin Love,Cleveland Cavaliers,Boston Celtics,0,20.53,9,0,5,0,0,2,.571,.571,.571,0.0,33.4,16.7,0.0,0.0,0.0,19.3,104,116,-2.3
7,Raul Neto,Cleveland Cavaliers,Boston Celtics,0,7.18,0,1,0,0,0,0,.000,.000,1.000,0.0,0.0,0.0,16.1,0.0,0.0,6.2,66,120,-8.5
8,Isaac Okoro,Cleveland Cavaliers,Boston Celtics,0,5.22,2,0,0,0,0,0,.333,.333,.667,0.0,0.0,0.0,0.0,0.0,0.0,33.8,51,119,-32.6
9,Jaylen Brown,Boston Celtics,Cleveland Cavaliers,1,42.48,32,4,8,2,0,2,.587,.545,.318,0.0,26.1,13.0,17.5,2.3,0.0,35.8,98,122,-2.2
10,Jayson Tatum,Boston Celtics,Cleveland Cavaliers,1,42.11,32,4,7,1,1,3,.710,.658,.368,3.3,19.8,11.6,17.8,1.2,2.4,29.0,122,124,5.1
11,Al Horford,Boston Celtics,Cleveland Cavaliers,1,41.25,12,4,2,0,1,2,.857,.857,.571,3.4,3.4,3.4,14.4,0.0,2.5,8.9,153,130,3.6
12,Marcus Smart,Boston Celtics,Cleveland Cavaliers,1,37.50,11,7,5,2,0,2,.328,.267,.600,0.0,18.4,9.2,25.9,2.6,0.0,22.8,81,122,-8.4
13,Derrick White,Boston Celtics,Cleveland Cavaliers,1,22.12,9,1,1,2,0,1,.765,.700,.400,0.0,6.3,3.1,6.9,4.5,0.0,16.3,110,120,-0.3
14,Luke Kornet,Boston Celtics,Cleveland Cavaliers,1,25.34,4,3,5,0,0,0,.667,.667,.000,10.9,16.4,13.6,16.4,0.0,0.0,5.4,170,129,2.7
15,Malcolm Brogdon,Boston Celtics,Cleveland Cavaliers,1,22.16,9,5,2,1,0,1,.765,.700,.200,0.0,12.5,6.3,34.1,2.2,0.0,14.2,147,124,6.0
16,Sam Hauser,Boston Celtics,Cleveland Cavaliers,1,11.43,5,0,1,0,0,1,.833,.833,.667,0.0,11.9,6.0,0.0,0.0,0.0,15.7,101,130,-2.3
17,Blake Griffin,Boston Celtics,Cleveland Cavaliers,1,11.42,7,0,2,1,0,1,1.268,1.500,1.000,0.0,23.8,11.9,0.0,4.3,0.0,18.7,129,117,2.6
18,Noah Vonleh,Boston Celtics,Cleveland Cavaliers,1,7.19,2,0,1,0,0,0,.500,.500,.000,19.1,0.0,9.5,0.0,0.0,0.0,12.6,121,132,-4.5
19,Jarred Vanderbilt,Utah Jazz,Denver Nuggets,0,28.19,7,2,7,0,1,0,.444,.429,.000,0.0,25.2,12.4,10.3,0.0,3.5,13.9,86,121,-6.4
20,Lauri Markkanen,Utah Jazz,Denver Nuggets,0,25.56,17,1,10,0,0,3,.607,.607,.429,7.6,31.5,19.3,7.4,0.0,0.0,29.0,96,119,-1.7
21,Mike Conley,Utah Jazz,Denver Nuggets,0,23.28,14,5,2,0,0,4,.888,.857,.714,4.2,4.4,4.3,34.3,0.0,0.0,14.9,182,132,10.9
22,Jordan Clarkson,Utah Jazz,Denver Nuggets,0,22.24,6,3,5,1,2,0,.246,.100,.700,0.0,22.8,11.2,17.9,2.2,8.9,26.1,61,114,-9.2
23,Kelly Olynyk,Utah Jazz,Denver Nuggets,0,20.28,7,3,3,1,1,1,.583,.583,.500,4.8,10.0,7.3,22.7,2.5,4.9,15.2,113,121,1.2
24,Malik Beasley,Utah Jazz,Denver Nuggets,0,22.05,5,0,0,0,0,0,.300,.143,.286,0.0,0.0,0.0,0.0,0.0,0.0,16.7,66,134,-15.4
25,Talen Horton-Tucker,Utah Jazz,Denver Nuggets,0,21.05,6,2,4,1,1,0,.273,.273,.455,9.3,9.7,9.5,14.6,2.4,4.7,23.1,75,121,-8.9
26,Ochai Agbaji,Utah Jazz,Denver Nuggets,0,19.00,9,0,1,0,0,0,.571,.571,.429,0.0,5.4,2.6,0.0,0.0,0.0,18.4,110,131,-6.6
27,Collin Sexton,Utah Jazz,Denver Nuggets,0,16.30,13,1,0,1,0,1,.630,.611,.444,0.0,0.0,0.0,12.4,3.0,0.0,30.4,110,125,-0.5
28,Leandro Bolmaro,Utah Jazz,Denver Nuggets,0,15.18,2,2,1,0,1,0,.333,.333,.333,6.4,0.0,3.3,18.0,0.0,6.5,11.6,81,130,-8.1
29,Nickeil Alexander-Walker,Utah Jazz,Denver Nuggets,0,8.29,7,4,0,1,1,1,.595,.500,.600,0.0,0.0,0.0,84.8,5.9,11.8,30.7,142,115,33.4
30,Udoka Azubuike,Utah Jazz,Denver Nuggets,0,8.29,4,0,2,2,1,0,.667,.667,.000,0.0,24.1,11.8,0.0,11.8,11.8,20.9,85,90,9.3
31,Micah Potter,Utah Jazz,Denver Nuggets,0,8.29,4,1,3,0,0,0,1.000,1.000,.000,11.5,24.1,17.7,21.2,0.0,0.0,10.4,208,122,8.1
