,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Nikola Jokić,Denver Nuggets,Los Angeles Lakers,0,45.16,30,13,14,1,3,3,.563,.521,.250,7.8,31.5,19.0,47.0,1.2,4.8,30.6,127,117,13.2
1,Jamal Murray,Denver Nuggets,Los Angeles Lakers,0,43.12,25,5,3,2,1,0,.619,.556,.222,0.0,9.0,4.3,18.6,2.5,1.7,24.0,125,122,2.1
2,Michael Porter Jr.,Denver Nuggets,Los Angeles Lakers,0,40.57,15,1,10,0,1,3,.444,.406,.625,5.7,25.3,15.0,3.3,0.0,1.8,20.4,99,123,-6.5
3,Aaron Gordon,Denver Nuggets,Los Angeles Lakers,0,40.43,22,5,6,0,2,3,.718,.750,.357,11.5,6.4,9.1,19.4,0.0,3.6,17.6,160,126,10.1
4,Kentavious Caldwell-Pope,Denver Nuggets,Los Angeles Lakers,0,39.22,13,1,4,0,1,3,.597,.550,.700,3.0,9.9,6.3,3.4,0.0,1.8,14.1,119,127,-2.7
5,Bruce Brown,Denver Nuggets,Los Angeles Lakers,0,20.29,6,0,2,0,0,0,.773,.667,.333,5.7,6.3,6.0,0.0,0.0,0.0,11.1,130,129,-8.3
6,Jeff Green,Denver Nuggets,Los Angeles Lakers,0,10.01,2,0,1,0,1,0,1.136,,,0.0,13.0,6.1,0.0,0.0,7.3,4.1,250,121,1.7
7,LeBron James,Los Angeles Lakers,Denver Nuggets,1,47.56,40,9,10,2,0,4,.712,.680,.280,5.4,19.5,12.8,36.1,2.2,0.0,28.2,150,123,20.0
8,Rui Hachimura,Los Angeles Lakers,Denver Nuggets,1,41.56,10,0,7,0,0,0,.363,.250,.250,3.1,16.8,10.3,0.0,0.0,0.0,15.2,86,128,-9.2
9,Austin Reaves,Los Angeles Lakers,Denver Nuggets,1,40.41,17,3,2,0,0,1,.666,.591,.182,3.2,2.9,3.0,10.8,0.0,0.0,15.7,135,133,-0.9
10,Anthony Davis,Los Angeles Lakers,Denver Nuggets,1,40.02,21,1,14,1,3,0,.541,.400,.000,6.5,35.1,21.5,3.7,1.3,6.9,23.6,117,115,2.2
11,Dennis Schröder,Los Angeles Lakers,Denver Nuggets,1,38.16,13,5,2,2,0,3,.500,.500,.462,0.0,6.1,3.2,18.6,2.8,0.0,17.0,108,125,0.8
12,D'Angelo Russell,Los Angeles Lakers,Denver Nuggets,1,14.56,4,2,2,0,1,0,.500,.500,.250,8.7,7.8,8.2,19.1,0.0,6.2,15.5,104,127,-2.2
13,Tristan Thompson,Los Angeles Lakers,Denver Nuggets,1,9.41,4,0,1,0,0,0,.450,.500,.000,13.4,0.0,6.4,0.0,0.0,0.0,21.3,103,133,-4.9
14,Lonnie Walker IV,Los Angeles Lakers,Denver Nuggets,1,6.32,2,0,0,0,0,0,.500,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,21.3,62,133,-19.6
