,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,James Harden,Philadelphia 76ers,Dallas Mavericks,0,38.12,27,13,4,0,0,5,.922,.875,.583,0.0,13.6,7.4,46.7,0.0,0.0,24.8,142,140,8.5
1,Joel Embiid,Philadelphia 76ers,Dallas Mavericks,0,35.44,35,1,8,2,0,0,.655,.619,.048,17.3,14.5,15.8,4.9,2.7,0.0,38.1,124,133,-1.6
2,Tobias Harris,Philadelphia 76ers,Dallas Mavericks,0,34.39,10,3,5,0,0,1,.776,.750,.333,0.0,18.7,10.2,10.5,0.0,0.0,11.2,122,139,-3.0
3,Tyrese Maxey,Philadelphia 76ers,Dallas Mavericks,0,34.30,29,2,2,1,0,3,.663,.643,.238,0.0,7.5,4.1,9.8,1.4,0.0,29.1,131,137,1.5
4,P.J. Tucker,Philadelphia 76ers,Dallas Mavericks,0,24.13,3,0,0,0,0,1,.750,.750,1.000,0.0,0.0,0.0,0.0,0.0,0.0,3.8,139,141,-5.1
5,De'Anthony Melton,Philadelphia 76ers,Dallas Mavericks,0,30.34,12,6,7,5,0,2,.685,.571,.857,5.1,25.5,16.2,23.4,8.0,0.0,13.1,162,119,14.5
6,Jalen McDaniels,Philadelphia 76ers,Dallas Mavericks,0,13.21,6,1,4,0,0,0,.564,.500,.500,0.0,38.9,21.2,9.5,0.0,0.0,25.1,87,136,-14.4
7,Georges Niang,Philadelphia 76ers,Dallas Mavericks,0,11.32,0,0,3,0,0,0,.000,.000,1.000,0.0,33.7,18.4,0.0,0.0,0.0,11.9,0,138,-18.8
8,Paul Reed,Philadelphia 76ers,Dallas Mavericks,0,9.28,2,1,1,1,1,0,1.000,1.000,.000,0.0,13.7,7.5,12.7,5.1,14.9,4.8,209,117,7.2
9,Shake Milton,Philadelphia 76ers,Dallas Mavericks,0,4.46,2,1,1,0,0,0,1.000,1.000,.000,0.0,27.2,14.8,28.8,0.0,0.0,9.6,208,139,8.6
10,Montrezl Harrell,Philadelphia 76ers,Dallas Mavericks,0,2.48,0,0,2,0,0,0,.000,.000,.000,0.0,92.7,50.4,0.0,0.0,0.0,16.4,0,132,-18.3
11,Danuel House Jr.,Philadelphia 76ers,Dallas Mavericks,0,0.13,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,142,-5.4
12,Kyrie Irving,Dallas Mavericks,Philadelphia 76ers,1,42.18,40,6,4,3,0,6,.812,.818,.364,0.0,14.6,6.7,24.3,3.4,0.0,28.6,153,124,12.4
13,Luka Dončić,Dallas Mavericks,Philadelphia 76ers,1,39.47,42,12,4,1,0,7,.782,.750,.591,3.3,11.7,7.1,49.4,1.2,0.0,36.3,147,130,14.5
14,Reggie Bullock,Dallas Mavericks,Philadelphia 76ers,1,38.39,15,1,3,0,0,5,.625,.625,.833,3.4,8.0,5.5,3.2,0.0,0.0,14.1,127,133,-2.5
15,Josh Green,Dallas Mavericks,Philadelphia 76ers,1,32.18,5,2,5,1,0,1,.833,.833,.667,4.0,19.2,10.9,7.1,1.5,0.0,9.8,87,128,-5.2
16,Dwight Powell,Dallas Mavericks,Philadelphia 76ers,1,21.34,4,1,4,3,1,0,.694,.500,.000,6.0,21.5,13.1,5.2,6.8,4.4,8.2,131,112,2.9
17,Tim Hardaway Jr.,Dallas Mavericks,Philadelphia 76ers,1,20.11,8,1,2,0,0,2,.571,.571,.571,6.4,7.7,7.0,6.3,0.0,0.0,15.7,126,133,-2.3
18,Maxi Kleber,Dallas Mavericks,Philadelphia 76ers,1,19.45,9,3,6,0,0,2,.666,.800,.800,0.0,47.0,21.4,19.3,0.0,0.0,15.5,146,129,2.3
