,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Jayson Tatum,Boston Celtics,Chicago Bulls,0,35.26,26,5,8,0,0,4,.630,.556,.444,0.0,24.1,10.3,25.9,0.0,0.0,25.4,130,123,8.3
1,Jaylen Brown,Boston Celtics,Chicago Bulls,0,35.23,21,2,6,0,2,2,.424,.391,.304,6.8,9.0,7.8,10.4,0.0,4.1,30.3,93,125,-3.6
2,Marcus Smart,Boston Celtics,Chicago Bulls,0,32.37,11,6,1,2,2,3,.917,.917,.833,0.0,3.3,1.4,28.4,3.0,4.5,8.9,161,120,7.5
3,Derrick White,Boston Celtics,Chicago Bulls,0,25.38,5,4,1,0,0,1,.313,.313,.625,0.0,4.2,1.8,22.5,0.0,0.0,14.6,79,130,-11.6
4,Al Horford,Boston Celtics,Chicago Bulls,0,25.26,8,2,5,0,1,2,.571,.571,.857,3.1,16.8,9.0,12.0,0.0,2.9,11.5,127,124,1.0
5,Malcolm Brogdon,Boston Celtics,Chicago Bulls,0,22.10,12,2,6,1,0,2,.462,.462,.462,3.6,24.1,12.4,16.5,2.2,0.0,30.1,80,118,-5.4
6,Grant Williams,Boston Celtics,Chicago Bulls,0,18.17,0,1,3,1,0,0,.000,.000,.667,4.4,11.7,7.5,7.1,2.7,0.0,9.1,30,121,-14.5
7,Noah Vonleh,Boston Celtics,Chicago Bulls,0,12.08,2,0,5,1,2,0,.250,.250,.000,19.8,17.6,18.8,0.0,4.0,12.0,20.6,59,108,-16.2
8,Sam Hauser,Boston Celtics,Chicago Bulls,0,11.07,4,1,2,0,0,1,.410,.375,1.000,7.2,9.6,8.2,13.2,0.0,0.0,18.3,104,128,-2.6
9,Justin Jackson,Boston Celtics,Chicago Bulls,0,5.27,6,0,0,0,0,2,1.000,1.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,22.9,167,131,24.0
10,Payton Pritchard,Boston Celtics,Chicago Bulls,0,5.27,3,2,1,0,0,1,.375,.375,.500,0.0,19.6,8.4,62.5,0.0,0.0,30.6,103,125,4.5
11,Blake Griffin,Boston Celtics,Chicago Bulls,0,5.27,2,1,4,0,0,0,.250,.250,.000,44.0,19.6,33.6,31.2,0.0,0.0,30.6,99,125,-2.6
12,Luke Kornet,Boston Celtics,Chicago Bulls,0,5.27,2,0,3,0,0,0,.333,.333,.333,14.7,39.1,25.2,0.0,0.0,0.0,22.9,85,118,-8.9
13,Ayo Dosunmu,Chicago Bulls,Boston Celtics,1,33.37,22,2,6,1,0,4,1.100,1.100,.400,0.0,14.3,8.2,9.8,1.5,0.0,15.2,159,105,11.3
14,DeMar DeRozan,Chicago Bulls,Boston Celtics,1,32.45,25,5,5,1,0,0,.651,.588,.000,0.0,12.2,7.0,26.8,1.5,0.0,28.9,122,106,4.4
15,Zach LaVine,Chicago Bulls,Boston Celtics,1,32.19,19,2,2,1,1,3,.525,.433,.333,0.0,5.0,2.8,8.6,1.5,2.9,27.8,100,107,-2.0
16,Nikola Vučević,Chicago Bulls,Boston Celtics,1,30.37,18,5,23,0,0,0,.425,.368,.158,34.8,34.0,34.3,25.3,0.0,0.0,32.3,114,98,-0.6
17,Patrick Williams,Chicago Bulls,Boston Celtics,1,14.39,4,0,3,0,1,0,.286,.286,.286,7.3,10.9,9.4,0.0,0.0,6.3,20.3,75,106,-11.1
18,Alex Caruso,Chicago Bulls,Boston Celtics,1,18.21,7,4,3,0,2,1,1.215,1.250,.500,0.0,13.1,7.5,28.5,0.0,10.1,11.3,142,102,11.1
