,name,team,opp,hmcrt_adv,mp,pts,ast,trb,stl,blk,fg3,ts_pct,efg_pct,fg3a_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,usg_pct,off_rtg,def_rtg,bpm
0,Jaylen Brown,Boston Celtics,Atlanta Hawks,0,37.45,24,7,5,2,0,1,.607,.583,.278,0.0,13.2,7.2,22.7,2.5,0.0,24.4,127,121,1.3
1,Derrick White,Boston Celtics,Atlanta Hawks,0,36.10,18,7,4,1,1,2,.827,.800,.400,3.3,8.3,6.0,21.8,1.3,2.0,13.3,179,124,7.3
2,Marcus Smart,Boston Celtics,Atlanta Hawks,0,35.55,11,6,1,0,1,3,.458,.458,.500,3.3,0.0,1.5,17.2,0.0,2.0,17.3,101,129,-8.3
3,Jayson Tatum,Boston Celtics,Atlanta Hawks,0,35.27,34,6,15,0,1,5,.615,.580,.560,0.0,42.3,23.1,22.7,0.0,2.1,35.8,124,117,5.0
4,Al Horford,Boston Celtics,Atlanta Hawks,0,32.55,9,3,4,1,2,3,.643,.643,.714,0.0,12.2,6.6,9.2,1.4,4.4,9.4,134,121,2.1
5,Malcolm Brogdon,Boston Celtics,Atlanta Hawks,0,25.22,18,5,4,1,0,2,.750,.750,.250,0.0,15.8,8.6,25.7,1.9,0.0,26.2,121,122,3.1
6,Sam Hauser,Boston Celtics,Atlanta Hawks,0,21.21,12,0,2,0,0,4,1.200,1.200,1.000,0.0,9.4,5.1,0.0,0.0,0.0,10.4,210,128,5.8
7,Blake Griffin,Boston Celtics,Atlanta Hawks,0,15.05,8,1,5,1,1,0,.667,.667,.000,23.9,13.3,18.1,8.1,3.1,4.8,20.6,134,116,1.9
8,Dejounte Murray,Atlanta Hawks,Boston Celtics,1,39.06,14,4,4,3,0,0,.389,.389,.167,0.0,12.3,5.6,11.9,3.6,0.0,23.1,75,127,-8.5
9,De'Andre Hunter,Atlanta Hawks,Boston Celtics,1,39.02,16,2,3,0,1,2,.667,.667,.500,2.6,6.1,4.2,5.9,0.0,2.3,13.7,131,134,-1.0
10,Trae Young,Atlanta Hawks,Boston Celtics,1,33.39,35,13,3,0,0,4,.582,.519,.407,3.0,7.1,4.9,56.4,0.0,0.0,40.3,128,136,9.1
11,John Collins,Atlanta Hawks,Boston Celtics,1,29.37,11,1,9,0,1,0,.409,.385,.231,0.0,36.5,16.6,3.9,0.0,3.1,20.0,85,130,-9.4
12,Clint Capela,Atlanta Hawks,Boston Celtics,1,21.01,12,0,9,0,0,0,1.000,1.000,.000,19.0,28.5,23.4,0.0,0.0,0.0,13.7,173,134,3.7
13,Saddiq Bey,Atlanta Hawks,Boston Celtics,1,25.55,17,0,5,1,0,4,.900,.889,.778,3.9,18.5,10.5,0.0,1.8,0.0,14.9,182,130,9.6
14,Onyeka Okongwu,Atlanta Hawks,Boston Celtics,1,22.52,11,2,8,0,1,0,.870,.800,.000,21.9,15.7,19.1,10.1,0.0,4.0,11.3,195,131,8.5
15,Jalen Johnson,Atlanta Hawks,Boston Celtics,1,18.57,7,2,4,0,1,0,.509,.500,.333,0.0,25.3,11.5,11.9,0.0,4.8,14.9,119,129,-0.6
