,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,J.Clarkson o4.5 Ast,Utah Jazz,PropBomb,-135,1.35,2.35,-4.026599999999999,J.Clarkson,Indiana Pacers,0,1.0,0.4107142857142857,0,0.4,0,0.3,0,N
1,1,J.Butler o34.5 Pts+Rebs+Ast,Miami Heat,SBK5065,-105,0.5,0.9761904761904762,14.277599999999998,J.Butler,Denver Nuggets,1,0.4761904761904761,0.5238095238095238,1,0.6,1,0.5,0,Y
2,2,C.Martin o5.5 Rebs,Miami Heat,SBK5065,-110,0.55,1.05,0.0,C.Martin,Denver Nuggets,1,0.5,0.425531914893617,0,0.8,1,0.7,1,N
3,3,C.Martin o5.5 Rebs,Miami Heat,JoeDellera,-110,0.5,0.9545454545454546,0.0,C.Martin,Denver Nuggets,1,0.4545454545454546,0.425531914893617,0,0.8,1,0.7,1,N
4,5,M.Bridges o18.5 Pts,Brooklyn Nets,JoeDellera,-117,0.25,0.4636752136752137,2.247000000000001,M.Bridges,New York Knicks,0,0.2136752136752137,1.0,1,1.0,1,1.0,1,N
