,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,1,1,1,1,B.Bol u7.5 Rebs,SBK5065,-120,0.6,1.1,0.0,Orlando Magic,B.Bol,Toronto Raptors,1,0.5000000000000001,0.6410256410256411,1,0.8,1,0.7,1,Y
1,1,6,6,6,6,Q.Grimes o3.5 Rebs,JoeDellera,-160,0.7,1.1375,-0.3984,New York Knicks,Q.Grimes,Sacramento Kings,1,0.4375,0.5151515151515151,1,0.8,1,0.6,1,Y
2,2,7,7,7,7,I.Quickley o11.5 Pts,SBK5065,-106,0.53,1.03,2.5564,New York Knicks,I.Quickley,Sacramento Kings,1,0.5,0.5,0,0.8,1,0.9,1,Y
3,3,8,8,8,8,I.Quickley o14.5 Pts,SBK5065,220,0.2,0.6400000000000001,2.5564,New York Knicks,I.Quickley,Sacramento Kings,1,0.4400000000000001,0.3636363636363636,0,0.6,1,0.7,1,N
4,4,9,9,9,9,M.Robinson o8.5 Rebs,JoeMetz,-118,1.18,2.18,-19.37,New York Knicks,M.Robinson,Sacramento Kings,1,1.0000000000000002,0.5555555555555556,1,0.8,1,0.7,1,Y
5,5,10,10,10,10,A.Davis o26.5 Pts,PropBomb,-125,1.25,2.25,0.0,Los Angeles Lakers,A.Davis,Detroit Pistons,0,1.0,0.48,0,0.6,1,0.6,1,Y
6,6,11,11,11,11,R.Westbrook o11.5 Rebs+Ast,JoeDellera,-110,0.5,0.9545454545454546,0.0,Los Angeles Lakers,R.Westbrook,Detroit Pistons,0,0.4545454545454546,0.725,1,1.0,1,0.9,1,Y
7,7,12,12,12,12,B.Bogdanovic o17.5 Pts,SBK5065,-115,0.58,1.0843478260869563,2.5564,Detroit Pistons,B.Bogdanovic,Los Angeles Lakers,1,0.5043478260869564,0.7727272727272727,1,1.0,1,0.9,1,Y
8,8,16,16,16,16,K.Middleton o4.5 Ast,JoeDellera,-113,0.5,0.9424778761061948,0.0,Milwaukee Bucks,K.Middleton,Houston Rockets,0,0.4424778761061948,0.7142857142857143,1,0.6,1,0.7142857142857143,1,N
