,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,0,0,T.Maxey o2.5 3pt M,MikeRandle,-135,1.0,1.7407407407407407,0,Philadelphia 76ers,T.Maxey,Boston Celtics,0,0.7407407407407407,0.4615384615384615,0,0.6,1,0.5,0,N
1,4,4,4,J.Tatum o13.5 Rebs+Ast,VegasRefund,-125,1.25,2.25,0,Boston Celtics,J.Tatum,Philadelphia 76ers,1,1.0,0.5185185185185185,1,0.8,1,0.6,1,N
2,7,7,7,J.Harden o2.5 3pt M,JoeDellera,-130,0.5,0.8846153846153846,0,Philadelphia 76ers,J.Harden,Boston Celtics,0,0.3846153846153846,0.5873015873015873,1,0.6,1,0.5,0,N
3,12,12,12,A.Horford o1.5 3pt M,PropBomb,-132,1.32,2.3200000000000003,0,Boston Celtics,A.Horford,Philadelphia 76ers,1,1.0000000000000002,0.6714285714285714,1,0.4,0,0.7,1,N
4,13,13,13,J.Brown o24.5 Pts,VegasRefund,-115,1.0,1.869565217391304,0,Boston Celtics,J.Brown,Philadelphia 76ers,1,0.869565217391304,0.6891891891891891,1,0.6,1,0.6,1,Y
