,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,B.Adebayo Double-Double (Yes),Miami Heat,GDAWG5000,170,0.5,1.35,0,B.Adebayo,New York Knicks,0,0.8500000000000001,0.4069767441860465,0,0.6,1,0.4,0,N
1,1,J.Brunson o24.5 Pts,New York Knicks,JoeDellera,-125,0.5,0.9,0,J.Brunson,Miami Heat,1,0.4,0.4675324675324675,0,0.6,1,0.6,1,Y
2,3,S.Curry o5.5 Rebs,Golden State Warriors,SBK5065,-115,0.58,1.0843478260869563,0,S.Curry,Los Angeles Lakers,1,0.5043478260869564,0.5970149253731343,1,0.6,1,0.4,0,N
