,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,M.Turner u7.5 Rebs,Indiana Pacers,JoeDellera,-118,0.4,0.7389830508474576,22.7172,M.Turner,Chicago Bulls,1,0.3389830508474576,0.4651162790697674,0,0.6,1,0.4,0,Y
1,7,J.Randle u25.5 Pts,New York Knicks,PropBetGuy,-120,1.2,2.2,8.460000000000006,J.Randle,Cleveland Cavaliers,1,1.0000000000000002,0.6538461538461539,1,0.8,1,0.8,1,N
2,10,J.Randle u25.5 Pts,New York Knicks,SBK5065,-120,0.6,1.1,0.0,J.Randle,Cleveland Cavaliers,1,0.5000000000000001,0.6538461538461539,1,0.8,1,0.8,1,N
3,14,J.Tatum u5.5 Ast,Boston Celtics,JoeDellera,-111,0.3,0.5702702702702703,0.0,J.Tatum,Miami Heat,0,0.2702702702702703,0.75,1,0.6,1,0.6,1,N
4,17,S.Dinwiddie o17.5 Pts,Dallas Mavericks,SBK5065,-126,0.63,1.13,2.9946999999999995,S.Dinwiddie,Washington Wizards,1,0.4999999999999999,0.4583333333333333,0,1.0,1,0.7,1,Y
5,18,S.Dinwiddie o2.5 3pt M,Dallas Mavericks,SBK5065,135,0.5,1.175,0.0,S.Dinwiddie,Washington Wizards,1,0.675,0.5625,1,0.6,1,0.5,0,Y
6,20,S.Dinwiddie o17.5 Pts,Dallas Mavericks,charliedisturco,-130,0.65,1.15,-1.65,S.Dinwiddie,Washington Wizards,1,0.4999999999999999,0.4583333333333333,0,1.0,1,0.7,1,Y
7,21,S.Dinwiddie o18.5 Pts,Dallas Mavericks,JoeMetz,-106,1.06,2.06,-9.86,S.Dinwiddie,Washington Wizards,1,1.0,0.4375,0,1.0,1,0.7,1,Y
8,22,S.Dinwiddie o17.5 Pts,Dallas Mavericks,PropBomb,-130,1.3,2.3,-24.8423,S.Dinwiddie,Washington Wizards,1,0.9999999999999998,0.4583333333333333,0,1.0,1,0.7,1,Y
9,23,C.Johnson o15.5 Pts,Phoenix Suns,SBK5065,-102,0.51,1.01,2.9946999999999995,C.Johnson,Charlotte Hornets,1,0.5,0.4,0,0.6,1,0.4,0,Y
10,25,K.Leonard o26.5 Pts,Los Angeles Clippers,JoeDellera,-115,1.0,1.869565217391304,22.7172,K.Leonard,Los Angeles Lakers,0,0.8695652173913042,0.4285714285714285,0,1.0,1,0.9,1,N
11,26,K.Leonard o26.5 Pts,Los Angeles Clippers,PropBetGuy,-115,1.15,2.1499999999999995,8.460000000000006,K.Leonard,Los Angeles Lakers,0,0.9999999999999996,0.4285714285714285,0,1.0,1,0.9,1,N
