,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
28,28,28,28,E.Gordon o2.5 Ast,SBK5065,-140,0.5,0.8571428571428572,0,Houston Rockets,E.Gordon,Sacramento Kings,0,0.3571428571428572
