,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Play,Expert,Odds,Units,Payout,Net Units Record,Teams,name,opponent,hmcrt_adv,Profit
0,6,6,6,J.Butler o11.5 Rebs+Ast,JoeDellera,-122,0.25,0.4549180327868852,2.5023,Miami Heat,J.Butler,Indiana Pacers,0,0.2049180327868852
