,Unnamed: 0,Play,Teams,Expert,Odds,Units,Payout,Net Units Record,name,opponent,hmcrt_adv,Profit
0,3,J.Embiid o14.5 Rebs+Ast,Philadelphia 76ers,JoeDellera,-111,0.4,0.7603603603603605,0.0,J.Embiid,Boston Celtics,0,0.3603603603603604
