,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,C.Sexton o14.5 Pts,CeeJPicks,Utah Jazz,Miami Heat,0.0,0.78125,1,1.0,1,0.9,1,-135.0,1.35,2.35,1.0,C.Sexton,Y
1,D.Avdija o14.5 Pts,therocketplays,Portland Trail Blazers,Milwaukee Bucks,0.0,0.4545454545454545,0,1.0,1,0.8,1,-120.0,1.2,2.2,1.0000000000000002,D.Avdija,Y
2,D.Lillard o22.5 Pts,therocketplays,Milwaukee Bucks,Portland Trail Blazers,1.0,0.68,1,0.8,1,0.8,1,-118.0,1.15,2.1245762711864407,0.9745762711864407,D.Lillard,N
3,D.Avdija o18.5 Pts+Ast,Rotowire Sleeper,Portland Trail Blazers,Milwaukee Bucks,0.0,0.3939393939393939,0,1.0,1,0.8,1,100.0,1.5,3.0,1.5,D.Avdija,Y
4,D.Lillard o26.5 Pts+Rebs,Rotowire Sleeper,Milwaukee Bucks,Portland Trail Blazers,1.0,0.64,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,D.Lillard,N
5,D.Lillard o33.5 Pts+Rebs+Ast,Rotowire Sleeper,Milwaukee Bucks,Portland Trail Blazers,1.0,0.68,1,0.6,1,0.7,1,100.0,1.5,3.0,1.5,D.Lillard,N
6,D.Avdija o14.5 Pts,Rotowire Prizepicks,Portland Trail Blazers,Milwaukee Bucks,0.0,0.4545454545454545,0,1.0,1,0.8,1,100.0,1.5,3.0,1.5,D.Avdija,Y
7,D.Avdija o18.5 Pts+Ast,Rotowire Prizepicks,Portland Trail Blazers,Milwaukee Bucks,0.0,0.3939393939393939,0,1.0,1,0.8,1,100.0,1.5,3.0,1.5,D.Avdija,Y
8,J.Duren o17.5 Pts+Rebs,Rotowire Sleeper,Detroit Pistons,Minnesota Timberwolves,1.0,0.5806451612903226,1,0.8,1,0.6,1,100.0,1.5,3.0,1.5,J.Duren,N
9,S.Sharpe o23.5 Pts+Rebs+Ast,Rotowire Prizepicks,Portland Trail Blazers,Milwaukee Bucks,0.0,0.44,0,0.6,1,0.6,1,100.0,1.5,3.0,1.5,S.Sharpe,N
