,Play,Expert,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Name,Correct
0,B.Bogdanovic o2.5 Ast,GDAWG5000,Atlanta Hawks,Minnesota Timberwolves,0.0,0.4166666666666667,0,0.0,0,0.4,0,-115,0.58,1.0843478260869563,0.5043478260869564,B.Bogdanovic,X
1,B.Bogdanovic o2.5 Ast,JoeDellera,Atlanta Hawks,Minnesota Timberwolves,0.0,0.4166666666666667,0,0.0,0,0.4,0,-115,1.0,1.869565217391304,0.8695652173913042,B.Bogdanovic,X
2,B.Coulibaly u8.5 Rebs+Ast,Theotherbabs,Washington Wizards,Dallas Mavericks,0.0,0.5,0,0.6,1,0.8,1,-110,1.0,1.9090909090909087,0.9090909090909092,B.Coulibaly,N
3,K.Thompson o11.5 Pts,CamIsMoney18,Dallas Mavericks,Washington Wizards,1.0,0.6410256410256411,1,0.2,0,0.5,0,-120,1.0,1.8333333333333333,0.8333333333333335,K.Thompson,Y
4,D.Fox o22.5 Pts,sandyplashkes,Sacramento Kings,Brooklyn Nets,0.0,0.5952380952380952,1,0.0,0,0.4,0,-125,1.25,2.25,1.0,D.Fox,Y
5,D.Fox o22.5 Pts,TopShelfAction,Sacramento Kings,Brooklyn Nets,0.0,0.5952380952380952,1,0.0,0,0.4,0,-105,0.7,1.3666666666666665,0.6666666666666665,D.Fox,Y
6,M.Williams o18.5 Pts+Ast,GDAWG5000,Charlotte Hornets,Los Angeles Lakers,1.0,0.3684210526315789,0,0.6,1,0.6,1,-115,0.58,1.0843478260869563,0.5043478260869564,M.Williams,N
7,M.Williams o18.5 Pts+Ast,JoeDellera,Charlotte Hornets,Los Angeles Lakers,1.0,0.3684210526315789,0,0.6,1,0.6,1,-115,1.0,1.869565217391304,0.8695652173913042,M.Williams,N
8,R.Hachimura u11.5 Pts,TopShelfAction,Los Angeles Lakers,Charlotte Hornets,0.0,0.5675675675675675,1,0.6,1,0.6,1,-115,0.9,1.6826086956521735,0.7826086956521737,R.Hachimura,X
9,S.Barnes o14.5 Rebs+Ast,ThePropfessor_,Toronto Raptors,New Orleans Pelicans,1.0,0.46875,0,0.6,1,0.5,0,-125,1.25,2.25,1.0,S.Barnes,Y
10,S.Barnes o6.5 Ast,TopShelfAction,Toronto Raptors,New Orleans Pelicans,1.0,0.5,0,0.8,1,0.5,0,100,0.8,1.6,0.8,S.Barnes,Y
11,S.Barnes u8.5 Rebs,TopShelfAction,Toronto Raptors,New Orleans Pelicans,1.0,0.5625,1,0.6,1,0.6,1,-110,1.0,1.9090909090909087,0.9090909090909092,S.Barnes,N
12,S.Barnes o6.5 Ast,Markus_Markets,Toronto Raptors,New Orleans Pelicans,1.0,0.5,0,0.8,1,0.5,0,110,1.0,2.1,1.1,S.Barnes,Y
13,R.Westbrook o11.5 Rebs+Ast,RoyalsProps,Denver Nuggets,Chicago Bulls,0.0,0.4222222222222222,0,0.2,0,0.4,0,-115,1.15,2.1499999999999995,0.9999999999999996,R.Westbrook,N
14,J.Giddey o7.5 Ast,TopShelfAction,Chicago Bulls,Denver Nuggets,1.0,0.3809523809523809,0,0.2,0,0.2,0,145,0.5,1.225,0.7250000000000001,J.Giddey,Y
15,N.Jokic u10.5 Ast,TopShelfAction,Denver Nuggets,Chicago Bulls,0.0,0.5897435897435898,1,0.6,1,0.7,1,-105,1.2,2.3428571428571425,1.1428571428571426,N.Jokic,N
16,M.Bridges o17.5 Pts,FirefighterBets_duplicate,New York Knicks,Memphis Grizzlies,1.0,0.5217391304347826,1,0.6,1,0.5,0,-125,1.0,1.8,0.8,M.Bridges,Y
17,K.Towns o41.5 Pts+Rebs+Ast,RoyalsProps,New York Knicks,Memphis Grizzlies,1.0,0.5365853658536586,1,0.4,0,0.6,1,-115,1.15,2.1499999999999995,0.9999999999999996,K.Towns,N
18,B.Beal u3.5 Ast,TopShelfAction,Phoenix Suns,Los Angeles Clippers,1.0,0.5161290322580645,1,0.4,0,0.5,0,110,0.7,1.47,0.77,B.Beal,N
19,N.Powell o21.5 Pts,CamIsMoney18,Los Angeles Clippers,Phoenix Suns,0.0,0.7027027027027027,1,1.0,1,0.8,1,-120,1.0,1.8333333333333333,0.8333333333333335,N.Powell,Y
20,D.Mitchell u4.5 Ast,TopShelfAction_duplicate,Cleveland Cavaliers,Detroit Pistons,1.0,0.4883720930232558,0,0.2,0,0.6,1,110,1.1,2.3100000000000005,1.2100000000000004,D.Mitchell,N
21,D.Mitchell u4.5 Ast,TopShelfAction_duplicate,Toronto Raptors,New Orleans Pelicans,1.0,0.55,1,0.4,0,0.6,1,110,1.1,2.3100000000000005,1.2100000000000004,D.Mitchell,N
22,D.Mitchell u26.5 Pts,CamIsMoney18_duplicate,Cleveland Cavaliers,Detroit Pistons,1.0,0.627906976744186,1,0.2,0,0.5,0,-115,1.0,1.869565217391304,0.8695652173913042,D.Mitchell,Y
23,D.Mitchell u26.5 Pts,CamIsMoney18_duplicate,Toronto Raptors,New Orleans Pelicans,1.0,1.0,1,1.0,1,1.0,1,-115,1.0,1.869565217391304,0.8695652173913042,D.Mitchell,Y
24,N.Vucevic o33.5 Pts+Rebs+Ast,Rotowire Sleeper,Chicago Bulls,Denver Nuggets,1.0,0.5333333333333333,1,0.6,1,0.6,1,100,1.5,3.0,1.5,N.Vucevic,Y
25,N.Powell o26.5 Pts+Rebs+Ast,Rotowire Sleeper,Los Angeles Clippers,Phoenix Suns,0.0,0.6756756756756757,1,1.0,1,0.8,1,100,1.5,3.0,1.5,N.Powell,Y
26,F.Wagner o19.5 Pts,Rotowire Prizepicks,Orlando Magic,Miami Heat,0.0,0.8148148148148148,1,1.0,1,1.0,1,100,1.5,3.0,1.5,F.Wagner,Y
27,T.Herro o29.5 Pts+Rebs+Ast,Rotowire Prizepicks,Miami Heat,Orlando Magic,1.0,0.7209302325581395,1,1.0,1,0.9,1,100,1.5,3.0,1.5,T.Herro,Y
28,S.Barnes o21.5 Pts,sandyplashkes,Toronto Raptors,New Orleans Pelicans,1.0,0.375,0,0.4,0,0.4,0,-114,1.14,2.14,0.9999999999999998,S.Barnes,N
29,T.Herro u20.5 Pts,sandyplashkes,Miami Heat,Orlando Magic,1.0,0.3488372093023256,0,0.2,0,0.2,0,-120,1.2,2.2,1.0000000000000002,T.Herro,N
30,F.Wagner o4.5 Ast,gneiffer07,Orlando Magic,Miami Heat,0.0,0.7407407407407407,1,0.6,1,0.8,1,120,1.0,2.2,1.2000000000000002,F.Wagner,N
31,P.Banchero o7.5 Rebs,Rotowire Prizepicks,Orlando Magic,Miami Heat,0.0,0.4615384615384615,0,0.6,1,0.5,0,100,1.5,3.0,1.5,P.Banchero,N
32,T.Murphy o19.5 Pts,Rotowire Prizepicks,New Orleans Pelicans,Toronto Raptors,0.0,0.5666666666666667,1,0.6,1,0.7,1,100,1.5,3.0,1.5,T.Murphy,N
33,D.Jones o8.5 Pts,Rotowire Prizepicks_duplicate,Los Angeles Clippers,Phoenix Suns,0.0,0.627906976744186,1,0.8,1,0.8,1,100,1.5,3.0,1.5,D.Jones,Y
34,O.Okongwu o11.5 Rebs+Ast,Rotowire Prizepicks,Atlanta Hawks,Minnesota Timberwolves,0.0,0.2894736842105263,0,0.8,1,0.7,1,100,1.5,3.0,1.5,O.Okongwu,N
35,F.Wagner u20.5 Pts,TopShelfAction,Orlando Magic,Miami Heat,0.0,0.2592592592592592,0,0.2,0,0.2,0,-103,0.7,1.3796116504854368,0.6796116504854368,F.Wagner,N
36,N.Jokic u13.5 Rebs,TopShelfAction,Denver Nuggets,Chicago Bulls,0.0,0.4871794871794871,0,0.6,1,0.5,0,-129,0.8,1.42015503875969,0.6201550387596899,N.Jokic,Y
